,price,sqft,location,bathrooms,bhk
116,45.0,700,Baguiati,2.0,2
117,40.0,800,Baguiati,3.0,2
118,50.0,896,Baguiati,3.0,1
119,39.67,616,Baguiati,5.0,1
120,60.94,1095,Baguiati,2.0,3
122,67.98999,3000,Ballygunge,2.0,3
124,120.0,1787,Ballygunge,4.0,3
125,59.0,1800,Ballygunge,2.0,4
127,70.0,2000,Ballygunge,3.0,1
128,40.0,2000,Ballygunge,3.0,1
129,30.49,1846,Ballygunge,2.0,1
130,92.0,1250,Ballygunge,2.0,4
133,58.0,1904,Ballygunge,4.0,5
136,50.0,2400,Ballygunge,3.0,1
140,65.0,4300,Ballygunge,3.0,2
141,44.0,1050,Ballygunge,3.0,3
142,120.0,1000,Ballygunge,4.0,3
145,80.0,3600,Ballygunge,1.0,3
147,60.0,3600,Ballygunge,2.0,2
148,60.72,1600,Ballygunge,2.0,3
154,27.95,3600,Ballygunge,2.0,1
155,78.0,2870,Ballygunge,2.0,2
156,64.4,4250,Ballygunge,5.0,1
158,55.0,4640,Ballygunge,2.0,1
159,70.0,1900,Ballygunge,2.0,1
163,35.71,2500,Ballygunge,4.0,1
165,69.0,1200,Ballygunge,3.0,3
166,53.94,860,Bansdroni,1.0,2
167,53.94,890,Bansdroni,2.0,2
169,38.0,900,Bansdroni,2.0,1
171,54.0,1100,Bansdroni,5.0,3
172,58.0,1100,Bansdroni,2.0,3
178,51.0,985,Bansdroni,4.0,2
180,65.0,950,Bansdroni,4.0,2
184,55.0,1100,Bansdroni,2.0,3
185,39.0,715,Bansdroni,3.0,1
187,26.99,1353,Bansdroni,2.0,1
188,55.0,1383,Bansdroni,1.0,2
190,75.0,1174,Bansdroni,2.0,1
191,50.0,725,Bansdroni,2.0,2
192,85.0,1260,Bansdroni,2.0,3
193,21.25,823,Bansdroni,2.0,1
194,32.0,971,Bansdroni,2.0,1
195,97.0,988,Bansdroni,2.0,3
196,39.84,1054,Bansdroni,3.0,2
197,48.99,1394,Bansdroni,2.0,2
198,60.27,1394,Bansdroni,2.0,3
200,93.36,1404,Bansdroni,2.0,2
201,135.0,990,Bansdroni,2.0,2
202,23.84,1609,Bansdroni,2.0,5
203,111.0,1048,Bansdroni,3.0,3
205,98.0,1290,Baranagar,2.0,4
206,82.83,1350,Baranagar,3.0,2
208,46.0,1030,Baranagar,3.0,2
209,81.0,1340,Baranagar,2.0,2
210,30.0,690,Baranagar,1.0,2
211,72.0,1452,Baranagar,2.0,2
213,42.18,1150,Baranagar,4.0,1
215,36.15999,1945,Baranagar,2.0,2
218,78.67,871,Baranagar,2.0,2
219,32.0,1200,Barasat,2.0,4
220,26.23,962,Barasat,3.0,2
221,27.0,940,Barasat,4.0,3
222,33.0,1016,Barasat,2.0,3
223,30.0,955,Barasat,4.0,3
224,23.0,962,Barasat,2.0,3
225,23.0,1016,Barasat,2.0,3
226,32.0,962,Barasat,2.0,1
227,36.59,1100,Barasat,3.0,3
228,110.0,1535,Barisha Purba Para Road,2.0,2
229,37.0,812,Barisha Purba Para Road,5.0,2
230,35.0,1101,Barisha Purba Para Road,2.0,2
231,40.0,800,Barisha Purba Para Road,2.0,1
237,38.0,750,Barisha Purba Para Road,1.0,1
238,26.0,750,Barisha Purba Para Road,2.0,1
240,105.0,1106,Barisha Purba Para Road,2.0,3
241,110.0,985,Barisha Purba Para Road,3.0,2
242,35.0,650,Barisha Purba Para Road,2.0,2
244,75.0,927,Barisha Purba Para Road,2.0,2
246,33.0,800,Barisha Purba Para Road,2.0,2
247,40.0,1165,Barisha Purba Para Road,2.0,2
248,75.0,925,Barisha Purba Para Road,2.0,3
249,69.0,1100,Barisha Purba Para Road,2.0,2
250,60.0,1165,Barisha Purba Para Road,2.0,2
251,23.0,1967,Barisha Purba Para Road,3.0,2
252,49.0,1107,Barisha Purba Para Road,2.0,2
253,55.0,1410,Barisha Purba Para Road,3.0,3
254,34.0,650,Barisha Purba Para Road,3.0,2
255,110.0,1100,Barrackpore,3.0,3
256,31.24,1100,Barrackpore,4.0,2
257,29.85,812,Barrackpore,3.0,2
258,43.45,844,Barrackpore,6.0,2
259,46.0,1170,Barrackpore,3.0,3
260,45.0,1170,Barrackpore,5.0,3
261,68.0,1244,Barrackpore,5.0,4
262,110.0,1308,Barrackpore,2.0,3
265,65.0,852,Behala,2.0,1
266,171.0,1490,Behala,2.0,4
269,43.5,860,Behala,2.0,1
270,47.25,978,Behala,2.0,1
272,112.99999,1203,Behala,2.0,4
273,85.0,1175,Behala,2.0,3
276,70.0,1350,Behala,4.0,4
279,61.1,1200,Behala,2.0,3
283,130.0,850,Behala,2.0,2
287,65.0,900,Behala,4.0,3
289,78.0,1350,Behala,3.0,2
310,53.0,895,Behala,3.0,1
313,64.98,895,Behala,4.0,1
317,62.0,1323,Behala,5.0,3
319,125.0,1352,Behala,2.0,3
322,137.99999,1110,Behala,2.0,2
323,45.98,1157,Behala,5.0,1
324,84.23,1168,Behala,2.0,2
325,71.03,1139,Behala,7.0,2
326,65.48,1153,Behala,3.0,2
327,94.5,1152,Behala,3.0,2
328,59.05,1125,Behala,2.0,3
329,68.2,1135,Behala,2.0,3
331,46.5,1113,Behala,2.0,1
336,77.27,1139,Behala,2.0,3
337,68.42,1153,Behala,9.0,3
338,64.79,1152,Behala,3.0,3
339,75.0,1345,Behala,2.0,3
340,75.0,1020,Behala,1.0,1
341,58.0,997,Behala,2.0,3
350,38.35,1360,Behala,2.0,1
351,165.0,1072,Behala,3.0,2
355,66.0,920,Behala,2.0,1
358,69.79,690,Behala,2.0,2
359,110.0,967,Behala,1.0,3
360,60.0,1114,Behala,2.0,3
361,78.0,850,Behala,2.0,2
362,75.0,960,Behala,4.0,2
367,62.0,1050,Behala,2.0,3
368,92.0,915,Behala,2.0,3
371,56.4,1980,Behala,3.0,3
373,120.0,770,Behala,2.0,2
377,130.0,860,Behala,1.0,2
381,105.0,860,Behala,2.0,1
382,126.0,1100,Behala,2.0,3
384,73.0,900,Behala,9.0,2
386,137.0,1110,Behala,2.0,2
390,72.0,1065,Behala,2.0,3
391,115.0,1176,Behala,2.0,1
397,83.25,901,Behala,2.0,2
404,65.61,765,Behala,2.0,1
407,82.65,1114,Behala,2.0,2
409,66.02,899,Behala,2.0,2
411,141.0,1400,Behala,2.0,3
412,66.69,1400,Behala,1.0,2
414,30.0,1100,Belghoria,3.0,2
415,28.8,800,Belghoria,2.0,2
416,47.5,800,Belghoria,3.0,1
417,28.0,1460,Belghoria,2.0,2
418,65.0,1046,Belghoria,3.0,3
419,46.94,1232,Belghoria,2.0,2
420,32.0,1158,Belghoria,2.0,1
422,42.75,950,Belghoria,2.0,2
424,60.0,1670,Belghoria,1.0,2
425,78.0,650,Belghoria,3.0,2
426,30.0,650,Belghoria,2.0,2
428,60.39,672,Belghoria,2.0,2
429,40.0,1494,Belghoria,2.0,2
431,34.22,1900,Belghoria,2.0,1
432,22.5,750,Bhawanipur,4.0,2
433,27.0,750,Bhawanipur,2.0,2
434,50.0,1830,Bhawanipur,2.0,2
435,56.0,970,Bhawanipur,2.0,2
436,70.0,750,Bhawanipur,3.0,1
437,143.0,2867,Bhawanipur,2.0,2
438,85.0,1840,Bhawanipur,2.0,2
439,126.0,2867,Bhawanipur,3.0,3
440,64.97,1550,Bhawanipur,2.0,2
441,58.0,2100,Bhawanipur,3.0,2
442,45.0,1550,Bhawanipur,2.0,2
445,40.5,1687,Bhawanipur,2.0,2
448,65.02,1907,Bhawanipur,2.0,1
449,150.0,1466,Bhawanipur,2.0,2
450,85.87,1120,Biren Roy Road,3.0,3
451,31.55,982,Biren Roy Road,3.0,2
452,28.0,1203,Biren Roy Road,2.0,3
453,69.0,1203,Biren Roy Road,2.0,2
454,56.4,1120,Biren Roy Road,2.0,3
455,25.66,982,Biren Roy Road,1.0,2
456,25.24,1203,Biren Roy Road,4.0,2
457,32.52,919,Biren Roy Road,3.0,3
458,42.7,1203,Biren Roy Road,3.0,3
459,36.89,1120,Biren Roy Road,2.0,1
460,29.58,991,Biren Roy Road,2.0,3
461,71.02,919,Biren Roy Road,1.0,2
462,40.9,1120,Biren Roy Road,3.0,3
463,45.27,919,Biren Roy Road,2.0,1
464,66.69,991,Biren Roy Road,2.0,1
465,53.3,982,Biren Roy Road,3.0,3
466,30.0,757,Bramhapur,3.0,2
467,42.99,780,Bramhapur,2.0,1
468,52.0,750,Bramhapur,2.0,2
469,93.95,750,Bramhapur,2.0,1
470,28.56,1800,Bramhapur,2.0,3
471,28.17,1100,Bramhapur,2.0,2
472,34.13,1075,Bramhapur,2.0,3
473,59.05,712,Budge Budge,3.0,1
474,38.0,1280,Budge Budge,4.0,1
475,46.0,1280,Budge Budge,2.0,3
476,33.0,800,Budge Budge,3.0,2
477,42.5,712,Budge Budge,2.0,2
478,36.0,712,Budge Budge,2.0,1
479,34.14,712,Budge Budge,4.0,2
480,45.71,712,Budge Budge,3.0,2
481,110.0,1095,Budge Budge,5.0,2
482,20.0,1051,Chandannagar,9.0,2
484,23.65,1075,Chandannagar,3.0,2
485,53.0,807,Chandannagar,2.0,1
487,20.05,1057,Chandannagar,3.0,2
488,21.0,788,Chandannagar,2.0,2
489,55.0,1088,Chandannagar,6.0,3
490,35.0,830,Chandannagar,1.0,2
491,36.0,830,Chandannagar,2.0,2
492,21.33,830,Chandannagar,2.0,2
493,58.0,678,Chandannagar,1.0,2
494,103.0,869,Chandannagar,2.0,2
495,62.0,1269,Chinar Park,2.0,3
496,22.0,1269,Chinar Park,2.0,3
497,39.0,2100,Chinar Park,2.0,1
498,30.0,806,Chinar Park,2.0,1
499,38.0,811,Chinar Park,2.0,2
500,43.5,1027,Chinar Park,5.0,3
501,35.0,1176,Chinar Park,5.0,2
502,58.0,1269,Chinar Park,2.0,3
503,75.0,946,Chinar Park,2.0,3
504,71.22,1446,Chinar Park,2.0,4
505,35.0,919,Chinar Park,2.0,3
508,67.0,1050,Dhakuria,4.0,3
509,28.0,800,Dhakuria,2.0,2
510,44.99,900,Dhakuria,3.0,3
511,24.0,900,Dhakuria,4.0,2
512,55.0,920,Dhakuria,4.0,2
513,40.0,900,Dhakuria,7.0,3
514,48.49,900,Dhakuria,6.0,1
515,28.0,745,Dhakuria,2.0,1
516,34.61999,1225,Dhakuria,2.0,2
517,33.42,1030,Dhakuria,2.0,2
518,25.47,850,Dhakuria,3.0,2
520,130.0,2210,Dum Dum,2.0,2
521,130.0,2210,Dum Dum,4.0,3
522,110.0,1920,Dum Dum,4.0,2
523,79.36,1310,Dum Dum,2.0,4
526,71.0,2520,Dum Dum,5.0,3
527,118.0,1150,Dum Dum,7.0,2
528,93.0,1920,Dum Dum,2.0,3
529,104.0,1562,Dum Dum,2.0,2
530,79.36,1760,Dum Dum,2.0,4
533,62.0,849,Dum Dum,5.0,1
534,110.0,1635,Dum Dum,4.0,1
536,25.49,793,Dum Dum,4.0,1
537,23.54,850,Dum Dum,3.0,1
539,200.0,836,Dum Dum,4.0,2
540,70.52,1290,Dum Dum,4.0,2
541,87.0,1820,Dum Dum,3.0,1
542,68.0,1562,Dum Dum,3.0,3
543,82.0,1150,Dum Dum,3.0,3
545,104.0,1562,Dum Dum,4.0,1
546,79.36,1760,Dum Dum,2.0,3
547,156.0,2210,Dum Dum,3.0,4
548,71.0,2520,Dum Dum,4.0,3
549,118.0,1150,Dum Dum,4.0,2
551,104.0,2210,Dum Dum,2.0,2
552,79.36,2520,Dum Dum,2.0,3
559,79.36,2520,Dum Dum,2.0,4
561,94.95,1920,Dum Dum,2.0,4
564,58.0,1310,Dum Dum,4.0,1
565,118.0,2210,Dum Dum,1.0,4
566,104.0,2520,Dum Dum,2.0,2
568,78.0,1920,Dum Dum,2.0,3
569,130.0,1760,Dum Dum,3.0,2
570,79.31999,1644,Dum Dum,3.0,2
571,79.7,1558,Dum Dum,4.0,4
572,112.99999,920,Dum Dum,3.0,1
573,82.23999,1469,Dum Dum,2.0,4
574,79.0,1476,Dum Dum,4.0,2
575,57.67,923,Dum Dum,10.0,2
576,75.54,1947,Dum Dum,2.0,4
577,82.23999,2105,Dum Dum,3.0,2
578,79.0,1523,Dum Dum,3.0,3
579,57.67,1463,Dum Dum,2.0,2
580,75.54,1068,Dum Dum,3.0,2
581,66.61,1399,Dum Dum,3.0,2
592,62.0,2520,Dum Dum,4.0,2
593,104.0,2210,Dum Dum,2.0,6
594,79.36,2520,Dum Dum,6.0,4
599,70.0,1310,Dum Dum,5.0,4
600,135.0,950,Dum Dum,5.0,3
601,79.36,2210,Dum Dum,2.0,4
603,70.0,1150,Dum Dum,3.0,1
606,65.0,1760,Dum Dum,5.0,2
607,20.0,1310,Dum Dum,2.0,1
609,79.7,1558,Dum Dum,3.0,4
610,99.73,1476,Dum Dum,1.0,3
616,27.81,1635,Dum Dum,6.0,1
618,79.31999,1684,Dum Dum,3.0,3
619,79.7,1558,Dum Dum,3.0,5
621,112.99999,1036,Dum Dum,2.0,3
622,79.0,1469,Dum Dum,3.0,3
632,62.0,1920,Dum Dum,2.0,3
633,68.0,1310,Dum Dum,2.0,3
634,65.81999,1562,Dum Dum,3.0,2
635,24.0,1760,Dum Dum,2.0,1
636,76.0,1310,Dum Dum,1.0,2
637,111.0,1000,Dum Dum,2.0,3
641,65.0,1920,Dum Dum,2.0,2
642,100.0,1760,Dum Dum,2.0,1
643,62.0,1195,Dum Dum,4.0,3
644,95.0,1350,Dum Dum,2.0,2
647,64.0,1135,Dum Dum,3.0,3
648,140.0,1179,Dum Dum,3.0,3
650,90.0,1021,Dum Dum,2.0,2
651,37.0,1056,Dum Dum,3.0,1
652,74.59999,1360,Dum Dum,2.0,3
653,75.55,1635,Dum Dum,3.0,3
654,141.0,2357,Dum Dum,2.0,3
657,38.35,1280,Dum Dum,2.0,1
663,155.0,1399,Dum Dum,3.0,2
667,64.62,1164,Dum Dum,2.0,3
669,82.0,1165,Dum Dum,2.0,3
673,215.0,1130,Dum Dum,4.0,3
677,72.0,949,Dum Dum,5.0,3
682,66.0,1455,Dum Dum,5.0,3
683,83.99,1164,Dum Dum,2.0,2
684,79.0,1095,Dum Dum,3.0,3
685,75.0,1036,Dum Dum,6.0,2
687,235.0,1463,Dum Dum,2.0,4
688,105.0,1004,Dum Dum,2.0,3
691,30.32,1684,Dum Dum,2.0,1
697,82.65,2520,Dum Dum,2.0,2
698,66.69,2210,Dum Dum,3.0,3
699,63.27,1920,Dum Dum,2.0,2
700,67.5,949,Dum Dum,2.0,3
701,64.93,1150,Dum Dum,2.0,3
703,144.0,1096,Dum Dum,2.0,2
704,62.37,2680,Dum Dum,2.0,3
705,101.0,1303,Dum Dum,2.0,4
707,83.15,1164,Dum Dum,5.0,3
710,75.0,1441,Dum Dum,2.0,4
711,73.0,1281,Dum Dum,2.0,4
714,57.73,2212,Dum Dum,2.0,2
716,52.17,1335,Dum Dum,4.0,1
717,94.05,1350,Dum Dum,2.0,3
718,60.0,2155,Dum Dum,2.0,1
723,63.27,1441,Dum Dum,2.0,4
728,73.0,1259,Dum Dum,2.0,2
734,21.47,920,Dum Dum,3.0,1
735,80.43,1310,Dum Dum,2.0,2
736,135.0,920,Dum Dum,2.0,1
738,71.0,1192,Dum Dum,1.0,3
740,30.32,920,Dum Dum,3.0,1
741,80.43,1947,Dum Dum,2.0,2
743,44.61,1947,Dum Dum,2.0,1
744,72.95999,1164,Dum Dum,2.0,3
745,90.0,1920,Dum Dum,4.0,2
747,87.0,1281,Dum Dum,3.0,2
749,66.69,2520,Dum Dum,3.0,4
751,99.96,1150,Dum Dum,2.0,3
753,76.23,1281,Dum Dum,4.0,3
754,35.0,1393,Dum Dum,2.0,1
755,62.16,1259,Dum Dum,2.0,2
757,128.0,1004,Dum Dum,5.0,3
758,66.69,1303,Dum Dum,3.0,2
759,128.0,1920,Dum Dum,2.0,4
761,81.48,1920,Dum Dum,4.0,2
762,72.95999,2210,Dum Dum,2.0,2
763,128.0,1164,Dum Dum,2.0,3
766,101.0,1150,Dum Dum,3.0,2
767,64.84,2210,Dum Dum,5.0,2
770,81.76,1455,Dum Dum,4.0,3
771,22.0,1303,Dum Dum,2.0,1
773,110.0,1441,Dum Dum,2.0,3
774,91.48,1047,Durgapur,2.0,2
775,45.57,1204,Durgapur,2.0,3
776,39.6,1194,Durgapur,2.0,2
777,80.43,1357,Durgapur,2.0,3
778,60.94,1565,Durgapur,2.0,3
779,34.0,1565,Durgapur,2.0,2
780,55.0,1357,Durgapur,1.0,3
783,55.0,1350,E M Bypass,3.0,2
784,56.0,5205,E M Bypass,3.0,2
786,115.0,4519,E M Bypass,2.0,3
789,36.0,3528,E M Bypass,2.0,1
790,48.0,4519,E M Bypass,2.0,2
792,20.82999,5205,E M Bypass,4.0,1
794,36.6,5205,E M Bypass,2.0,1
796,78.0,1099,E M Bypass,3.0,3
797,130.0,3528,E M Bypass,2.0,3
798,60.0,4519,E M Bypass,2.0,3
799,56.0,4519,E M Bypass,3.0,3
800,100.0,3528,E M Bypass,2.0,1
802,69.4,3528,E M Bypass,2.0,1
803,59.05,3528,E M Bypass,4.0,3
804,24.0,1300,E M Bypass,2.0,1
805,59.43,1840,E M Bypass,2.0,2
808,80.43,1954,E M Bypass,6.0,3
809,127.0,2518,Elgin,3.0,5
810,31.5,1550,Elgin,3.0,4
811,60.0,1100,Elgin,8.0,3
812,23.25,1100,Elgin,2.0,3
813,36.29999,2410,Elgin,2.0,3
814,75.0,2410,Elgin,4.0,2
815,45.67,4310,Elgin,2.0,4
816,57.06,5100,Elgin,3.0,3
817,142.0,4320,Elgin,1.0,4
818,44.0,1270,Garia,2.0,1
821,52.26,650,Garia,2.0,2
822,54.0,1238,Garia,2.0,3
823,105.0,1296,Garia,3.0,2
826,93.0,1203,Garia,2.0,4
829,65.0,675,Garia,2.0,1
838,85.0,1100,Garia,1.0,1
845,46.97,1481,Garia,6.0,1
846,60.0,860,Garia,2.0,2
849,64.0,1240,Garia,2.0,3
850,80.0,1523,Garia,3.0,1
851,55.0,891,Garia,2.0,1
854,78.0,983,Garia,4.0,3
855,65.0,1600,Garia,2.0,1
858,60.0,1400,Garia,3.0,3
862,70.0,904,Garia,2.0,2
863,23.99,891,Garia,3.0,1
866,78.0,2299,Garia,2.0,3
867,70.0,1800,Garia,2.0,2
868,40.0,1400,Garia,2.0,1
873,94.0,982,Garia,4.0,2
877,120.0,1180,Garia,2.0,3
878,62.0,1650,Garia,4.0,2
880,51.5,870,Garia,3.0,2
883,97.54,740,Garia,2.0,2
885,82.0,1000,Garia,2.0,3
886,97.27,1841,Garia,2.0,2
887,77.4,1360,Garia,3.0,3
888,94.95,1045,Garia,2.0,3
889,85.28,1397,Garia,2.0,3
890,56.35,1397,Garia,1.0,3
891,38.0,1959,Garia,2.0,1
892,30.36,1034,Garia,2.0,1
893,70.0,1115,Garia,2.0,3
896,57.92,1652,Garia,4.0,3
898,78.3,1959,Garia,4.0,2
899,83.3,1652,Garia,2.0,4
900,70.3,1523,Garia,1.0,2
904,55.0,1110,Garia,2.0,2
905,78.0,1020,Garia,2.0,3
912,58.0,1750,Garia,3.0,3
913,65.0,901,Garia,2.0,3
914,55.0,1750,Garia,2.0,2
915,75.0,1440,Garia,1.0,3
916,52.0,1440,Garia,3.0,3
921,56.63,1000,Garia,2.0,3
925,110.0,851,Garia,2.0,2
926,97.0,1031,Garia,2.0,2
928,25.0,1384,Garia,1.0,1
929,65.0,1110,Garia,3.0,3
930,120.0,1750,Garia,2.0,3
934,34.0,1125,Garia,3.0,1
937,21.28,675,Garia,2.0,1
938,60.0,1440,Garia,4.0,3
941,105.0,1031,Garia,2.0,2
950,54.0,945,Garia,2.0,3
957,54.0,1652,Garia,2.0,2
960,69.38,1523,Garia,2.0,1
966,62.0,1523,Garia,2.0,2
969,64.5,900,Garia,4.0,3
970,107.0,1115,Garia,2.0,3
971,97.29,650,Garia,3.0,2
972,115.0,1000,Garia,4.0,2
974,95.0,1060,Garia,1.0,3
977,57.0,1100,Garia,2.0,1
979,53.65,1150,Garia,2.0,3
980,45.0,892,Garia,3.0,1
982,52.0,1000,Garia,6.0,3
985,72.0,1365,Garia,6.0,2
986,65.0,1338,Garia,2.0,1
987,75.0,1293,Garia,2.0,2
989,52.0,1665,Garia,2.0,1
990,94.5,892,Garia,3.0,2
991,68.2,925,Garia,3.0,1
994,49.0,1120,Garia,3.0,1
995,100.0,1120,Garia,4.0,1
996,59.0,971,Garia,1.0,2
997,70.0,1234,Garia,6.0,2
1000,52.8,971,Garia,1.0,3
1003,110.0,971,Garia,2.0,3
1004,60.0,1361,Garia,2.0,2
1006,70.87,960,Garia,5.0,3
1009,61.0,1174,Garia,3.0,1
1012,60.94,971,Garia,2.0,3
1014,85.0,1666,Garia,3.0,3
1015,83.0,1022,Garia,2.0,3
1016,57.64,952,Garia,4.0,2
1017,33.14,1120,Garia,3.0,1
1018,22.0,1174,Garia,2.0,1
1019,86.0,971,Garia,3.0,2
1020,34.22,1120,Garia,2.0,1
1024,111.0,1361,Garia,2.0,3
1025,119.0,1174,Garia,4.0,3
1026,101.0,1174,Garia,2.0,3
1028,91.37,1026,Garia,3.0,2
1030,65.55,971,Garia,2.0,3
1031,64.84,910,Garia,2.0,2
1033,54.65,1139,Garia,2.0,1
1034,26.24,1200,Garia,2.0,1
1037,83.70999,966,Garia,4.0,2
1040,71.43,1174,Garia,2.0,2
1042,101.0,1120,Garia,1.0,1
1045,66.69,971,Garia,2.0,2
1046,92.0,1120,Garia,2.0,3
1047,99.96,1310,Garia,4.0,3
1048,101.0,1500,Garia,2.0,3
1049,105.0,1450,Garia,2.0,2
1050,65.55,1544,Garia,3.0,3
1051,89.88,1621,Garia,1.0,3
1052,73.73999,918,Garia,7.0,2
1053,84.0,1361,Garia,2.0,3
1054,81.64,1174,Garia,7.0,3
1055,63.28,971,Garia,2.0,3
1056,110.0,1200,Gariahat,7.0,3
1057,55.0,1300,Gariahat,2.0,4
1058,135.0,1750,Gariahat,2.0,3
1059,65.0,1250,Gariahat,3.0,2
1060,72.0,1050,Gariahat,3.0,3
1061,80.0,2405,Gariahat,3.0,3
1062,60.3,4891,Gariahat,4.0,1
1063,141.0,4891,Gariahat,2.0,4
1065,40.0,720,Haltu,2.0,2
1066,71.0,720,Haltu,3.0,1
1067,160.0,1575,Haltu,5.0,4
1068,92.0,1431,Haltu,4.0,1
1071,27.0,1250,Haltu,2.0,1
1072,100.0,852,Haltu,8.0,2
1073,65.0,650,Haltu,2.0,2
1074,76.8,1070,Haltu,3.0,2
1075,23.0,1070,Haltu,2.0,2
1076,65.0,1105,Haltu,2.0,2
1077,36.0,650,Haltu,3.0,2
1078,30.97,813,Haltu,2.0,2
1079,36.0,650,Haltu,2.0,2
1080,45.71,650,Haltu,7.0,2
1081,88.81,1250,Haltu,4.0,3
1082,75.0,1250,Haltu,4.0,3
1083,63.5,1431,Haltu,2.0,3
1084,23.62,852,Hooghly Chinsurah,2.0,1
1085,21.54,992,Hooghly Chinsurah,2.0,3
1086,21.51,777,Hooghly Chinsurah,1.0,2
1087,75.0,964,Hooghly Chinsurah,2.0,3
1088,26.78,769,Hooghly Chinsurah,2.0,1
1089,64.0,1000,Hooghly Chinsurah,4.0,3
1090,101.0,1138,Hooghly Chinsurah,2.0,2
1091,48.0,905,Howrah,6.0,1
1093,52.29,1058,Howrah,3.0,1
1097,69.12,905,Howrah,2.0,3
1098,62.91,1058,Howrah,5.0,3
1101,130.0,905,Howrah,3.0,3
1102,156.0,888,Howrah,1.0,1
1104,63.3,1102,Howrah,3.0,3
1106,47.0,999,Howrah,2.0,1
1110,213.0,1605,Howrah,2.0,4
1111,176.0,1110,Howrah,2.0,2
1112,167.0,1785,Howrah,2.0,3
1113,165.0,1600,Howrah,2.0,3
1114,77.27,1450,Howrah,3.0,4
1116,97.54,905,Howrah,3.0,1
1117,119.0,1028,Howrah,3.0,3
1118,112.99999,997,Howrah,2.0,3
1120,55.77,905,Howrah,2.0,3
1126,95.0,1058,Howrah,2.0,3
1127,35.71,1446,Howrah,2.0,1
1128,180.0,999,Howrah,2.0,1
1130,59.0,996,Howrah,4.0,3
1131,150.0,1058,Howrah,2.0,2
1138,30.0,1112,Howrah,2.0,1
1139,54.89,1110,Howrah,1.0,1
1145,106.0,1183,Howrah,2.0,2
1146,94.3,1125,Howrah,2.0,2
1147,62.24,1450,Howrah,9.0,1
1150,62.93,1410,Howrah,6.0,3
1151,79.0,1125,Howrah,4.0,1
1152,53.39,1291,Howrah,2.0,1
1159,135.0,999,Howrah,9.0,3
1160,170.0,999,Howrah,3.0,2
1163,65.0,1056,Howrah,2.0,3
1164,71.0,999,Howrah,4.0,3
1166,180.0,1780,Howrah,2.0,3
1167,110.0,997,Howrah,2.0,3
1168,65.61,1058,Howrah,2.0,3
1170,82.65,1785,Howrah,3.0,1
1172,117.0,1173,Howrah,5.0,3
1179,89.88,1090,Howrah,3.0,3
1181,80.0,1605,Howrah,2.0,3
1182,95.0,1785,Howrah,3.0,3
1189,93.44,1785,Howrah,5.0,1
1190,63.0,1170,Howrah,2.0,1
1191,171.0,2585,Howrah,2.0,3
1192,80.43,1058,Howrah,2.0,2
1195,62.1,1233,Howrah,2.0,3
1198,69.79,1780,Howrah,2.0,3
1203,110.0,1170,Howrah,3.0,3
1205,61.0,999,Howrah,2.0,3
1208,70.77,1058,Howrah,1.0,2
1214,79.0,999,Howrah,2.0,2
1216,54.55,1450,Howrah,2.0,1
1218,82.65,1058,Howrah,2.0,3
1225,87.47,1605,Howrah,1.0,4
1226,135.0,1780,Howrah,2.0,4
1229,110.0,1785,Howrah,3.0,4
1230,150.0,888,Howrah,3.0,2
1231,195.0,1110,Howrah,5.0,2
