price,sqft,location,bathrooms,bhk,area_type
35000000,2011,Adyar,2,3,Super built-up Area
4998000,1112,Navallur,5,3,Plot Area
3400000,612,Moolacheri,2,4,Built-up Area
6500000,900,Chromepet,8,3,Built-up Area
8675000,1641,Nandambakkam,2,3,Super built-up Area
6259000,963,Anna Nagar,2,2,Super built-up Area
3400000,1062,Kelambakkam,2,3,Super built-up Area
12000000,940,Vadapalani,7,3,Plot Area
5999000,1400,Kumananchavadi,2,2,Super built-up Area
10400000,1671,Thoraipakkam OMR,3,1,Plot Area
8000000,1952,Sholinganallur,2,3,Super built-up Area
5003000,944,Sholinganallur,3,2,Super built-up Area
4192000,975,Porur,2,2,Super built-up Area
5500000,1060,Periyapanicheri,3,3,Super built-up Area
9110000,1481,Perungudi,2,2,Super built-up Area
3377000,965,Selaiyur,2,1,Super built-up Area
5978000,1128,Manikandan Nagar,3,2,Built-up Area
6000000,1219,Porur,1,3,Built-up Area
12000000,1300,Kodambakkam,6,2,Built-up Area
9086000,1298,Velachery,2,2,Super built-up Area
9500000,1900,Sholinganallur,,3,Built-up Area
5500000,1213,East Tambaram,2,3,Super built-up Area
20000000,1560,Gopalapuram,2,5,Super built-up Area
17500000,2325,Navallur,5,3,Super built-up Area
6800000,1389,Mevalurkuppam,7,3,Built-up Area
6463000,1250,Medavakkam,3,4,Super built-up Area
6409999,1603,Avadi,2,2,Super built-up Area
5000000,1000,Sunnambu Kolathur S Kolathur,2,2,Super built-up Area
5261000,1238,Perumbakkam,6,3,Plot Area
3083000,801,Cholambedu,2,1,Built-up Area
6409999,1603,Avadi,2,2,Super built-up Area
3000000,789,Urapakkam,2,4,Super built-up Area
43000000,2533,Raja Annamalai Puram,4,3,Plot Area
4153000,923,Madhavaram,2,1,Super built-up Area
13200000,2000,Perungudi,3,2,Super built-up Area
3850000,960,Madipakkam,4,2,Plot Area
19300000,1170,Besant Nagar,2,2,Super built-up Area
9000000,1471,Medavakkam,2,2,Built-up Area
6500000,1181,Peerakankaranai,3,1,Built-up Area
3072000,768,Nanmangalam,3,5,Super built-up Area
4800000,657,Jamalia,1,3,Built-up Area
7400000,1187,Iyappanthangal,2,4,Plot Area
2500000,700,Avadi,2,3,Super built-up Area
4100000,954,Nanmangalam,2,5,Super built-up Area
3032000,722,Nanmangalam,2,3,Super built-up Area
9746000,1645,Sholinganallur,2,5,Built-up Area
6203000,1443,Perumbakkam,3,3,Built-up Area
3500000,894,Guduvancheri,2,3,Built-up Area
7936000,1323,Chromepet,2,1,Super built-up Area
4000000,745,Sembakkam,3,1,Super built-up Area
2800000,560,Adambakkam,2,3,Super built-up Area
43099999,2056,Nungambakkam,2,4,Super built-up Area
10000000,920,T Nagar,2,2,Super built-up Area
9000000,1250,K K Nagar,4,2,Built-up Area
3881000,721,Ambattur,3,3,Built-up Area
3300000,855,Perumbakkam,2,3,Super built-up Area
11700000,1569,Valasaravakkam,3,2,Super built-up Area
13600000,850,Anna Nagar,2,3,Super built-up Area
7000000,1140,Porur,3,4,Plot Area
2771000,660,Perungalathur,3,2,Super built-up Area
2699000,643,Perungalathur,3,3,Super built-up Area
5022000,1196,Perungalathur,4,2,Super built-up Area
2657000,633,Perungalathur,4,2,Built-up Area
3888000,926,Perungalathur,2,3,Super built-up Area
2729000,650,Perungalathur,2,7,Built-up Area
8108000,1931,Perungalathur,3,3,Built-up Area
3306000,538,Karapakkam,2,2,Super built-up Area
8248999,1314,Karapakkam,2,3,Super built-up Area
6447000,1027,Karapakkam,7,2,Plot Area
8525000,1358,Karapakkam,3,2,Built-up Area
6428000,1024,Karapakkam,3,2,Plot Area
16800000,2686,Karapakkam,1,3,Super built-up Area
9799000,1561,Karapakkam,4,1,Plot Area
8136000,1296,Karapakkam,3,4,Super built-up Area
9831000,1566,Karapakkam,2,3,Built-up Area
11399999,1829,Karapakkam,2,3,Super built-up Area
9818000,1564,Karapakkam,2,4,Super built-up Area
8462000,1348,Karapakkam,3,2,Super built-up Area
12200000,1944,Karapakkam,2,1,Super built-up Area
16500000,2640,Karapakkam,8,2,Built-up Area
3372999,549,Karapakkam,5,2,Super built-up Area
16500000,2630,Karapakkam,3,3,Super built-up Area
16399999,2616,Karapakkam,2,4,Super built-up Area
10000000,1599,Karapakkam,2,3,Super built-up Area
42900000,6600,Thiruvidandhai,7,3,Super built-up Area
23400000,3600,Thiruvidandhai,3,6,Super built-up Area
6834000,1140,Iyappanthangal,2,1,Super built-up Area
6773999,1130,Iyappanthangal,3,2,Super built-up Area
7194000,1200,Iyappanthangal,5,2,Plot Area
3990000,855,Mevalurkuppam,4,3,Super built-up Area
3806000,635,Iyappanthangal,2,2,Super built-up Area
7044000,1175,Iyappanthangal,2,4,Super built-up Area
9861000,1645,Iyappanthangal,4,3,Super built-up Area
7014000,1170,Iyappanthangal,2,3,Super built-up Area
10500000,1760,Iyappanthangal,2,3,Super built-up Area
10400000,1740,Iyappanthangal,2,3,Super built-up Area
7134000,1190,Iyappanthangal,3,2,Super built-up Area
10300000,1730,Iyappanthangal,3,3,Super built-up Area
7295999,1536,Madhavaram,4,3,Plot Area
6360000,1339,Madhavaram,2,2,Built-up Area
8507000,1791,Madhavaram,2,2,Super built-up Area
5500000,936,Kolapakkam,3,3,Super built-up Area
7550000,1179,Kolapakkam,4,2,Built-up Area
5735000,988,Kolapakkam,3,3,Super built-up Area
5560000,955,Kolapakkam,2,3,Super built-up Area
7700000,1224,Kolapakkam,2,3,Super built-up Area
5580000,958,Kolapakkam,2,4,Super built-up Area
5520000,948,Kolapakkam,2,6,Built-up Area
2397000,648,Kundrathur,2,1,Built-up Area
3746000,625,Iyappanthangal,6,2,Super built-up Area
7253000,1210,Iyappanthangal,1,4,Super built-up Area
7283000,1215,Iyappanthangal,2,2,Super built-up Area
10900000,1790,Iyappanthangal,2,1,Super built-up Area
7056999,1502,Kanathur Reddikuppam,3,4,Super built-up Area
29200000,5037,Kanathur Reddikuppam,3,3,Plot Area
29500000,5093,Kanathur Reddikuppam,3,2,Plot Area
8763000,1865,Kanathur Reddikuppam,1,1,Plot Area
6025000,1076,Pammal,1,3,Super built-up Area
5768000,1030,Pammal,1,2,Built-up Area
4547000,812,Pammal,2,4,Super built-up Area
5208000,930,Pammal,3,3,Super built-up Area
7280000,1300,Pammal,3,3,Super built-up Area
6495000,1382,Puzhal,3,2,Super built-up Area
6791000,1445,Puzhal,2,3,Super built-up Area
7289000,1551,Puzhal,3,2,Plot Area
7642000,1626,Puzhal,2,2,Super built-up Area
4641000,753,Selaiyur,2,2,Built-up Area
4907000,801,Selaiyur,2,2,Super built-up Area
4685000,761,Selaiyur,2,3,Super built-up Area
4498000,727,Selaiyur,4,3,Built-up Area
4812000,784,Selaiyur,2,3,Super built-up Area
11000000,1431,Thoraipakkam OMR,5,3,Plot Area
11500000,1494,Thoraipakkam OMR,7,2,Plot Area
10000000,1296,Thoraipakkam OMR,2,3,Super built-up Area
10000000,1302,Thoraipakkam OMR,2,2,Super built-up Area
11000000,1432,Thoraipakkam OMR,2,4,Super built-up Area
10500000,1367,Thoraipakkam OMR,3,3,Built-up Area
10400000,1349,Thoraipakkam OMR,3,3,Super built-up Area
12000000,1551,Thoraipakkam OMR,2,3,Super built-up Area
11500000,1485,Thoraipakkam OMR,2,2,Super built-up Area
10400000,1353,Thoraipakkam OMR,2,2,Super built-up Area
10400000,1352,Thoraipakkam OMR,2,1,Built-up Area
10800000,1396,Thoraipakkam OMR,2,4,Super built-up Area
6504000,1239,Karapakkam,2,1,Built-up Area
8646000,1647,Karapakkam,2,2,Super built-up Area
6452000,1229,Karapakkam,3,1,Super built-up Area
8494000,1618,Karapakkam,2,4,Super built-up Area
6441000,1227,Karapakkam,2,1,Built-up Area
6462000,1231,Karapakkam,6,2,Plot Area
6456999,1230,Karapakkam,4,3,Super built-up Area
8421000,1604,Karapakkam,3,3,Super built-up Area
6342000,1208,Karapakkam,3,3,Built-up Area
2766000,527,Karapakkam,3,2,Super built-up Area
9357000,1671,Thoraipakkam OMR,3,3,Super built-up Area
8431000,1606,Karapakkam,2,3,Super built-up Area
10200000,1827,Thoraipakkam OMR,6,2,Built-up Area
8473000,1614,Karapakkam,1,2,Super built-up Area
6300000,1200,Karapakkam,3,3,Super built-up Area
8657000,1546,Thoraipakkam OMR,3,4,Super built-up Area
8237000,1569,Karapakkam,3,1,Super built-up Area
8131000,1452,Thoraipakkam OMR,2,3,Super built-up Area
3013000,574,Karapakkam,4,3,Built-up Area
3024000,576,Karapakkam,2,3,Super built-up Area
7201000,1286,Thoraipakkam OMR,,3,Super built-up Area
6909000,1316,Karapakkam,4,1,Super built-up Area
8680000,1550,Thoraipakkam OMR,2,3,Built-up Area
8158000,1554,Karapakkam,2,3,Plot Area
7956999,1421,Thoraipakkam OMR,3,1,Super built-up Area
2971000,566,Karapakkam,2,3,Super built-up Area
6762000,1288,Karapakkam,2,3,Super built-up Area
7218000,1289,Thoraipakkam OMR,2,2,Super built-up Area
2982000,568,Karapakkam,2,1,Super built-up Area
8205000,1563,Karapakkam,2,4,Built-up Area
8920000,1593,Thoraipakkam OMR,2,3,Super built-up Area
6834999,1302,Karapakkam,2,3,Super built-up Area
8556000,1528,Thoraipakkam OMR,2,2,Super built-up Area
2961000,564,Karapakkam,3,3,Super built-up Area
11500000,1846,Mogappair,5,2,Built-up Area
11500000,1850,Mogappair,2,3,Built-up Area
4140000,920,Mugalivakkam,1,4,Super built-up Area
4284000,952,Mugalivakkam,8,3,Plot Area
4275000,950,Mugalivakkam,1,2,Super built-up Area
4009000,891,Mugalivakkam,3,2,Super built-up Area
4302000,956,Mugalivakkam,2,4,Super built-up Area
4077000,906,Mugalivakkam,3,4,Plot Area
4441000,987,Mugalivakkam,2,3,Super built-up Area
4468000,993,Mugalivakkam,3,3,Super built-up Area
4171000,927,Mugalivakkam,3,2,Plot Area
4239000,942,Mugalivakkam,3,1,Super built-up Area
4189000,931,Mugalivakkam,1,2,Super built-up Area
3892000,865,Mugalivakkam,2,1,Built-up Area
15000000,1161,Anna Nagar,2,2,Super built-up Area
27300000,1500,Adyar,2,7,Super built-up Area
7784999,1437,Sholinganallur,2,3,Built-up Area
7841000,1310,Sholinganallur,2,2,Plot Area
5663000,1006,Sholinganallur,2,4,Built-up Area
6224000,1120,Sholinganallur,2,2,Super built-up Area
6219000,1119,Sholinganallur,5,1,Plot Area
6214000,1118,Sholinganallur,3,2,Super built-up Area
5778000,1004,Sholinganallur,3,3,Plot Area
6200000,1115,Sholinganallur,3,2,Super built-up Area
6195000,1114,Sholinganallur,2,2,Super built-up Area
5648000,1003,Sholinganallur,2,3,Super built-up Area
6245000,1094,Sholinganallur,2,2,Super built-up Area
5816000,1026,Sholinganallur,4,3,Built-up Area
6141000,1103,Sholinganallur,3,4,Super built-up Area
6003000,1075,Sholinganallur,2,3,Super built-up Area
5993000,1073,Sholinganallur,1,3,Super built-up Area
5682000,1010,Sholinganallur,3,2,Super built-up Area
5678000,1009,Sholinganallur,2,3,Super built-up Area
6776000,1124,Sholinganallur,3,3,Super built-up Area
6853000,1133,Sholinganallur,2,3,Built-up Area
7527000,1158,Mogappair,2,3,Plot Area
6662000,1025,Mogappair,2,1,Super built-up Area
10300000,1594,Mogappair,3,2,Super built-up Area
6083000,1106,Mugalivakkam,2,2,Super built-up Area
10200000,1816,Mugalivakkam,4,3,Plot Area
11500000,2096,Mugalivakkam,3,2,Super built-up Area
8563000,1557,Mugalivakkam,3,1,Super built-up Area
3211999,584,Mugalivakkam,2,4,Built-up Area
8981000,1633,Mugalivakkam,2,2,Built-up Area
3289000,598,Mugalivakkam,6,2,Plot Area
5461000,993,Mugalivakkam,3,2,Built-up Area
39000000,2200,Purasaiwakkam,2,3,Super built-up Area
7542000,1640,Sholinganallur,2,2,Super built-up Area
5226000,917,Medavakkam,2,3,Built-up Area
6629000,1163,Medavakkam,2,3,Super built-up Area
5580000,979,Medavakkam,2,4,Super built-up Area
5295000,929,Medavakkam,2,3,Super built-up Area
5889000,906,East Tambaram,2,3,Super built-up Area
6123000,942,East Tambaram,2,2,Super built-up Area
6552000,1008,East Tambaram,2,3,Super built-up Area
7780000,1197,East Tambaram,2,3,Super built-up Area
6584000,1013,East Tambaram,2,2,Super built-up Area
7163000,1102,East Tambaram,2,3,Super built-up Area
5934000,913,East Tambaram,3,4,Plot Area
10200000,1571,Maduravoyal,2,2,Carpet Area
7415000,1141,Maduravoyal,4,5,Super built-up Area
6758000,1040,Maduravoyal,3,3,Plot Area
9612000,1479,Maduravoyal,3,2,Super built-up Area
7252000,1116,Maduravoyal,2,3,Super built-up Area
7525000,1158,Maduravoyal,2,2,Super built-up Area
6667000,1026,Maduravoyal,3,1,Super built-up Area
6661000,1025,Maduravoyal,3,4,Super built-up Area
10300000,1594,Maduravoyal,2,3,Super built-up Area
10100000,1568,Maduravoyal,1,3,Super built-up Area
6934000,1067,Maduravoyal,3,5,Super built-up Area
6967000,1515,Sholinganallur,4,1,Super built-up Area
6967000,1515,Sholinganallur,3,3,Super built-up Area
6506999,1415,Sholinganallur,2,2,Super built-up Area
6506999,1415,Sholinganallur,3,1,Super built-up Area
2529000,541,Tiruvottiyur,2,2,Super built-up Area
2542000,544,Tiruvottiyur,3,3,Super built-up Area
3404999,742,Tiruvottiyur,2,3,Super built-up Area
3397000,740,Tiruvottiyur,5,1,Plot Area
2525000,540,Tiruvottiyur,2,1,Super built-up Area
3392000,739,Tiruvottiyur,2,3,Super built-up Area
2725000,586,Tiruvottiyur,2,3,Built-up Area
3327000,724,Tiruvottiyur,2,2,Super built-up Area
2710000,583,Tiruvottiyur,2,3,Super built-up Area
2567000,550,Tiruvottiyur,2,2,Super built-up Area
3418000,745,Tiruvottiyur,2,3,Plot Area
2708000,582,Tiruvottiyur,4,4,Plot Area
2550000,546,Tiruvottiyur,3,4,Super built-up Area
3427000,747,Tiruvottiyur,4,1,Plot Area
2259000,572,Perungalathur,3,2,Super built-up Area
2014000,510,Perungalathur,2,3,Super built-up Area
2772000,702,Perungalathur,2,3,Super built-up Area
3183000,806,Perungalathur,2,2,Super built-up Area
2788000,706,Perungalathur,3,1,Built-up Area
2002000,507,Perungalathur,2,2,Super built-up Area
2768000,701,Perungalathur,4,2,Plot Area
2765000,700,Perungalathur,2,4,Super built-up Area
3242000,821,Perungalathur,3,4,Super built-up Area
2456000,622,Perungalathur,2,2,Super built-up Area
2449000,620,Perungalathur,2,3,Built-up Area
2445000,619,Perungalathur,6,3,Super built-up Area
2476000,627,Perungalathur,3,2,Super built-up Area
2061000,522,Perungalathur,2,4,Plot Area
2425000,614,Perungalathur,2,5,Carpet Area
3199000,810,Perungalathur,2,3,Super built-up Area
2050000,519,Perungalathur,2,3,Super built-up Area
2441000,618,Perungalathur,3,2,Built-up Area
17600000,2277,Iyappanthangal,,1,Super built-up Area
13000000,1800,Iyappanthangal,2,1,Super built-up Area
19500000,2533,Iyappanthangal,2,4,Plot Area
13899999,1938,Iyappanthangal,3,3,Super built-up Area
20200000,2621,Iyappanthangal,3,2,Super built-up Area
14300000,1990,Iyappanthangal,3,2,Plot Area
13100000,1825,Iyappanthangal,2,1,Built-up Area
5712000,952,East Tambaram,2,3,Super built-up Area
4776000,796,East Tambaram,3,2,Carpet Area
7620000,1270,East Tambaram,2,3,Super built-up Area
5580000,930,East Tambaram,1,2,Super built-up Area
5382000,897,East Tambaram,3,3,Plot Area
4695000,821,Gowrivakkam,3,3,Super built-up Area
5833000,1020,Gowrivakkam,2,3,Super built-up Area
5267000,921,Gowrivakkam,5,3,Super built-up Area
7028000,1229,Gowrivakkam,2,3,Super built-up Area
5101000,892,Gowrivakkam,2,2,Super built-up Area
3597000,629,Gowrivakkam,3,3,Super built-up Area
13300000,1846,Mogappair,4,2,Plot Area
9500000,1306,Mogappair,1,3,Built-up Area
13700000,1850,Mogappair,2,2,Super built-up Area
6333000,1092,Manapakkam,1,3,Super built-up Area
4065999,701,Manapakkam,2,3,Built-up Area
4513000,778,Manapakkam,2,3,Super built-up Area
2743000,638,Poonamallee,2,3,Built-up Area
2089999,550,Mudichur,2,4,Super built-up Area
33500000,2684,Saidapet,5,3,Super built-up Area
21600000,1733,Saidapet,2,2,Built-up Area
2499000,677,Avadi,2,3,Super built-up Area
2827000,589,Pammal,3,2,Super built-up Area
4684000,976,Pammal,2,4,Super built-up Area
4204000,876,Pammal,2,2,Super built-up Area
5908000,1231,Pammal,3,4,Super built-up Area
2500000,677,Avadi,1,2,Super built-up Area
2750000,677,Avadi,3,1,Super built-up Area
4684000,884,Madipakkam,3,4,Super built-up Area
4843000,914,Madipakkam,3,3,Super built-up Area
4398000,830,Madipakkam,2,3,Built-up Area
3442000,850,Poonamallee,1,5,Plot Area
3442000,850,Poonamallee,2,1,Super built-up Area
3554999,900,Poonamallee,2,4,Built-up Area
3554999,900,Poonamallee,2,2,Super built-up Area
3554999,900,Poonamallee,3,3,Built-up Area
3442000,850,Poonamallee,2,3,Built-up Area
3627000,930,Poonamallee,3,2,Super built-up Area
3627000,930,Poonamallee,2,4,Built-up Area
3675000,750,Pammal,2,4,Super built-up Area
5243000,1070,Pammal,2,3,Super built-up Area
6181000,951,West Tambaram,3,3,Super built-up Area
3159000,486,West Tambaram,2,3,Super built-up Area
5993000,922,West Tambaram,2,4,Built-up Area
8131000,1251,West Tambaram,2,3,Built-up Area
6955000,1070,West Tambaram,2,4,Built-up Area
5205000,1001,Pallavaram,3,3,Super built-up Area
5460000,1050,Pallavaram,2,1,Built-up Area
4617000,888,Pallavaram,3,2,Super built-up Area
6240000,1200,Pallavaram,3,3,Super built-up Area
11500000,1000,Alwarpet,4,3,Super built-up Area
8000000,1000,Adambakkam,2,3,Plot Area
3479999,725,Pammal,4,4,Super built-up Area
3868000,806,Pammal,2,2,Super built-up Area
3628000,756,Pammal,2,3,Plot Area
3676000,766,Pammal,2,3,Plot Area
5000000,1000,Madambakkam,3,4,Super built-up Area
5015000,1003,Madambakkam,6,1,Super built-up Area
5805000,1161,Madambakkam,1,3,Plot Area
4490000,898,Madambakkam,1,3,Super built-up Area
5599000,815,Perungudi,2,3,Super built-up Area
6100000,1185,Iyappanthangal,2,3,Super built-up Area
2900000,560,Iyappanthangal,7,4,Plot Area
2800000,540,Iyappanthangal,3,2,Super built-up Area
5400000,1035,Iyappanthangal,3,2,Built-up Area
17400000,1250,Annanagar West,2,1,Super built-up Area
2500000,570,Thiruverkadu,3,2,Plot Area
2475000,570,Thiruverkadu,2,1,Plot Area
2480000,575,Thiruverkadu,2,3,Built-up Area
5300000,1020,Maduravoyal,2,2,Plot Area
2520000,677,Avadi,4,3,Super built-up Area
2675000,677,Avadi,2,2,Super built-up Area
2475000,677,Avadi,2,2,Super built-up Area
3443000,900,Urapakkam,2,1,Built-up Area
2003000,552,Urapakkam,5,3,Plot Area
3347000,881,Kolapakkam,3,3,Super built-up Area
2731000,700,Urapakkam,2,3,Super built-up Area
3700000,892,Avadi,2,2,Super built-up Area
5000000,840,tambaram west,3,2,Super built-up Area
12000000,900,Perungudi,2,1,Built-up Area
10000000,1200,Perungudi,2,2,Super built-up Area
8500000,1500,Guindy,2,2,Super built-up Area
5750000,1100,Maduravoyal,2,3,Super built-up Area
5350000,1045,Maduravoyal,8,3,Plot Area
2475000,677,Avadi,4,2,Super built-up Area
2480000,677,Avadi,3,3,Super built-up Area
2495000,677,Avadi,3,1,Super built-up Area
4200000,1054,Avadi,1,4,Super built-up Area
4230000,1055,Avadi,4,1,Plot Area
2500000,677,Avadi,4,3,Plot Area
2475000,677,Avadi,2,2,Super built-up Area
2475000,677,Avadi,2,1,Super built-up Area
2480000,677,Avadi,2,1,Super built-up Area
2495000,677,Avadi,3,3,Super built-up Area
4200000,1054,Avadi,2,3,Super built-up Area
4230000,1055,Avadi,2,3,Super built-up Area
2295000,574,Avadi,1,3,Built-up Area
3701000,892,Avadi,3,4,Super built-up Area
2525000,677,Avadi,3,3,Super built-up Area
2450000,570,Avadi,2,1,Super built-up Area
2460000,570,Avadi,3,3,Plot Area
4300000,1100,Thiruverkadu,2,1,Super built-up Area
4200000,915,Thiruverkadu,4,2,Plot Area
4250000,1000,Thiruverkadu,2,4,Super built-up Area
4350000,1200,Thiruverkadu,4,1,Built-up Area
2400000,570,Thiruverkadu,2,2,Super built-up Area
2450000,550,Thiruverkadu,3,3,Super built-up Area
2490000,570,Thiruverkadu,2,3,Super built-up Area
2400000,550,Thiruverkadu,9,2,Super built-up Area
2485000,570,Thiruverkadu,3,3,Super built-up Area
2475000,570,Thiruverkadu,2,2,Super built-up Area
2500000,570,Thiruverkadu,2,2,Super built-up Area
2475000,575,Thiruverkadu,2,4,Built-up Area
2700000,677,Avadi,2,2,Built-up Area
2500000,570,Thiruverkadu,2,4,Super built-up Area
2475000,570,Thiruverkadu,2,3,Super built-up Area
2475000,570,Thiruverkadu,3,2,Super built-up Area
2650000,677,Avadi,2,2,Super built-up Area
2675000,677,Avadi,4,3,Plot Area
4841000,1077,Navallur,2,2,Plot Area
4688000,1043,Navallur,2,4,Super built-up Area
6054000,1347,Navallur,4,4,Built-up Area
5758000,1281,Navallur,2,1,Super built-up Area
5937000,1321,Navallur,2,1,Super built-up Area
6117000,1361,Navallur,2,2,Super built-up Area
5816000,1294,Navallur,2,2,Built-up Area
4904000,1091,Navallur,4,2,Super built-up Area
4665000,1038,Navallur,2,3,Super built-up Area
4481000,997,Navallur,2,4,Super built-up Area
6461000,994,Korattur,4,3,Built-up Area
6396000,984,Korattur,4,1,Plot Area
6461000,994,Korattur,3,1,Plot Area
6636000,1031,Korattur,5,3,Plot Area
6259000,963,Korattur,3,3,Super built-up Area
6259000,963,Korattur,4,2,Super built-up Area
6396000,984,Korattur,4,2,Plot Area
6389000,983,Korattur,2,1,Super built-up Area
6396000,984,Anna Nagar,2,2,Super built-up Area
5400000,840,tambaram west,3,2,Super built-up Area
5050000,840,tambaram west,7,3,Super built-up Area
3800000,550,Chromepet,3,2,Plot Area
4934000,999,Moolacheri,2,3,Super built-up Area
3400000,603,Moolacheri,3,3,Built-up Area
5800000,1152,Moolacheri,2,2,Super built-up Area
3143000,603,Moolacheri,2,3,Super built-up Area
3200000,612,Moolacheri,2,1,Super built-up Area
4020000,804,Pammal,2,3,Built-up Area
4750000,950,Pammal,2,4,Super built-up Area
4455000,891,Pammal,2,1,Super built-up Area
3020000,604,Pammal,2,3,Plot Area
4285000,857,Pammal,3,2,Super built-up Area
3865000,773,Pammal,3,2,Built-up Area
5025000,1005,Pammal,3,3,Super built-up Area
4250000,850,Pammal,2,3,Built-up Area
6265000,895,Tambaram Sanatoruim,2,1,Super built-up Area
5070000,845,tambaram west,2,3,Super built-up Area
5850000,975,tambaram west,2,3,Super built-up Area
3000000,550,Irumbuliyur,2,6,Super built-up Area
3510000,900,Poonamallee,2,3,Super built-up Area
3627000,930,Poonamallee,3,2,Plot Area
3510000,900,Poonamallee,1,3,Built-up Area
2750000,550,Irumbuliyur,2,2,Super built-up Area
2850000,550,tambaram west,4,3,Plot Area
6600000,900,Chromepet,4,1,Plot Area
6948000,1069,Anna Nagar,4,2,Super built-up Area
6461000,994,Anna Nagar,5,3,Super built-up Area
6389000,983,Anna Nagar,3,2,Super built-up Area
6396000,984,Anna Nagar,5,1,Plot Area
6461000,994,Anna Nagar,2,2,Built-up Area
6461000,994,Anna Nagar,3,4,Built-up Area
6461000,994,Anna Nagar,2,7,Super built-up Area
6389000,983,Anna Nagar,3,4,Super built-up Area
6389000,983,Annanagar West,2,3,Super built-up Area
6396000,984,Anna Nagar,6,2,Super built-up Area
6461000,994,Anna Nagar,2,3,Super built-up Area
3400000,1062,Kelambakkam,2,3,Built-up Area
4831000,880,tambaram west,2,7,Super built-up Area
9548000,1469,Kolathur,4,4,Super built-up Area
6396000,984,Kolathur,3,3,Built-up Area
9158000,1409,Kolathur,2,1,Super built-up Area
6389000,983,Kolathur,2,4,Super built-up Area
6831000,1051,Kolathur,2,4,Super built-up Area
6636000,1021,Kolathur,2,3,Super built-up Area
6461000,994,Kolathur,4,3,Super built-up Area
6565000,1010,Kolathur,2,3,Super built-up Area
8222000,1265,Kolathur,2,3,Super built-up Area
6948000,1069,Kolathur,2,3,Super built-up Area
6259000,963,Kolathur,9,2,Super built-up Area
3229000,897,tambaram west,3,3,Built-up Area
4000000,900,Thirumullaivoyal,2,1,Super built-up Area
8222000,1265,Korattur,3,4,Built-up Area
6389000,983,Korattur,2,2,Built-up Area
6396000,984,Korattur,3,1,Super built-up Area
6948000,1069,Korattur,3,3,Plot Area
9158000,1409,Korattur,3,3,Plot Area
6396000,984,Korattur,2,1,Super built-up Area
