price,sqft,location,bathrooms,bhk,area_type
5500000,1000,Dwarka Mor,2,1,Super built-up Area
3621000,900,Uttam Nagar,2,1,Super built-up Area
9200000,1200,Sector 17 Dwarka,1,3,Plot Area
10400000,1125,Sector 23 Rohini,2,1,Built-up Area
2350000,415,Sector 23 Dwarka,2,3,Super built-up Area
8000000,1500,Dwarka Mor,3,3,Super built-up Area
3500000,675,Bindapur,3,3,Built-up Area
14800000,1750,Sector-18 Dwarka,2,4,Super built-up Area
8500000,1200,Dwarka Mor,2,1,Super built-up Area
45000000,4600,Sector-18 Dwarka,2,3,Super built-up Area
17500000,1650,Vasant Kunj,,3,Built-up Area
2700000,540,Dwarka Mor,2,1,Super built-up Area
4999000,950,Dwarka Mor,4,2,Plot Area
4699000,850,Dwarka Mor,2,4,Super built-up Area
3800000,450,Shastri Nagar,3,4,Plot Area
15000000,1551,Sector-8 Rohini,2,3,Super built-up Area
3000000,650,Jamia Nagar,5,3,Plot Area
5100000,900,Sector 9 Dwarka,2,4,Built-up Area
2350000,550,Uttam Nagar,8,3,Built-up Area
5499000,900,Dwarka Mor,2,3,Super built-up Area
12800000,1843,Shanti Park Dwarka,2,2,Super built-up Area
2500000,630,Govindpuri,2,3,Super built-up Area
27500000,3000,Sector 22 Dwarka,7,3,Plot Area
3600000,675,Matiala,2,2,Super built-up Area
45000000,1300,Saket,3,1,Plot Area
5500000,1000,Uttam Nagar,2,3,Super built-up Area
5500000,900,Mahavir Enclave,3,2,Super built-up Area
16800000,1700,Sector 6 Dwarka,2,2,Super built-up Area
3900000,900,Dwarka Mor,3,3,Super built-up Area
4400000,1000,Dwarka Mor,2,2,Super built-up Area
15000000,1200,Sector 23 Dwarka,2,1,Super built-up Area
6500000,700,Shastri Nagar,3,2,Built-up Area
2900000,630,Burari,1,3,Built-up Area
2100000,540,Burari,6,2,Built-up Area
6200000,1200,Shahdara,2,2,Super built-up Area
4011000,1000,Uttam Nagar,,3,Built-up Area
5300000,850,Babarpur,2,3,Super built-up Area
13500000,1500,Sector 19 Dwarka,2,5,Super built-up Area
2400000,750,Khanpur,5,3,Super built-up Area
14500000,1650,Sector 13 Dwarka,7,3,Built-up Area
4500000,810,Mansa Ram Park,3,4,Super built-up Area
16000000,1250,Sector 13 Rohini,2,2,Super built-up Area
6400000,600,Sector-18 Dwarka,2,2,Super built-up Area
35000000,3800,Sector 12 Dwarka,6,3,Plot Area
10000000,1000,Sector 24 Rohini,2,1,Built-up Area
2300000,380,Sector 23 Dwarka,2,2,Super built-up Area
6900000,600,Vasant Kunj,2,4,Super built-up Area
17500000,2250,Green Park,4,3,Plot Area
16500000,1200,Kalkaji,2,1,Super built-up Area
3000000,645,Jamia Nagar,3,2,Super built-up Area
13500000,1600,Sector 4 Dwarka,4,2,Plot Area
3800000,1000,Uttam Nagar,2,2,Super built-up Area
5000000,920,Uttam Nagar,2,2,Built-up Area
2800000,570,Dwarka Mor,3,1,Built-up Area
162500000,6400,DLF Phase 5,3,5,Super built-up Area
7500000,1100,Sector 3 Dwarka,1,3,Built-up Area
26000000,1650,Chittaranjan Park,2,4,Plot Area
3000000,750,Chattarpur,2,3,Super built-up Area
3000000,800,Chattarpur,2,5,Super built-up Area
5200000,1000,Dwarka Mor,2,3,Super built-up Area
18000000,1700,Vasant Kunj,2,5,Built-up Area
35000000,1800,Vasant Kunj,3,3,Built-up Area
4400000,810,Chattarpur,2,3,Built-up Area
15500000,1800,Sector 13 Dwarka,2,1,Super built-up Area
27500000,1550,Greater Kailash,3,1,Super built-up Area
8200000,500,Vasant Kunj,2,3,Super built-up Area
4799000,950,Uttam Nagar,2,4,Super built-up Area
15000000,1250,Sector-14 Rohini,2,2,Super built-up Area
14000000,1000,Paschim Vihar,4,2,Built-up Area
6500000,1000,Dwarka Mor,3,3,Built-up Area
3200000,620,Dwarka Mor,2,3,Super built-up Area
6600000,700,Pitampura,3,2,Super built-up Area
6800000,581,Vasant Kunj,2,3,Super built-up Area
2650000,600,Vasant Kunj,3,4,Plot Area
10400000,1000,Sector 18B Dwarka,3,2,Super built-up Area
22500000,2150,Sector 10 Dwarka,3,3,Super built-up Area
28500000,2350,Sector 11 Dwarka,4,2,Super built-up Area
14000000,1500,Sarita Vihar,4,2,Built-up Area
5499000,900,Dwarka Mor,2,3,Super built-up Area
3399000,720,Dwarka Mor,2,7,Built-up Area
2349000,450,Dwarka Mor,3,3,Built-up Area
6000000,990,Dwarka Mor,2,2,Super built-up Area
3199000,675,Dwarka Mor,2,3,Super built-up Area
4099000,765,Dwarka Mor,7,2,Plot Area
5499000,900,Dwarka Mor,3,2,Built-up Area
3399000,720,Dwarka Mor,3,2,Plot Area
2349000,450,Dwarka Mor,1,3,Super built-up Area
5999000,990,Dwarka Mor,4,1,Plot Area
3199000,675,Dwarka Mor,3,4,Super built-up Area
4099000,765,Dwarka Mor,2,3,Built-up Area
5499000,900,Dwarka Mor,2,3,Super built-up Area
3399000,720,Dwarka Mor,2,4,Super built-up Area
2299000,450,Dwarka Mor,3,2,Super built-up Area
6000000,990,Dwarka Mor,2,1,Super built-up Area
3199000,675,Dwarka Mor,8,2,Built-up Area
4099000,765,Dwarka Mor,5,2,Super built-up Area
18900000,2150,Sector 11 Dwarka,3,3,Super built-up Area
17400000,1950,Sector 4 Dwarka,2,4,Super built-up Area
13400000,1650,Sector 2 Dwarka,2,3,Super built-up Area
16399999,1750,Sector 22 Dwarka,7,3,Super built-up Area
19200000,2250,Sector 4 Dwarka,3,6,Super built-up Area
2300000,410,Uttam Nagar,2,1,Super built-up Area
2600000,450,Uttam Nagar,3,2,Super built-up Area
5800000,750,Uttam Nagar,5,2,Plot Area
5000000,700,Uttam Nagar,4,3,Super built-up Area
4500000,650,Uttam Nagar,2,2,Super built-up Area
17000000,1450,Sarita Vihar,2,4,Super built-up Area
13500000,1400,Sarita Vihar,4,3,Super built-up Area
13000000,1150,Sarita Vihar,2,3,Super built-up Area
18300000,1550,Sarita Vihar,2,3,Super built-up Area
18000000,1500,Sarita Vihar,2,3,Super built-up Area
17000000,1550,Sarita Vihar,3,2,Super built-up Area
19000000,1500,Sarita Vihar,3,3,Super built-up Area
18000000,1450,Sarita Vihar,4,3,Plot Area
14000000,1200,Sarita Vihar,2,2,Built-up Area
4500000,500,Jasola,2,2,Super built-up Area
16000000,1800,Sector 6 Dwarka,3,3,Super built-up Area
15500000,1700,Sector 4 Dwarka,4,2,Built-up Area
16000000,1800,Sector 13 Dwarka,3,3,Super built-up Area
24000000,2000,Sector 13 Dwarka,2,3,Super built-up Area
18000000,1900,Sector 13 Dwarka,2,3,Super built-up Area
16000000,1800,Sector 6 Dwarka,2,4,Super built-up Area
15500000,1700,Sector 13 Dwarka,2,6,Built-up Area
18000000,1900,Sector 13 Dwarka,2,1,Built-up Area
17000000,1800,Sector 7 Dwarka,6,2,Super built-up Area
19500000,1900,Sector 7 Dwarka,1,4,Super built-up Area
16500000,1800,Sector 5 Dwarka,2,2,Super built-up Area
15500000,1800,Sector 12 Dwarka,2,1,Super built-up Area
17500000,1800,Sector 12 Dwarka,3,4,Super built-up Area
4700000,820,Dwarka Mor,3,3,Plot Area
2700000,625,Dwarka Mor,3,2,Plot Area
2400000,525,Dwarka Mor,1,1,Plot Area
3500000,750,Dwarka Mor,1,3,Super built-up Area
4200000,850,Dwarka Mor,1,2,Built-up Area
16500000,1700,Sector 22 Dwarka,2,4,Super built-up Area
16800000,1900,Sector 6 Dwarka,3,3,Super built-up Area
13799999,1700,Sector 9 Dwarka,3,3,Super built-up Area
13000000,1700,Sector 9 Dwarka,3,2,Super built-up Area
13000000,1700,Sector 9 Dwarka,2,3,Super built-up Area
10500000,1400,Sector 7 Dwarka,3,2,Plot Area
19000000,1900,Sector 13 Dwarka,2,2,Super built-up Area
13000000,1700,Sector 4 Dwarka,2,2,Built-up Area
13000000,1700,Sector 4 Dwarka,2,2,Super built-up Area
18000000,1900,Sector 13 Dwarka,2,3,Super built-up Area
19000000,1900,Sector 13 Dwarka,4,3,Built-up Area
19500000,1900,Sector 7 Dwarka,2,3,Super built-up Area
18500000,1800,Sector 2 Dwarka,5,3,Plot Area
14500000,1800,Sector 2 Dwarka,7,2,Plot Area
14500000,1800,Sector 2 Dwarka,2,3,Super built-up Area
14500000,1800,Sector 2 Dwarka,2,2,Super built-up Area
15800000,1800,Sector 2 Dwarka,2,4,Super built-up Area
14500000,1800,Sector 2 Dwarka,3,3,Built-up Area
19000000,2000,Sector 2 Dwarka,3,3,Super built-up Area
17000000,1900,Sector 10 Dwarka,2,3,Super built-up Area
13799999,1700,Sector 9 Dwarka,2,2,Super built-up Area
15800000,1700,Sector 9 Dwarka,2,2,Super built-up Area
10000000,1100,Sector 7 Dwarka,2,1,Built-up Area
14500000,1700,Sector 6 Dwarka,2,4,Super built-up Area
14500000,1700,Sector 6 Dwarka,2,1,Built-up Area
15500000,1600,Sector 10 Dwarka,2,2,Super built-up Area
15500000,1600,Sector 10 Dwarka,3,1,Super built-up Area
14500000,1500,Sector 4 Dwarka,2,4,Super built-up Area
14500000,1500,Sector 4 Dwarka,2,1,Built-up Area
16500000,1600,Sector 12 Dwarka,6,2,Plot Area
17200000,1800,Sector 22 Dwarka,4,3,Super built-up Area
20900000,2200,Sector 11 Dwarka,3,3,Super built-up Area
19500000,1900,Sector 4 Dwarka,3,3,Built-up Area
15800000,1700,Sector 13 Dwarka,3,2,Super built-up Area
17000000,1800,Sector 23 Dwarka,3,3,Super built-up Area
16000000,2000,Sector 22 Dwarka,2,3,Super built-up Area
17500000,2000,Sector 23 Dwarka,6,2,Built-up Area
14900000,1800,Sector 23 Dwarka,1,2,Super built-up Area
14500000,1900,Pochanpur Colony,3,3,Super built-up Area
17000000,1600,Sector 22 Dwarka,3,4,Super built-up Area
14500000,1900,Pochanpur Colony,3,1,Super built-up Area
20000000,2400,Sector 11 Dwarka,2,3,Super built-up Area
14500000,1800,Sector 6 Dwarka,4,3,Built-up Area
16500000,1800,Sector 11 Dwarka,2,3,Super built-up Area
16000000,1800,Sector 11 Dwarka,,3,Super built-up Area
15500000,1700,Sector 11 Dwarka,4,1,Super built-up Area
23000000,2300,Sector 11 Dwarka,2,3,Built-up Area
19500000,2100,Sector 11 Dwarka,2,3,Plot Area
19500000,2100,Sector 11 Dwarka,3,1,Super built-up Area
13500000,1700,Sector 11 Dwarka,2,3,Super built-up Area
16500000,2200,Sector 11 Dwarka,2,3,Super built-up Area
17500000,2000,Sector 11 Dwarka,2,2,Super built-up Area
17500000,2000,Sector 11 Dwarka,2,1,Super built-up Area
14500000,1800,Sector 11 Dwarka,2,4,Built-up Area
18500000,2000,Sector 11 Dwarka,2,3,Super built-up Area
19000000,2000,Sector 11 Dwarka,2,3,Super built-up Area
22000000,2200,Sector 11 Dwarka,2,2,Super built-up Area
27000000,3000,Sector 11 Dwarka,3,3,Super built-up Area
22000000,2200,Sector 11 Dwarka,5,2,Built-up Area
19000000,2100,Sector 11 Dwarka,2,3,Built-up Area
15000000,1800,Sector 11 Dwarka,1,4,Super built-up Area
17500000,2600,Sector 23 Rohini,8,3,Plot Area
3500000,500,Sector 23 Rohini,1,2,Super built-up Area
2100000,360,Sector 23 Rohini,3,2,Super built-up Area
16000000,2250,Sector 23 Rohini,2,4,Super built-up Area
2300000,400,Sector 23 Rohini,3,4,Plot Area
4000000,650,Sector 23 Rohini,2,3,Super built-up Area
14500000,2000,Sector 23 Rohini,3,3,Super built-up Area
5300000,850,Sector 23 Rohini,3,2,Plot Area
4500000,800,Sector 23 Rohini,3,1,Super built-up Area
9700000,1300,Sector 23 Rohini,1,2,Super built-up Area
17000000,1800,Dwarka Mor,2,1,Built-up Area
15500000,1800,Sector 10 Dwarka,2,2,Super built-up Area
15500000,1800,Sector 10 Dwarka,2,7,Super built-up Area
15800000,1800,Sector 10 Dwarka,2,3,Built-up Area
14000000,1800,Sector 9 Dwarka,2,2,Plot Area
13500000,1600,Sector 9 Dwarka,2,4,Built-up Area
16500000,2000,Sector 9 Dwarka,2,2,Super built-up Area
14500000,1800,Sector 9 Dwarka,5,1,Plot Area
15500000,2800,Sector 9 Dwarka,3,2,Super built-up Area
21000000,2000,Sector 9 Dwarka,3,3,Plot Area
15000000,1600,Sector 9 Dwarka,3,2,Super built-up Area
16500000,1800,Sector 10 Dwarka,2,2,Super built-up Area
24000000,1800,Sector 9 Dwarka,2,3,Super built-up Area
15600000,1800,Sector 9 Dwarka,2,2,Super built-up Area
16000000,2400,Sector 9 Dwarka,4,3,Built-up Area
16500000,1800,Sector 9 Dwarka,3,4,Super built-up Area
14000000,1800,Sector 9 Dwarka,2,3,Super built-up Area
15800000,1900,Sector 7 Dwarka,1,3,Super built-up Area
17000000,1800,Palam,3,2,Super built-up Area
17000000,1800,Palam,2,3,Super built-up Area
18500000,2000,Palam,3,3,Super built-up Area
18000000,1900,Sector 7 Dwarka,2,3,Built-up Area
16000000,1800,Palam,2,3,Plot Area
17000000,1900,Sector 7 Dwarka,2,1,Super built-up Area
13000000,1700,Sector 7 Dwarka,3,2,Super built-up Area
16000000,1800,Sector 7 Dwarka,2,2,Super built-up Area
13500000,1800,Sector 5 Dwarka,4,3,Plot Area
13000000,1700,Sector 5 Dwarka,3,2,Super built-up Area
13000000,1600,Sector 5 Dwarka,3,1,Super built-up Area
17000000,1900,Sector 5 Dwarka,2,4,Built-up Area
15000000,1800,Sector 5 Dwarka,2,2,Built-up Area
15500000,1700,Sector 5 Dwarka,6,2,Plot Area
15000000,1800,Sector 5 Dwarka,3,2,Built-up Area
18500000,2000,Sector 5 Dwarka,2,3,Super built-up Area
21000000,2100,Sector 5 Dwarka,2,2,Super built-up Area
16500000,1800,Sector 5 Dwarka,2,3,Built-up Area
16000000,1800,Sector 5 Dwarka,2,3,Super built-up Area
14000000,1600,Sector 5 Dwarka,2,4,Super built-up Area
18000000,1900,Sector 4 Dwarka,2,3,Super built-up Area
13000000,1800,Sector 4 Dwarka,2,3,Super built-up Area
20000000,1900,Sector 4 Dwarka,2,2,Super built-up Area
19000000,1900,Sector 4 Dwarka,2,3,Super built-up Area
15500000,1800,Sector 11 Dwarka,2,3,Super built-up Area
10200000,1400,Sector 7 Dwarka,2,2,Super built-up Area
14500000,1900,Sector 19 Dwarka,2,3,Super built-up Area
15500000,1900,Sector-18 Dwarka,3,4,Plot Area
16800000,2000,Sector 6 Dwarka,2,2,Carpet Area
13500000,1800,Sector 6 Dwarka,4,5,Super built-up Area
16800000,2000,Sector 5 Dwarka,3,3,Plot Area
15000000,1900,Sector 6 Dwarka,3,2,Super built-up Area
16000000,1900,Sector 6 Dwarka,2,3,Super built-up Area
16200000,1900,Sector 6 Dwarka,2,2,Super built-up Area
17000000,2000,Sector 6 Dwarka,3,1,Super built-up Area
15400000,1800,Sector 6 Dwarka,3,4,Super built-up Area
14000000,1800,Sector 10 Dwarka,2,3,Super built-up Area
14200000,1800,Sector 6 Dwarka,1,3,Super built-up Area
18500000,2000,Sector 6 Dwarka,3,5,Super built-up Area
16500000,1900,Sector 6 Dwarka,4,1,Super built-up Area
14900000,1900,Sector 7 Dwarka,3,3,Super built-up Area
16800000,1900,Sector 6 Dwarka,2,2,Super built-up Area
15000000,2000,Sector 6 Dwarka,3,1,Super built-up Area
14500000,1900,Sector 6 Dwarka,2,2,Super built-up Area
18500000,2000,Sector 6 Dwarka,3,3,Super built-up Area
15300000,1800,Sector 6 Dwarka,2,3,Super built-up Area
15500000,1800,Sector 6 Dwarka,5,1,Plot Area
16200000,2000,Sector 6 Dwarka,2,1,Super built-up Area
15000000,1900,Sector 6 Dwarka,2,3,Super built-up Area
16000000,1900,Sector 6 Dwarka,2,3,Built-up Area
15500000,1800,Sector 2 Dwarka,2,2,Super built-up Area
15000000,1800,Sector 6 Dwarka,2,3,Super built-up Area
14800000,1900,Sector 3 Dwarka,2,2,Super built-up Area
15800000,1800,Sector 3 Dwarka,2,3,Plot Area
15500000,1800,Sector 3 Dwarka,4,4,Plot Area
15000000,1800,Sector 3 Dwarka,3,4,Super built-up Area
14500000,1800,Sector 3 Dwarka,4,1,Plot Area
21000000,2200,Sector 2 Dwarka,3,2,Super built-up Area
16000000,1800,Sector 2 Dwarka,2,3,Super built-up Area
16500000,2000,Sector 2 Dwarka,2,3,Super built-up Area
16500000,1800,Sector 4 Dwarka,2,2,Super built-up Area
18500000,1800,Sector 4 Dwarka,3,1,Built-up Area
16500000,1800,Dwarka Mor,2,2,Super built-up Area
19000000,2000,Sector 7 Dwarka,4,2,Plot Area
15000000,1800,Sector 4 Dwarka,2,4,Super built-up Area
14000000,1600,Sector 4 Dwarka,3,4,Super built-up Area
14500000,1800,Sector 4 Dwarka,2,2,Super built-up Area
16500000,1800,Sector 4 Dwarka,2,3,Built-up Area
15500000,1600,Sector 24 Rohini,6,3,Super built-up Area
3600000,500,Sector 24 Rohini,3,2,Super built-up Area
6200000,800,Sector 24 Rohini,2,4,Plot Area
12000000,1550,Sector 4 Dwarka,2,5,Carpet Area
5400000,1125,Burari,2,3,Super built-up Area
3300000,675,Burari,2,3,Super built-up Area
16500000,2200,Sector 19 Dwarka,3,2,Built-up Area
6500000,700,Saidabad,,1,Super built-up Area
4500000,900,Burari,2,1,Super built-up Area
2400000,600,Burari,2,4,Plot Area
2400000,600,Burari,3,3,Super built-up Area
2500000,540,Burari,3,2,Super built-up Area
2800000,650,Burari,3,2,Plot Area
3200000,750,Burari,2,1,Built-up Area
3200000,750,Burari,2,3,Super built-up Area
3300000,675,Burari,3,2,Carpet Area
3200000,675,Burari,2,3,Super built-up Area
3200000,675,Burari,1,2,Super built-up Area
2000000,450,Dwarka Mor,3,3,Plot Area
5400000,950,Burari,3,3,Super built-up Area
5500000,950,Burari,2,3,Super built-up Area
5500000,900,Burari,5,3,Super built-up Area
3200000,630,Burari,2,3,Super built-up Area
3200000,630,Burari,2,2,Super built-up Area
4100000,810,Burari,3,3,Super built-up Area
3100000,675,Burari,4,2,Plot Area
2100000,540,Burari,1,3,Built-up Area
4200000,1000,Burari,2,2,Super built-up Area
4200000,810,Burari,1,3,Super built-up Area
5400000,1125,Burari,2,3,Built-up Area
3000000,675,Burari,2,3,Super built-up Area
5600000,1170,Burari,2,3,Built-up Area
2900000,630,Burari,2,4,Super built-up Area
2500000,570,Burari,5,3,Super built-up Area
3500000,765,Burari,2,2,Built-up Area
3100000,630,Burari,2,3,Super built-up Area
3200000,638,Burari,3,2,Super built-up Area
3100000,638,Burari,2,4,Super built-up Area
3600000,750,Burari,2,2,Super built-up Area
3600000,750,Burari,3,4,Super built-up Area
3300000,675,Burari,1,2,Super built-up Area
3100000,750,Burari,3,1,Super built-up Area
3000000,550,Burari,3,4,Super built-up Area
5700000,1170,Burari,3,3,Super built-up Area
5900000,1170,Burari,2,3,Built-up Area
5800000,1170,Burari,1,5,Plot Area
2200000,650,Burari,2,1,Super built-up Area
3200000,750,Burari,2,4,Built-up Area
3700000,900,Burari,2,2,Super built-up Area
2800000,630,Burari,3,3,Built-up Area
2800000,630,Burari,2,3,Built-up Area
2300000,540,Burari,3,2,Super built-up Area
2600000,540,Burari,2,4,Built-up Area
2800000,720,Burari,2,4,Super built-up Area
3400000,765,Burari,2,3,Super built-up Area
3400000,765,Burari,3,3,Super built-up Area
4700000,990,Burari,2,3,Super built-up Area
4500000,900,Burari,2,4,Built-up Area
4500000,900,Burari,2,3,Built-up Area
4500000,900,Burari,2,4,Built-up Area
4400000,954,Burari,3,3,Super built-up Area
2800000,630,Burari,2,1,Built-up Area
2800000,630,Burari,3,2,Super built-up Area
2800000,630,Burari,3,3,Super built-up Area
2800000,630,Burari,4,3,Super built-up Area
2800000,630,Burari,2,3,Plot Area
3200000,675,Burari,4,4,Super built-up Area
4500000,900,Burari,2,2,Super built-up Area
4500000,900,Burari,2,3,Plot Area
4500000,900,Burari,2,3,Plot Area
4500000,900,Burari,3,4,Super built-up Area
3400000,774,Burari,6,1,Super built-up Area
2850000,630,Burari,1,3,Plot Area
2900000,540,Burari,1,3,Super built-up Area
3100000,385,Sector 23 Dwarka,2,3,Super built-up Area
2700000,385,Sector 23 Dwarka,2,3,Super built-up Area
2200000,385,Sector 23 Dwarka,7,4,Plot Area
3100000,385,Sector 23 Dwarka,3,2,Super built-up Area
2400000,385,Sector 23 Dwarka,3,2,Built-up Area
3400000,400,Sector 23 Dwarka,2,1,Super built-up Area
2000000,495,Burari,3,2,Plot Area
2600000,540,Burari,2,1,Plot Area
3600000,738,Burari,2,3,Built-up Area
4300000,900,Burari,2,2,Plot Area
3600000,810,Burari,4,3,Super built-up Area
3600000,810,Burari,2,2,Super built-up Area
2900000,630,Burari,2,2,Super built-up Area
3300000,720,Burari,2,1,Built-up Area
3000000,630,Burari,5,3,Plot Area
5400000,1080,Burari,3,3,Super built-up Area
4400000,900,Burari,2,3,Super built-up Area
3000000,630,Burari,2,2,Super built-up Area
4000000,774,Burari,3,2,Super built-up Area
2000000,517,Burari,2,1,Built-up Area
3100000,675,Burari,2,2,Super built-up Area
3100000,675,Burari,2,2,Super built-up Area
4000000,900,Burari,2,3,Super built-up Area
5500000,1080,Burari,8,3,Plot Area
4600000,900,Burari,4,2,Super built-up Area
4700000,900,Burari,3,3,Super built-up Area
4600000,900,Burari,3,1,Super built-up Area
4600000,900,Burari,1,4,Super built-up Area
4500000,900,Burari,4,1,Plot Area
4300000,864,Burari,4,3,Plot Area
3500000,810,Burari,2,2,Super built-up Area
2200000,630,Burari,2,1,Super built-up Area
4500000,900,Burari,2,1,Super built-up Area
4500000,900,Burari,3,3,Super built-up Area
2600000,540,Burari,2,3,Super built-up Area
3800000,900,Burari,2,3,Super built-up Area
3000000,612,Burari,1,3,Built-up Area
3000000,612,Burari,3,4,Super built-up Area
3000000,612,Burari,3,3,Super built-up Area
3000000,612,Burari,2,1,Super built-up Area
2900000,630,Burari,3,3,Plot Area
3100000,675,Burari,2,1,Super built-up Area
2900000,630,Burari,4,2,Plot Area
3100000,675,Burari,2,4,Super built-up Area
3100000,675,Burari,4,1,Built-up Area
2200000,558,Burari,2,2,Super built-up Area
2200000,558,Burari,3,3,Super built-up Area
3100000,675,Burari,2,3,Super built-up Area
4000000,900,Burari,9,2,Super built-up Area
2200000,558,Burari,3,3,Super built-up Area
2200000,558,Burari,2,2,Super built-up Area
4500000,990,Burari,2,2,Super built-up Area
2200000,558,Burari,2,4,Built-up Area
2200000,630,Burari,2,2,Built-up Area
4500000,900,Burari,2,4,Super built-up Area
4500000,900,Burari,2,3,Super built-up Area
2200000,630,Burari,3,2,Super built-up Area
4500000,900,Burari,2,2,Super built-up Area
5500000,1080,Burari,4,3,Plot Area
6000000,1170,Burari,2,2,Plot Area
4500000,990,Burari,2,4,Super built-up Area
2400000,540,Burari,4,4,Built-up Area
2650000,540,Burari,2,1,Super built-up Area
3000000,585,Burari,2,1,Super built-up Area
2700000,567,Burari,2,2,Super built-up Area
2700000,567,Burari,2,2,Built-up Area
2400000,450,Burari,4,2,Super built-up Area
2000000,450,Burari,2,3,Super built-up Area
7000000,1200,Dwarka Mor,2,4,Super built-up Area
2000000,500,Dwarka Mor,4,3,Built-up Area
7500000,1300,Dwarka Mor,4,1,Plot Area
7000000,1200,Dwarka Mor,3,1,Plot Area
5500000,1050,Dwarka Mor,5,3,Plot Area
4700000,875,Dwarka Mor,3,3,Super built-up Area
3200000,630,Dwarka Mor,4,2,Super built-up Area
3500000,800,Dwarka Mor,4,2,Plot Area
4000000,750,Dwarka Mor,2,1,Super built-up Area
3500000,700,Dwarka Mor,2,2,Super built-up Area
2800000,700,Dwarka Mor,3,2,Super built-up Area
4300000,850,Dwarka Mor,7,3,Super built-up Area
4100000,800,Dwarka Mor,3,2,Plot Area
4000000,850,Dwarka Mor,2,3,Super built-up Area
3500000,750,Dwarka Mor,3,3,Built-up Area
2500000,600,Dwarka Mor,2,2,Super built-up Area
2500000,550,Dwarka Mor,2,3,Super built-up Area
2200000,550,Dwarka Mor,2,1,Super built-up Area
3200000,700,Dwarka Mor,2,3,Built-up Area
7500000,1300,Dwarka Mor,2,4,Super built-up Area
7000000,1200,Dwarka Mor,2,1,Super built-up Area
5500000,1050,Dwarka Mor,2,3,Plot Area
2000000,500,Dwarka Mor,3,2,Super built-up Area
4700000,875,Dwarka Mor,3,2,Built-up Area
3200000,630,Dwarka Mor,3,3,Super built-up Area
4000000,750,Dwarka Mor,2,3,Built-up Area
3500000,700,Dwarka Mor,2,1,Super built-up Area
4300000,850,Dwarka Mor,2,3,Super built-up Area
4100000,800,Dwarka Mor,2,3,Super built-up Area
3500000,750,Dwarka Mor,2,6,Super built-up Area
2500000,550,Dwarka Mor,2,3,Super built-up Area
3600000,1050,Mundka,3,2,Plot Area
3600000,1050,Mundka,1,3,Built-up Area
3600000,1050,Mundka,2,2,Super built-up Area
3600000,1050,Mundka,4,3,Plot Area
3600000,1050,Mundka,4,1,Plot Area
2700000,756,Mundka,4,2,Super built-up Area
3800000,765,Mundka,5,3,Super built-up Area
3800000,720,Mundka,3,2,Super built-up Area
3800000,720,Mundka,5,1,Plot Area
