,price,sqft,location,bathrooms,bhk
319,72.16,849,Choolaimedu,4.0,2
320,54.57,642,Choolaimedu,2.0,2
321,54.56,642,Choolaimedu,3.0,2
322,54.56,642,Choolaimedu,2.0,1
323,46.35,1030,Choolaimedu,3.0,3
324,34.0,840,Choolaimedu,2.0,2
325,56.44,865,Choolaimedu,2.0,2
326,65.0,900,Chromepet,8.0,3
327,79.36,1323,Chromepet,2.0,1
328,66.0,900,Chromepet,4.0,1
329,69.48999,900,Chromepet,2.0,2
330,69.12,895,Chromepet,2.0,2
331,67.65,875,Chromepet,2.0,2
332,59.21,1048,Chromepet,2.0,3
335,69.63,1266,Chromepet,2.0,4
336,65.8,941,Chromepet,2.0,3
337,70.0,924,Chromepet,2.0,3
338,74.5,1242,Chromepet,2.0,2
339,73.06,1218,Chromepet,3.0,3
340,63.0,1050,Chromepet,2.0,3
341,70.0,1210,Chromepet,2.0,3
342,78.54,1320,Chromepet,2.0,3
350,73.2,910,Chromepet,2.0,1
351,31.59,880,Chromepet,3.0,1
354,124.0,1240,Chromepet,2.0,3
358,67.0,1240,Chromepet,2.0,1
359,63.72,860,Chromepet,3.0,2
360,28.47,1300,Chromepet,2.0,1
362,71.0,1304,Chromepet,1.0,2
364,65.0,1038,Chromepet,2.0,2
366,58.0,1294,Chromepet,1.0,2
368,58.89,906,East Tambaram,2.0,3
369,61.23,942,East Tambaram,2.0,2
370,65.52,1008,East Tambaram,2.0,3
371,77.8,1197,East Tambaram,2.0,3
372,65.84,1013,East Tambaram,2.0,2
373,71.63,1102,East Tambaram,2.0,3
374,57.12,952,East Tambaram,2.0,3
375,47.76,796,East Tambaram,3.0,2
376,76.2,1270,East Tambaram,2.0,3
377,55.8,930,East Tambaram,1.0,2
378,45.0,954,East Tambaram,2.0,2
379,63.0,1363,East Tambaram,2.0,2
381,280.0,1970,Egmore,2.0,2
382,243.0,1523,Egmore,2.0,3
383,255.0,1594,Egmore,2.0,2
384,265.0,1651,Egmore,2.0,3
385,260.0,1631,Egmore,2.0,2
386,265.0,1636,Egmore,4.0,3
387,265.0,1651,Egmore,2.0,3
388,260.0,1631,Egmore,2.0,3
389,265.0,1636,Egmore,2.0,3
390,265.0,1651,Egmore,2.0,3
391,260.0,1631,Egmore,4.0,3
392,310.0,1704,Egmore,4.0,3
393,296.0,3055,Egmore,5.0,3
394,212.0,2655,Egmore,2.0,3
396,249.0,1325,Egmore,2.0,3
397,244.0,1341,Egmore,2.0,1
398,100.0,1526,Egmore,4.0,2
399,71.13,1263,Egmore,2.0,1
400,72.0,1526,Egmore,1.0,3
401,58.33,1020,Gowrivakkam,2.0,3
402,52.67,921,Gowrivakkam,5.0,3
403,70.28,1229,Gowrivakkam,2.0,3
404,51.01,892,Gowrivakkam,2.0,2
405,66.0,1002,Gowrivakkam,1.0,1
406,57.1,1048,Gowrivakkam,3.0,3
407,57.1,1048,Gowrivakkam,2.0,3
408,65.36,1575,Guduvancheri,3.0,3
409,65.36,1575,Guduvancheri,1.0,1
417,58.0,1053,Guduvancheri,2.0,3
418,47.0,1170,Guduvancheri,5.0,3
419,46.0,976,Guduvancheri,5.0,3
424,47.91,1000,Guduvancheri,2.0,3
426,57.12,780,Guduvancheri,2.0,1
427,59.51,1600,Guduvancheri,4.0,3
429,88.0,792,Guduvancheri,3.0,1
431,80.0,982,Guduvancheri,2.0,1
432,59.88,598,Guduvancheri,2.0,1
434,34.99,821,Guduvancheri,2.0,1
436,85.0,1500,Guindy,2.0,2
437,55.27,930,Guindy,2.0,3
438,190.0,1850,Guindy,3.0,3
439,195.0,1850,Guindy,3.0,1
440,45.0,1850,Guindy,3.0,2
441,60.0,1850,Guindy,2.0,3
442,185.0,1850,Guindy,3.0,1
443,192.0,1850,Guindy,3.0,3
444,190.0,1850,Guindy,2.0,3
445,80.0,1850,Guindy,5.0,3
446,81.0,1850,Guindy,2.0,3
447,86.0,1850,Guindy,3.0,2
448,130.0,2200,Guindy,3.0,3
449,97.36,2475,Guindy,3.0,2
450,130.0,2200,Guindy,2.0,2
451,101.0,1700,Iyappanthangal,2.0,4
452,101.0,1700,Iyappanthangal,1.0,2
454,68.34,1140,Iyappanthangal,2.0,1
458,98.61,1645,Iyappanthangal,4.0,3
460,105.0,1760,Iyappanthangal,2.0,3
461,104.0,1740,Iyappanthangal,2.0,3
463,103.0,1730,Iyappanthangal,3.0,3
465,72.53,1210,Iyappanthangal,1.0,4
467,109.0,1790,Iyappanthangal,2.0,1
468,130.0,1800,Iyappanthangal,2.0,1
471,94.42,1575,Iyappanthangal,3.0,2
473,65.34,1090,Iyappanthangal,14.0,1
474,101.0,1700,Iyappanthangal,3.0,3
477,107.0,1790,Iyappanthangal,1.0,1
478,71.94,1200,Iyappanthangal,2.0,3
480,98.61,1645,Iyappanthangal,3.0,2
484,104.0,1740,Iyappanthangal,2.0,2
486,103.0,1730,Iyappanthangal,6.0,3
487,130.0,1990,Iyappanthangal,2.0,4
489,102.0,1700,Iyappanthangal,3.0,2
490,122.0,1825,Iyappanthangal,2.0,2
491,130.0,1990,Iyappanthangal,2.0,4
492,95.0,1340,Iyappanthangal,4.0,3
493,95.0,1340,Iyappanthangal,2.0,1
496,46.1,2621,Iyappanthangal,5.0,1
497,109.0,2256,Iyappanthangal,2.0,3
499,89.64,1166,Iyappanthangal,2.0,2
500,108.0,2474,Iyappanthangal,3.0,3
501,116.0,1800,Iyappanthangal,5.0,2
502,80.4,1938,Iyappanthangal,3.0,2
513,85.15,1297,Iyappanthangal,3.0,1
514,48.62,626,Iyappanthangal,3.0,1
515,78.3,1592,Iyappanthangal,2.0,2
518,80.14,579,Iyappanthangal,2.0,1
519,101.0,1333,Iyappanthangal,2.0,2
520,41.75,580,Iyappanthangal,3.0,1
521,73.65,1036,Iyappanthangal,2.0,3
526,85.15,1297,Iyappanthangal,3.0,2
527,78.3,1592,Iyappanthangal,2.0,3
530,79.17,1036,Iyappanthangal,2.0,2
533,74.29,1157,Iyappanthangal,2.0,3
535,74.56999,1093,Iyappanthangal,2.0,1
537,91.54,1297,Iyappanthangal,3.0,2
538,84.18,1592,Iyappanthangal,5.0,3
540,76.64,1464,Iyappanthangal,4.0,2
543,54.0,1123,Iyappanthangal,2.0,1
551,78.0,1123,Iyappanthangal,2.0,2
555,120.0,1123,Iyappanthangal,3.0,3
556,64.93,1231,Iyappanthangal,2.0,1
557,60.83,1415,Iyyappanthangal,2.0,4
558,36.45,810,Iyyappanthangal,2.0,2
559,42.75,775,Iyyappanthangal,2.0,2
560,93.95,1525,Iyyappanthangal,2.0,3
562,59.91,950,Iyyappanthangal,2.0,1
563,93.95,1525,Iyyappanthangal,4.0,2
564,35.49,1300,Iyyappanthangal,2.0,4
565,39.75,1130,Iyyappanthangal,2.0,2
566,84.99,1123,Iyyappanthangal,3.0,2
567,43.0,1100,Iyyappanthangal,2.0,2
568,63.0,1165,Iyyappanthangal,7.0,2
569,61.72,1125,Iyyappanthangal,3.0,3
570,71.48999,1180,Iyyappanthangal,2.0,1
571,56.0,925,Iyyappanthangal,3.0,2
572,64.5,1140,Iyyappanthangal,2.0,3
574,90.0,1158,Iyyappanthangal,3.0,2
576,292.0,5037,Kanathur Reddikuppam,3.0,3
577,295.0,5093,Kanathur Reddikuppam,3.0,2
578,87.63,1865,Kanathur Reddikuppam,1.0,1
579,80.0,1816,Kanathur Reddikuppam,3.0,6
584,43.0,1481,Kanathur Reddikuppam,2.0,2
586,95.0,1286,Kanathur Reddikuppam,6.0,2
587,62.33,1502,Kanathur Reddikuppam,3.0,2
588,78.11,1286,Kanathur Reddikuppam,3.0,2
589,185.0,1481,Kanathur Reddikuppam,4.0,2
590,143.0,1286,Kanathur Reddikuppam,2.0,3
592,104.0,1502,Kanathur Reddikuppam,2.0,1
593,319.0,1385,Kanathur Reddikuppam,8.0,3
594,41.03,1315,Kanathur Reddikuppam,5.0,1
595,34.27,5037,Kanathur Reddikuppam,2.0,2
605,97.99,1561,Karapakkam,4.0,1
607,98.31,1566,Karapakkam,2.0,3
608,113.99999,1829,Karapakkam,2.0,3
609,98.18,1564,Karapakkam,2.0,4
611,122.0,1944,Karapakkam,2.0,1
612,100.0,1599,Karapakkam,2.0,3
613,65.04,1239,Karapakkam,2.0,1
615,64.52,1229,Karapakkam,3.0,1
617,64.41,1227,Karapakkam,2.0,1
625,82.37,1569,Karapakkam,3.0,1
626,69.09,1316,Karapakkam,4.0,1
632,88.36,1314,Karapakkam,2.0,2
633,91.19,1358,Karapakkam,7.0,2
635,104.0,1561,Karapakkam,2.0,2
636,87.21,1296,Karapakkam,4.0,3
637,104.0,1566,Karapakkam,2.0,3
638,132.0,1829,Karapakkam,3.0,3
639,104.0,1564,Karapakkam,3.0,3
640,90.55,1348,Karapakkam,3.0,3
641,106.0,1599,Karapakkam,4.0,3
642,98.61,1569,Karapakkam,2.0,2
645,100.0,1647,Karapakkam,3.0,3
647,99.25,1618,Karapakkam,3.0,4
654,80.79,1302,Karapakkam,3.0,1
655,100.0,1599,Karapakkam,2.0,3
658,70.0,1027,Karapakkam,4.0,1
663,98.26,1561,Karapakkam,3.0,1
665,98.57,1566,Karapakkam,3.0,1
666,115.0,1829,Karapakkam,2.0,4
667,98.45,1564,Karapakkam,5.0,5
668,122.0,1944,Karapakkam,2.0,4
669,100.0,1599,Karapakkam,2.0,4
671,85.48,1027,Karapakkam,2.0,3
673,98.26,2686,Karapakkam,3.0,2
675,98.57,1296,Karapakkam,2.0,2
676,115.0,1566,Karapakkam,6.0,3
677,98.45,1829,Karapakkam,1.0,2
678,122.0,1564,Karapakkam,2.0,3
679,100.0,2616,Karapakkam,5.0,2
681,91.19,1307,Karapakkam,3.0,3
683,104.0,1358,Karapakkam,4.0,2
685,104.0,2686,Karapakkam,2.0,3
686,132.0,1561,Karapakkam,2.0,1
687,104.0,1296,Karapakkam,3.0,1
688,106.0,1944,Karapakkam,2.0,1
689,91.19,1307,Karapakkam,4.0,2
690,69.77,1314,Karapakkam,3.0,1
691,104.0,1358,Karapakkam,5.0,3
693,104.0,2686,Karapakkam,2.0,2
694,132.0,1561,Karapakkam,3.0,3
695,104.0,1296,Karapakkam,3.0,3
696,90.55,1566,Karapakkam,3.0,2
697,106.0,1944,Karapakkam,2.0,3
698,87.21,1024,Karapakkam,1.0,1
699,104.0,2686,Karapakkam,9.0,4
700,132.0,1561,Karapakkam,7.0,3
701,104.0,1296,Karapakkam,4.0,3
702,90.55,1566,Karapakkam,3.0,2
703,106.0,1944,Karapakkam,2.0,4
704,34.22999,835,Kattankulathur,2.0,2
705,50.63,1220,Kattankulathur,3.0,3
706,34.61,845,Kattankulathur,3.0,2
707,50.63,1220,Kattankulathur,3.0,4
708,50.63,1220,Kattankulathur,2.0,2
709,34.22,835,Kattankulathur,2.0,2
710,50.19,1174,Kattankulathur,3.0,2
711,42.57,1198,Kattankulathur,5.0,3
712,42.57,1016,Kattankulathur,2.0,2
713,42.06,1016,Kattankulathur,3.0,2
714,41.14,1004,Kattankulathur,2.0,2
715,47.08,984,Kattupakkam,2.0,1
716,41.85,930,Kattupakkam,2.0,3
717,60.0,1428,Kattupakkam,2.0,3
718,27.96,1125,Kattupakkam,2.0,2
719,120.0,1170,Kattupakkam,3.0,3
720,48.64,976,Kattupakkam,3.0,3
721,67.70999,973,Kattupakkam,2.0,2
722,24.95,521,Kattupakkam,2.0,1
723,53.0,1172,Kattupakkam,3.0,3
724,66.0,1123,Kattupakkam,3.0,3
725,52.0,1123,Kattupakkam,2.0,1
728,45.99,1278,Kelambakkam,2.0,1
729,61.36,1705,Kelambakkam,3.0,2
733,55.02,1529,Kelambakkam,1.0,2
736,51.0,994,Kelambakkam,2.0,2
739,61.0,1337,Kelambakkam,2.0,4
743,50.21,1243,Kelambakkam,3.0,4
744,44.5,1200,Kelambakkam,2.0,1
745,75.79,1710,Kelambakkam,3.0,2
746,57.0,626,Kelambakkam,4.0,2
748,43.52,994,Kelambakkam,2.0,2
749,46.04,1262,Kelambakkam,3.0,2
750,84.0,1335,Kelambakkam,3.0,3
754,25.34,982,Kelambakkam,4.0,2
755,75.0,612,Kelambakkam,2.0,2
757,107.0,1212,Kelambakkam,2.0,2
758,47.9,1000,Kelambakkam,1.0,2
764,122.0,1001,Kelambakkam,2.0,2
765,122.0,995,Kelambakkam,3.0,2
766,122.0,994,Kelambakkam,2.0,1
767,122.0,995,Kelambakkam,2.0,3
768,54.21,1310,Kelambakkam,4.0,2
769,54.76,1250,Kelambakkam,4.0,4
770,54.44,983,Kelambakkam,2.0,2
771,58.0,1000,Kilkattalai,1.0,2
772,51.3,950,Kilkattalai,2.0,1
776,66.0,1254,Kilkattalai,1.0,4
779,61.32,1022,Kilkattalai,2.0,1
782,57.9,1158,Kilkattalai,1.0,1
783,69.95999,1166,Kilkattalai,4.0,2
784,69.95999,1166,Kilkattalai,3.0,1
786,51.08,920,Kilkattalai,4.0,1
788,50.6,869,Kilkattalai,2.0,1
789,63.12,1110,Kilkattalai,2.0,2
793,68.0,970,Kilkattalai,4.0,3
794,63.67,800,Kilkattalai,2.0,1
798,294.0,2102,Kilpauk,5.0,4
799,285.0,2042,Kilpauk,3.0,3
800,330.0,2450,Kilpauk,2.0,6
801,110.0,1125,Kilpauk,4.0,3
802,87.0,977,Kilpauk,2.0,1
803,178.0,1404,Kilpauk,4.0,3
804,178.0,1404,Kilpauk,3.0,2
805,70.0,1035,Kilpauk,40.0,2
806,305.0,1100,Kilpauk,3.0,3
807,76.0,1207,Kolapakkam,4.0,3
808,76.0,1207,Kolapakkam,1.0,2
809,55.0,936,Kolapakkam,3.0,3
810,75.5,1179,Kolapakkam,4.0,2
811,57.35,988,Kolapakkam,3.0,3
812,55.6,955,Kolapakkam,2.0,3
813,77.0,1224,Kolapakkam,2.0,3
814,58.62,1090,Kolapakkam,2.0,2
815,56.47,1255,Kolapakkam,2.0,4
816,46.53,940,Kolapakkam,2.0,2
817,49.69,1004,Kolapakkam,2.0,1
818,45.83,926,Kolapakkam,2.0,1
819,63.21,1277,Kolapakkam,1.0,3
820,59.99,1212,Kolapakkam,2.0,2
821,60.04,1213,Kolapakkam,1.0,1
824,46.67,943,Kolapakkam,5.0,2
825,59.15,1195,Kolapakkam,2.0,3
827,59.25,1197,Kolapakkam,2.0,3
828,62.71,1267,Kolapakkam,5.0,3
829,63.05,1371,Kolapakkam,2.0,3
832,56.47,1255,Kolapakkam,3.0,2
834,59.0,1118,Kolapakkam,3.0,3
835,35.0,845,Kolapakkam,2.0,2
836,39.47999,853,Kolapakkam,2.0,2
837,35.0,987,Kolapakkam,5.0,2
839,55.0,987,Kolapakkam,3.0,3
841,75.0,1389,Kolapakkam,2.0,2
842,95.48,1469,Kolathur,4.0,4
844,91.58,1409,Kolathur,2.0,1
850,62.59,963,Kolathur,9.0,2
851,82.16,1565,Kolathur,5.0,1
854,101.0,1938,Kolathur,3.0,2
855,137.0,2627,Kolathur,2.0,5
856,169.0,3234,Kolathur,1.0,2
857,106.0,2020,Kolathur,2.0,2
859,86.04,1639,Kolathur,2.0,4
860,97.59,1859,Kolathur,2.0,3
862,63.96,984,Kolathur,1.0,2
868,97.59,1859,Kolathur,4.0,2
869,43.0,836,Kolathur,2.0,2
870,190.0,2324,Kolathur,2.0,3
871,137.0,1938,Kolathur,2.0,3
872,169.0,2627,Kolathur,2.0,2
873,97.59,3234,Kolathur,2.0,2
875,66.98999,1355,Kolathur,2.0,2
876,137.0,3234,Kolathur,5.0,2
878,112.0,860,Kolathur,2.0,2
879,42.5,1600,Kolathur,1.0,1
880,24.0,830,Kolathur,2.0,2
881,64.5,858,Kolathur,2.0,2
884,63.96,984,Korattur,4.0,1
885,64.61,994,Korattur,3.0,1
890,63.89,983,Korattur,2.0,1
891,82.22,1265,Korattur,3.0,4
893,63.96,984,Korattur,3.0,1
895,91.58,1409,Korattur,3.0,3
896,63.96,984,Korattur,2.0,1
898,95.48,1469,Korattur,2.0,2
901,95.48,1469,Korattur,2.0,3
903,91.58,1409,Korattur,2.0,4
906,91.58,1409,Korattur,1.0,2
907,95.48,1469,Korattur,2.0,3
908,82.22,1265,Korattur,4.0,3
909,91.58,1409,Korattur,2.0,1
910,95.48,1469,Korattur,1.0,3
911,82.22,1265,Korattur,2.0,2
913,64.61,994,Korattur,3.0,1
914,75.69,1321,Korattur,3.0,2
915,82.14,1439,Korattur,2.0,3
917,107.0,1909,Korattur,1.0,3
919,96.43,1691,Korattur,3.0,1
922,106.0,2436,Korattur,1.0,2
923,129.0,1336,Korattur,4.0,3
925,107.0,614,Korattur,2.0,1
928,91.65,1691,Korattur,2.0,2
930,97.64,2436,Korattur,3.0,2
932,53.27,1253,Korattur,2.0,1
936,81.0,1050,Korattur,3.0,2
938,92.02,1300,Korattur,2.0,2
939,34.96,1439,Korattur,2.0,1
940,78.34999,1599,Korattur,2.0,3
942,110.0,1200,Kotturpuram,3.0,3
943,110.0,1200,Kotturpuram,2.0,2
944,29.99,2400,Kotturpuram,2.0,3
945,69.0,1897,Kotturpuram,2.0,4
946,34.5,1600,Kotturpuram,3.0,2
947,34.5,1600,Kotturpuram,9.0,1
948,38.61999,1843,Kotturpuram,3.0,3
949,38.61999,1843,Kotturpuram,2.0,3
950,182.0,1553,Kotturpuram,2.0,2
951,57.0,1080,Kovilambakkam,4.0,3
953,55.44,1260,Kovilambakkam,4.0,3
956,66.0,1252,Kovilambakkam,2.0,3
957,47.31,810,Kovilambakkam,2.0,1
958,42.76,766,Kovilambakkam,3.0,1
959,74.9,1189,Kovilambakkam,3.0,2
960,44.16,920,Kovilambakkam,1.0,1
970,43.31,833,Kovilambakkam,2.0,1
972,52.02,833,Kovilambakkam,2.0,2
973,50.38,1023,Kovilambakkam,2.0,1
974,59.0,1023,Kovilambakkam,2.0,3
980,71.0,811,Kovilambakkam,4.0,2
981,66.0,811,Kovilambakkam,2.0,2
982,65.0,900,Kovilambakkam,3.0,2
983,67.0,793,Kovilambakkam,2.0,2
984,52.0,811,Kovilambakkam,3.0,2
985,52.0,811,Kovilambakkam,3.0,2
986,67.0,811,Kovilambakkam,2.0,1
987,70.0,1406,Kovilambakkam,2.0,4
988,54.76,920,Kovilambakkam,2.0,2
990,54.44,831,Kovilambakkam,7.0,2
991,49.99,914,Kovilambakkam,2.0,1
992,54.44,920,Kovilambakkam,2.0,2
995,69.69,1452,Kovur,2.0,4
996,64.8,1350,Kovur,4.0,3
997,65.70999,1369,Kovur,3.0,3
1000,69.69,1452,Kovur,2.0,1
1001,64.8,1350,Kovur,6.0,3
1003,65.70999,1369,Kovur,2.0,2
1005,67.0,1356,Kovur,2.0,3
1006,77.77,1340,Kovur,2.0,2
1007,77.77,1340,Kovur,3.0,3
1008,79.83,1453,Kovur,2.0,3
1010,38.81,934,Kovur,6.0,1
1012,115.0,934,Kovur,1.0,3
1013,75.0,913,Kovur,4.0,2
1015,72.0,960,Kovur,4.0,3
1016,69.69,1066,Kovur,2.0,3
1017,64.8,1452,Kovur,2.0,3
1019,65.70999,924,Kovur,2.0,1
1023,69.69,1066,Kovur,2.0,2
1024,64.8,1452,Kovur,2.0,3
1026,65.70999,924,Kovur,3.0,2
1029,89.41,1160,Kovur,3.0,3
1031,66.59999,1340,Kovur,3.0,2
1033,32.47999,721,Kovur,3.0,1
1034,80.84,769,Kovur,3.0,2
1035,26.05,824,Kovur,2.0,1
