price,sqft,location,bathrooms,bhk,area_type
13600000,1680,Kharghar,1,2,Built-up Area
15500000,1645,Kharghar,2,4,Super built-up Area
16500000,1585,Kharghar,3,3,Super built-up Area
8600000,1350,Kharghar,3,3,Super built-up Area
10000000,1075,Kharghar,3,2,Super built-up Area
10500000,1155,Kharghar,2,3,Super built-up Area
4700000,625,Kharghar,3,2,Plot Area
6200000,720,Kharghar,2,2,Super built-up Area
4500000,550,Kharghar,2,2,Built-up Area
6900000,735,Kharghar,2,2,Super built-up Area
4500000,580,Kharghar,2,3,Super built-up Area
10000000,1505,Kharghar,4,3,Built-up Area
13000000,1630,Kharghar,2,3,Super built-up Area
11000000,1550,Kharghar,5,3,Plot Area
13000000,1455,Sector 18 Kharghar,7,2,Plot Area
16000000,1750,Kharghar,2,3,Super built-up Area
10500000,1098,Kharghar,2,2,Super built-up Area
13000000,1210,Sector 15 Kharghar,2,4,Super built-up Area
9500000,1000,Kharghar,3,3,Built-up Area
4500000,550,Kharghar,3,3,Super built-up Area
11000000,1550,Kharghar,2,3,Super built-up Area
11000000,1550,Kharghar,2,2,Super built-up Area
13000000,1630,Kharghar,2,2,Super built-up Area
13600000,1680,Kharghar,2,1,Built-up Area
16200000,1650,Kharghar,2,4,Super built-up Area
15000000,1440,Kharghar,2,1,Built-up Area
13200000,1370,Kharghar,2,2,Super built-up Area
7500000,1022,Sector 18 Kharghar,3,1,Super built-up Area
9500000,1000,Kharghar,2,4,Super built-up Area
15000000,1760,Kharghar,2,1,Built-up Area
7500000,1100,Kharghar,6,2,Plot Area
13000000,1550,Sector 20 Kharghar,4,3,Super built-up Area
16200000,1675,Kharghar,3,3,Super built-up Area
11000000,1060,Kharghar,3,3,Built-up Area
11600000,1150,Kharghar,3,2,Super built-up Area
5600000,670,Kharghar,3,3,Super built-up Area
8000000,900,Kharghar,2,3,Super built-up Area
9500000,1088,Kharghar,6,2,Built-up Area
2018000,375,Dombivali,1,2,Super built-up Area
65000000,1200,Churchgate,3,3,Super built-up Area
45000000,1717,Prabhadevi,3,4,Super built-up Area
16500000,750,Jogeshwari West,3,1,Super built-up Area
2375000,525,Kalyan East,2,3,Super built-up Area
19500000,1200,Malad East,4,3,Built-up Area
2000000,420,Virar East,2,3,Super built-up Area
2500000,540,Virar East,,3,Super built-up Area
2250000,415,Virar East,4,1,Super built-up Area
2700000,650,Virar,2,3,Built-up Area
22000000,1100,Malad West,2,3,Plot Area
17000000,1105,Borivali East,3,1,Super built-up Area
43500000,2600,Malad East,2,3,Super built-up Area
4760000,700,Mira Road East,2,3,Super built-up Area
18100000,1296,Goregaon West,2,2,Super built-up Area
23800000,1638,Goregaon West,2,1,Super built-up Area
21200000,1465,Goregaon West,2,4,Built-up Area
8600000,700,Borivali East,2,3,Super built-up Area
36500000,2030,Goregaon West,2,3,Super built-up Area
23700000,1450,Malad West,2,2,Super built-up Area
21400000,1100,Malad West,3,3,Super built-up Area
12500000,800,Kandivali West,5,2,Built-up Area
18000000,1500,Kandivali West,2,3,Built-up Area
13200000,1100,Kandivali West,1,4,Super built-up Area
35300000,1962,Kandivali West,8,3,Plot Area
15300000,950,Borivali East,1,2,Super built-up Area
25000000,1440,Kandivali West,3,2,Super built-up Area
13899999,1200,Kandivali West,2,4,Super built-up Area
33500000,1785,Borivali West,3,4,Plot Area
14500000,775,Goregaon West,2,3,Super built-up Area
9000000,765,Kandivali West,3,3,Super built-up Area
13500000,910,Goregaon West,3,2,Plot Area
9000000,640,Goregaon West,3,1,Super built-up Area
21600000,1264,Malad East,1,2,Super built-up Area
13700000,1056,Kandivali West,2,1,Built-up Area
27799999,1810,Kandivali East,2,2,Super built-up Area
27900000,1656,Goregaon West,2,7,Super built-up Area
81600000,3888,Goregaon West,2,3,Built-up Area
38600000,2030,Borivali West,2,2,Plot Area
17000000,1114,Andheri East,2,4,Built-up Area
60100000,3585,Goregaon West,2,2,Super built-up Area
27900000,1404,Goregaon East,5,1,Plot Area
31500000,1620,Goregaon East,3,2,Super built-up Area
37500000,2780,Malad East,3,3,Plot Area
31000000,1672,Malad East,3,2,Super built-up Area
21100000,1200,Malad East,2,2,Super built-up Area
16500000,1200,Malad East,2,3,Super built-up Area
16000000,1250,Borivali East,2,2,Super built-up Area
26000000,1840,Borivali East,4,3,Built-up Area
15200000,1170,Malad West,3,4,Super built-up Area
2300000,310,Kharghar,2,3,Super built-up Area
33000000,1245,Wadala,1,3,Super built-up Area
29000000,1153,Wadala,3,2,Super built-up Area
11200000,573,Ulwe,2,3,Super built-up Area
9000000,1100,Ulwe,3,3,Super built-up Area
8500000,1135,Ulwe,2,3,Built-up Area
9000000,1060,Kharghar,2,3,Plot Area
11500000,560,Malad West,2,1,Super built-up Area
12100000,1150,Dahisar,3,2,Super built-up Area
11000000,1054,kandivali,2,2,Super built-up Area
27000000,1695,Goregaon,4,3,Plot Area
21600000,1579,Goregaon,3,2,Super built-up Area
30200000,2153,Goregaon,3,1,Super built-up Area
41200000,1872,Goregaon,2,4,Built-up Area
30500000,1717,Goregaon,2,2,Built-up Area
36700000,1675,Goregaon East,6,2,Plot Area
23800000,1672,Malad East,3,2,Built-up Area
20500000,1457,Malad East,2,3,Super built-up Area
5500000,425,Bhandup West,2,2,Super built-up Area
9000000,560,thakur village kandivali east,2,3,Built-up Area
32500000,1200,Santacruz West,2,3,Super built-up Area
8500000,575,Kanjurmarg,2,4,Super built-up Area
8500000,575,Kanjurmarg,2,3,Super built-up Area
9000000,400,Borivali East,2,3,Super built-up Area
2500000,300,Kandivali East,2,2,Super built-up Area
5500000,400,I C Colony,2,3,Super built-up Area
8000000,650,Dahisar W,2,3,Super built-up Area
27500000,1600,Malad East,2,2,Super built-up Area
11500000,860,Marol,2,3,Super built-up Area
35900000,1320,Parel,3,4,Plot Area
42000000,1200,Lower Parel,2,2,Carpet Area
33100000,1320,Parel,4,5,Super built-up Area
106000000,2826,Worli,3,3,Plot Area
101400000,2880,Lower Parel,3,2,Super built-up Area
32500000,997,Jogeshwari East,2,3,Super built-up Area
18500000,1038,Jogeshwari East,2,2,Super built-up Area
11000000,600,Malad West,3,1,Super built-up Area
9200000,400,Chembur Shell Colony,3,4,Super built-up Area
50100000,2800,Central Avenue,2,3,Super built-up Area
33000000,1400,Chembur East,1,3,Super built-up Area
34100000,1500,Diamond Market Road,3,5,Super built-up Area
21800000,1412,Mulund,4,1,Super built-up Area
21800000,1412,Mulund,3,3,Super built-up Area
21200000,1412,Mulund,2,2,Super built-up Area
3000000,545,Nalasopara West,3,1,Super built-up Area
11000000,585,raheja vihar,2,2,Super built-up Area
17900000,1000,raheja vihar,3,3,Super built-up Area
19500000,1050,Powai Lake,2,3,Super built-up Area
19500000,1014,MHADA Colony 20,5,1,Plot Area
16000000,900,Goregaon East,2,1,Super built-up Area
11500000,600,Tolaram Colony,2,3,Super built-up Area
10500000,700,Tolaram Colony,2,3,Built-up Area
6400000,1550,Taloja,2,2,Super built-up Area
90000000,5245,Thane West,2,3,Super built-up Area
2100000,529,Vangani,2,2,Super built-up Area
3600000,530,Sector 20 Kharghar,2,3,Plot Area
9200000,1260,Sector 5 Ulwe,4,4,Plot Area
9000000,1260,Sector12 New Panvel,3,4,Super built-up Area
9200000,1150,Sector 17 Ulwe,4,1,Plot Area
5300000,690,Sector 17 Ulwe,3,2,Super built-up Area
15500000,1240,Sector9 Kamothe,2,3,Super built-up Area
9500000,1260,Sector 19 Kharghar,2,3,Super built-up Area
9000000,1240,Sector 5 Ulwe,2,2,Super built-up Area
10100000,1265,Navi Basti,3,1,Built-up Area
10800000,1260,Sector12 Kamothe,2,2,Super built-up Area
11000000,1255,Sector 21 Kamothe,4,2,Plot Area
7200000,1055,Sector 19 Kharghar,2,4,Super built-up Area
7000000,1060,Sector 5 Ulwe,3,4,Super built-up Area
12700000,1238,Navi Basti,2,2,Super built-up Area
8500000,1150,Sector12 Kamothe,2,3,Built-up Area
8500000,1165,Sector12 Kamothe,6,3,Super built-up Area
7700000,1080,Sector9 Kamothe,3,2,Super built-up Area
11000000,1470,Sector12 Kamothe,2,4,Plot Area
6000000,610,Sector9 Kamothe,2,5,Carpet Area
9200000,1180,Sector12 Kamothe,2,3,Super built-up Area
15000000,1735,Sector9 Kamothe,2,3,Super built-up Area
11000000,1230,Sector 17 Ulwe,3,2,Built-up Area
4500000,599,Sector 17 Ulwe,,1,Super built-up Area
8800000,980,Sector9 Kamothe,2,1,Super built-up Area
16500000,1654,Sector9 Kamothe,2,4,Plot Area
16800000,1665,Sector 17 Ulwe,3,3,Super built-up Area
16299999,1640,Sector 17 Ulwe,3,2,Super built-up Area
15500000,1650,Sector 17 Ulwe,3,2,Plot Area
4900000,980,Taloja,2,1,Built-up Area
3400000,730,Rutu Enclave,2,3,Super built-up Area
4800000,1020,taloja panchanand,3,2,Carpet Area
6200000,1075,Virar West,2,3,Super built-up Area
33700000,1600,Chembur,1,2,Super built-up Area
50100000,2800,Central Avenue,3,3,Plot Area
10700000,715,Chembur,3,3,Super built-up Area
15000000,1016,Chembur,2,3,Super built-up Area
18500000,1000,Chembur,5,3,Super built-up Area
17600000,1100,Chembur,2,3,Super built-up Area
7000000,1060,Sector 5 Ulwe,2,2,Super built-up Area
12700000,1238,Navi Basti,3,3,Super built-up Area
8500000,1150,Sector12 Kamothe,4,2,Plot Area
8500000,1165,Sector12 Kamothe,1,3,Built-up Area
7700000,1080,Sector9 Kamothe,2,2,Super built-up Area
11000000,1470,Sector12 Kamothe,1,3,Super built-up Area
6000000,610,Sector9 Kamothe,2,3,Built-up Area
9200000,1180,Sector12 Kamothe,2,3,Super built-up Area
15000000,1735,Sector9 Kamothe,2,3,Built-up Area
11000000,1230,Sector 17 Ulwe,2,4,Super built-up Area
4500000,599,Sector 17 Ulwe,5,3,Super built-up Area
8800000,980,Sector9 Kamothe,2,2,Built-up Area
16500000,1654,Sector9 Kamothe,2,3,Super built-up Area
16800000,1665,Sector 17 Ulwe,3,2,Super built-up Area
16299999,1640,Sector 17 Ulwe,2,4,Super built-up Area
15500000,1650,Sector 17 Ulwe,2,2,Super built-up Area
5000000,578,Sector 20 Kamothe,3,4,Super built-up Area
5000000,650,Sector 22 Kamothe,1,2,Super built-up Area
4000000,600,Sector 21 Kamothe,3,1,Super built-up Area
5000000,600,Sector 22 Kamothe,3,4,Super built-up Area
6250000,625,Sector 18 Kamothe,3,3,Super built-up Area
4800000,600,Sector 22 Kamothe,2,3,Built-up Area
3800000,560,Sector-5 Kamothe,1,5,Plot Area
3600000,580,Sector-6A Kamothe,2,1,Super built-up Area
4400000,530,Sector 11 Kamothe,2,4,Built-up Area
5000000,650,Sector-18 Ulwe,2,2,Super built-up Area
9000000,1450,Sector 21 Kamothe,3,3,Built-up Area
2600000,380,Sector-12 Kamothe,2,3,Built-up Area
2600000,400,Navi Basti,3,2,Super built-up Area
21000000,620,azad nagar,2,4,Built-up Area
4900000,980,Taloja,2,4,Super built-up Area
3400000,730,Rutu Enclave,2,3,Super built-up Area
4800000,1020,taloja panchanand,3,3,Super built-up Area
6200000,1075,Virar West,2,3,Super built-up Area
18500000,1038,Jogeshwari East,2,4,Built-up Area
19600000,1250,Chembur,2,3,Built-up Area
18600000,1067,Sindhi Society Chembur,2,4,Built-up Area
21500000,1200,Chembur,3,3,Super built-up Area
11000000,780,Kurla,2,1,Built-up Area
13799999,1020,Sahkar Nagar,3,2,Super built-up Area
14000000,671,Deonar,3,3,Super built-up Area
22000000,1650,Kharghar,4,3,Super built-up Area
14500000,1360,Kharghar,2,3,Plot Area
25000000,1600,Kandivali East,4,4,Super built-up Area
11500000,1250,Kharghar,2,2,Super built-up Area
4000000,750,Taloja,2,3,Plot Area
2500000,450,Taloja,2,3,Plot Area
2300000,410,Taloja,3,4,Super built-up Area
45000000,1168,Lower Parel,6,1,Super built-up Area
5700000,516,Thane,1,3,Plot Area
9600000,900,Jankalyan Nagar,1,3,Super built-up Area
2010000,600,Badlapur,2,3,Super built-up Area
2005000,575,Badlapur,2,3,Super built-up Area
2548000,675,Ambarnath,7,4,Plot Area
2492000,660,Ambarnath,3,2,Super built-up Area
2418000,640,Ambarnath,3,2,Built-up Area
2400000,690,Ambernath West,2,1,Super built-up Area
21700000,900,Vakola,3,2,Plot Area
16700000,1150,Jankalyan Nagar,2,1,Plot Area
2900000,350,Jankalyan Nagar,2,3,Built-up Area
11500000,950,Jankalyan Nagar,2,2,Plot Area
21700000,900,Vakola,4,3,Super built-up Area
4000000,620,Kamothe,2,2,Super built-up Area
6400000,980,Kamothe,2,2,Super built-up Area
6900000,950,Kamothe,2,1,Built-up Area
7500000,890,Sector 17 Ulwe,5,3,Plot Area
5425000,619,Kamothe,3,3,Super built-up Area
5700000,710,Kamothe,2,3,Super built-up Area
7100000,887,Kamothe,2,2,Super built-up Area
7800000,1005,Kamothe,3,2,Super built-up Area
5900000,950,Kamothe,2,1,Built-up Area
6200000,660,Kamothe Sector 16,2,2,Super built-up Area
5500000,650,Sector 17 Ulwe,2,2,Super built-up Area
5000000,650,Kamothe,2,3,Super built-up Area
4050000,638,Kamothe,8,3,Plot Area
5050000,675,Kamothe,4,2,Super built-up Area
7400000,890,Sector 17 Ulwe,3,3,Super built-up Area
6800000,1006,Kamothe,3,1,Super built-up Area
3000000,420,Kamothe,1,4,Super built-up Area
5200000,850,Kamothe,4,1,Plot Area
6700000,1005,Kamothe,4,3,Plot Area
6900000,900,Kamothe,2,2,Super built-up Area
7950000,940,Kamothe,2,1,Super built-up Area
5460000,620,Kamothe,2,1,Super built-up Area
4950000,650,Kamothe,3,3,Super built-up Area
7000000,1000,Kamothe,2,3,Super built-up Area
8575000,1100,Kamothe,2,3,Super built-up Area
4800000,600,Kamothe,1,3,Built-up Area
2700000,350,Sector 17 Ulwe,3,4,Super built-up Area
7900000,940,Kamothe,3,3,Super built-up Area
36000000,900,Almeida Park,2,1,Super built-up Area
35000000,700,Khar,3,3,Plot Area
30000000,850,Bandra West,2,1,Super built-up Area
35000000,800,Pali Hill,4,2,Plot Area
35000000,800,15th Road,2,4,Super built-up Area
2100000,770,Palghar,4,1,Built-up Area
14500000,989,Chembur,2,2,Super built-up Area
14900000,1550,Kharghar,3,3,Super built-up Area
3700000,550,Sector13 Kharghar,2,3,Super built-up Area
2700000,416,Sector 20 Kharghar,9,2,Super built-up Area
3850000,510,Kharghar,3,3,Super built-up Area
2850000,305,Kharghar,2,2,Super built-up Area
12100000,1251,Kharghar,2,2,Super built-up Area
6800000,989,Kharghar,2,4,Built-up Area
6000000,850,Kharghar,2,2,Built-up Area
6850000,989,Kharghar,2,4,Super built-up Area
5500000,900,Kharghar,2,3,Super built-up Area
9200000,1500,Sector 21 Kharghar,3,2,Super built-up Area
5000000,650,Sector 12 Kharghar,2,2,Super built-up Area
17500000,1750,Kharghar,4,3,Plot Area
9400000,1240,Kharghar,2,2,Plot Area
16500000,1560,Kharghar,2,4,Super built-up Area
3700000,640,Kharghar,4,4,Built-up Area
2700000,350,Sector 21 Kharghar,2,1,Super built-up Area
8000000,1050,Kharghar,2,1,Super built-up Area
22000000,1770,Kharghar,2,2,Super built-up Area
10200000,1230,Kharghar,2,2,Built-up Area
3100000,450,Kharghar,4,2,Super built-up Area
5500000,655,Kharghar,2,3,Super built-up Area
32799999,780,Santacruz West,2,4,Super built-up Area
32799999,780,Santacruz West,4,3,Built-up Area
11000000,550,Vivek Vidyalaya Marg,4,1,Plot Area
12000000,510,Goregaon West,3,1,Plot Area
17000000,1270,Goregaon West,5,3,Plot Area
2900000,558,Vasai east,3,3,Super built-up Area
36100000,1237,Nahur,4,2,Super built-up Area
3682000,715,Badlapur West,4,2,Plot Area
11600000,1179,Thane West,2,1,Super built-up Area
2100000,495,Thane,2,2,Super built-up Area
2700000,570,Panvel,3,2,Super built-up Area
3600000,575,Kalyan,7,3,Super built-up Area
2865000,675,Badlapur East,3,2,Plot Area
2374000,634,Ambernath West,2,3,Super built-up Area
5200000,580,Mira Bhayandar,3,3,Built-up Area
14000000,1185,Malad West,2,2,Super built-up Area
62500000,2665,Goregaon West,2,3,Super built-up Area
26500000,1305,Malad West,2,1,Super built-up Area
13000000,995,Malad West,2,3,Built-up Area
10600000,1014,Malad West,2,4,Super built-up Area
11000000,756,Juhu,2,1,Super built-up Area
36100000,1237,Nahur,2,3,Plot Area
3682000,715,Badlapur West,3,2,Super built-up Area
3600000,575,Kalyan,3,2,Built-up Area
2865000,675,Badlapur East,3,3,Super built-up Area
11600000,1179,Thane West,2,3,Built-up Area
2100000,495,Thane,2,1,Super built-up Area
2700000,570,Panvel,2,3,Super built-up Area
3985000,670,Kalyan,2,3,Super built-up Area
2200000,500,Naigaon East,2,6,Super built-up Area
2300000,500,Naigaon East,2,3,Super built-up Area
2650000,673,Ambarnath,3,2,Plot Area
4600000,650,Mira Road East,1,3,Built-up Area
2374000,634,Ambernath West,2,2,Super built-up Area
5000000,735,Ulwe,4,3,Plot Area
7200000,952,Sector 21 Ulwe,4,1,Plot Area
72000000,1141,Bandra East,4,2,Super built-up Area
6100000,1150,Dronagiri,5,3,Super built-up Area
18500000,1250,Nerul,3,2,Super built-up Area
4700000,650,Karanjade,5,1,Plot Area
4100000,690,Karanjade,2,2,Built-up Area
4000000,670,Karanjade,3,4,Built-up Area
4300000,654,Karanjade,2,7,Super built-up Area
3950000,630,Karanjade,3,4,Super built-up Area
3850000,635,Karanjade,2,3,Super built-up Area
22500000,1750,Sanpada,6,2,Super built-up Area
17000000,1250,Sanpada,2,3,Super built-up Area
6000000,687,Sector-18 Ulwe,2,3,Built-up Area
11100000,1310,Sector-8 Ulwe,2,7,Super built-up Area
3500000,690,Dronagiri,4,4,Super built-up Area
5200000,1070,Dronagiri,3,3,Built-up Area
5800000,540,Ulwe,2,1,Super built-up Area
6200000,1135,Ulwe,2,4,Super built-up Area
27500000,3000,Sector-3 Ulwe,2,4,Super built-up Area
15500000,1500,Sector-3 Ulwe,2,3,Super built-up Area
13799999,1440,Sector-3 Ulwe,4,3,Super built-up Area
3400000,704,Dronagiri,2,3,Super built-up Area
3500000,688,Dronagiri,2,3,Super built-up Area
5200000,667,Sector 17 Ulwe,2,3,Super built-up Area
2400000,625,Dronagiri,9,2,Super built-up Area
4900000,650,Sector 23 Ulwe,3,3,Built-up Area
11100000,1310,Sector-8 Ulwe,2,1,Super built-up Area
3500000,690,Dronagiri,3,4,Built-up Area
5200000,1070,Dronagiri,2,2,Built-up Area
5800000,540,Ulwe,3,1,Super built-up Area
6200000,1135,Ulwe,3,3,Plot Area
27500000,3000,Sector-3 Ulwe,3,3,Plot Area
15500000,1500,Sector-3 Ulwe,2,1,Super built-up Area
13799999,1440,Sector-3 Ulwe,5,3,Built-up Area
3400000,704,Dronagiri,2,2,Super built-up Area
3500000,688,Dronagiri,2,3,Super built-up Area
5200000,667,Sector 17 Ulwe,5,2,Super built-up Area
2400000,625,Dronagiri,2,3,Super built-up Area
4900000,650,Sector 23 Ulwe,2,2,Super built-up Area
4500000,610,Ulwe,2,4,Super built-up Area
14500000,1560,Ulwe,6,4,Plot Area
8200000,1150,Sector 17 Ulwe,1,3,Plot Area
