,price,sqft,location,bathrooms,bhk
152,83.25,1665,Balanagar,2.0,4
153,91.26,1755,Balanagar,3.0,4
154,88.25,1765,Balanagar,2.0,1
155,71.5,1430,Balanagar,2.0,4
156,80.5,1610,Balanagar,3.0,4
157,66.0,1320,Balanagar,2.0,4
158,71.75,1435,Balanagar,2.0,4
159,75.5,1510,Balanagar,2.0,4
160,63.54,1765,Balanagar,2.0,2
161,69.84,1940,Balanagar,3.0,3
162,48.0,1200,Bandlaguda Jagir,4.0,4
163,48.0,1200,Bandlaguda Jagir,2.0,1
164,116.0,1985,Bandlaguda Jagir,9.0,2
165,116.0,1985,Bandlaguda Jagir,3.0,4
166,66.23,1255,Bandlaguda Jagir,4.0,1
167,123.0,2285,Bandlaguda Jagir,5.0,5
168,123.0,2282,Bandlaguda Jagir,2.0,3
169,79.0,1525,Bandlaguda Jagir,3.0,2
170,60.0,1775,Bandlaguda Jagir,2.0,2
171,300.0,2956,Banjara Hills,2.0,1
173,185.0,1980,Banjara Hills,6.0,2
174,185.0,1980,Banjara Hills,1.0,2
175,300.0,2950,Banjara Hills,2.0,3
176,300.0,2950,Banjara Hills,3.0,2
177,330.0,2956,Banjara Hills,2.0,4
178,330.0,2956,Banjara Hills,2.0,4
179,367.0,3500,Banjara Hills,2.0,1
180,367.0,3500,Banjara Hills,3.0,2
181,333.0,2900,Banjara Hills,4.0,3
182,350.0,3000,Banjara Hills,2.0,3
183,350.0,3000,Banjara Hills,2.0,2
185,302.0,3025,Banjara Hills,1.0,4
186,280.0,3031,Banjara Hills,2.0,2
187,178.0,1980,Banjara Hills,5.0,1
190,196.0,2185,Banjara Hills,3.0,2
191,172.0,1920,Banjara Hills,2.0,5
192,198.0,2210,Banjara Hills,1.0,2
193,220.0,2400,Banjara Hills,2.0,1
194,175.0,2700,Banjara Hills,2.0,2
195,350.0,3300,Banjara Hills,3.0,5
196,370.0,3025,Banjara Hills,3.0,3
197,270.0,2166,Banjara Hills,2.0,5
198,297.0,3300,Banjara Hills,3.0,4
199,415.0,3900,Banjara Hills,2.0,2
201,275.0,3556,Banjara Hills,2.0,3
204,36.0,1107,Beeramguda,4.0,2
205,36.0,1107,Beeramguda,5.0,3
206,35.0,1080,Beeramguda,2.0,1
207,35.0,1080,Beeramguda,2.0,2
209,28.8,950,Beeramguda,5.0,1
210,38.0,1096,Beeramguda,3.0,3
211,38.0,1096,Beeramguda,3.0,1
212,35.0,1080,Beeramguda,2.0,2
213,35.0,1080,Beeramguda,2.0,1
214,35.0,1080,Beeramguda,2.0,2
215,36.0,1080,Beeramguda,2.0,2
216,36.0,1080,Beeramguda,3.0,2
217,36.0,1080,Beeramguda,11.0,2
218,35.0,1080,Beeramguda,2.0,2
219,35.0,1080,Beeramguda,1.0,2
220,35.0,1085,Beeramguda,3.0,2
223,35.0,1080,Beeramguda,2.0,2
225,35.0,1080,Beeramguda,2.0,1
226,35.0,1080,Beeramguda,7.0,1
227,36.0,1080,Beeramguda,2.0,3
228,36.0,1080,Beeramguda,2.0,3
229,35.0,1080,Beeramguda,3.0,2
231,37.0,1110,Beeramguda,4.0,3
232,37.5,1500,Beeramguda,2.0,1
234,39.0,1150,Beeramguda,2.0,3
235,110.0,1510,Begumpet,2.0,2
236,78.0,1200,Begumpet,2.0,2
237,112.99999,1570,Begumpet,2.0,2
238,112.99999,1570,Begumpet,2.0,3
239,124.0,1725,Begumpet,2.0,3
240,124.0,1725,Begumpet,2.0,2
241,124.0,1725,Begumpet,3.0,2
242,124.0,1725,Begumpet,2.0,3
243,112.99999,1570,Begumpet,3.0,2
244,124.0,1725,Begumpet,2.0,3
245,112.99999,1570,Begumpet,4.0,3
246,124.0,1725,Begumpet,2.0,2
248,110.0,1525,Begumpet,3.0,2
249,78.4,1600,Chandanagar,3.0,3
250,78.4,1600,Chandanagar,3.0,1
251,58.8,1200,Chandanagar,2.0,3
252,56.35,1150,Chandanagar,2.0,3
253,87.97,1725,Chandanagar,2.0,2
254,84.52,1725,Chandanagar,2.0,2
255,80.14,1620,Chandanagar,2.0,1
256,93.0,1470,Chandanagar,4.0,2
257,80.31999,1575,Chandanagar,3.0,2
258,84.6,1600,Chandanagar,4.0,3
259,61.65,1150,Chandanagar,2.0,3
260,39.0,1150,Chandanagar,2.0,2
261,39.0,1150,Chandanagar,2.0,3
262,66.75,1600,Chandanagar,5.0,3
263,107.0,1250,Chandanagar,2.0,3
264,80.0,1282,Darga Khaliz Khan,2.0,3
265,90.0,1568,Darga Khaliz Khan,4.0,4
266,90.0,1568,Darga Khaliz Khan,3.0,3
267,80.0,1282,Darga Khaliz Khan,1.0,1
268,80.0,1282,Darga Khaliz Khan,2.0,2
269,80.0,1282,Darga Khaliz Khan,2.0,3
270,79.98999,1282,Darga Khaliz Khan,2.0,3
271,90.0,1568,Darga Khaliz Khan,2.0,3
272,115.0,1800,East Marredpally,3.0,3
273,120.0,1800,East Marredpally,5.0,2
274,100.0,1670,East Marredpally,2.0,2
277,70.0,990,East Marredpally,2.0,2
278,69.0,987,East Marredpally,4.0,2
279,85.99,1275,East Marredpally,2.0,2
280,126.0,1535,East Marredpally,2.0,2
281,126.0,1535,East Marredpally,3.0,3
282,134.0,2075,East Marredpally,2.0,4
293,81.68,1900,Gachibowli,2.0,6
294,81.68,1900,Gachibowli,2.0,1
302,325.0,3448,Gachibowli,2.0,4
304,194.0,2848,Gachibowli,3.0,6
308,340.0,3180,Gachibowli,3.0,1
310,146.0,1953,Gachibowli,3.0,2
311,260.0,3434,Gachibowli,3.0,3
313,176.0,1993,Gachibowli,2.0,2
315,63.25,1665,Gachibowli,1.0,1
316,47.48,1250,Gachibowli,3.0,1
317,193.0,2800,Gachibowli,4.0,3
319,352.0,4146,Gachibowli,2.0,4
320,352.0,4146,Gachibowli,3.0,4
321,352.0,4146,Gachibowli,4.0,4
322,352.0,4146,Gachibowli,3.0,3
325,245.0,4829,Gachibowli,2.0,1
327,352.0,4146,Gachibowli,1.0,3
328,352.0,4146,Gachibowli,3.0,2
329,352.0,4146,Gachibowli,2.0,4
330,352.0,4146,Gachibowli,2.0,4
331,130.0,2615,Gachibowli,2.0,2
332,270.0,3448,Gachibowli,2.0,3
333,270.0,3448,Gachibowli,2.0,2
335,268.0,3355,Gachibowli,2.0,3
336,331.0,4146,Gachibowli,2.0,2
337,275.0,3448,Gachibowli,2.0,2
339,165.0,2750,Gachibowli,3.0,3
340,51.0,1325,Gachibowli,2.0,1
342,105.0,1800,Gachibowli,2.0,1
344,195.0,2160,Gachibowli,2.0,3
349,265.0,3434,Gachibowli,1.0,2
350,320.0,3180,Gachibowli,2.0,3
351,97.82,2644,Gachibowli,2.0,1
352,375.0,3325,Gachibowli,3.0,2
354,200.0,2690,Gachibowli,2.0,2
357,146.0,1945,Gachibowli,3.0,2
358,69.31,1555,Gajularamaram,2.0,2
359,69.31,1555,Gajularamaram,2.0,3
360,69.31,1555,Gajularamaram,3.0,3
361,52.56,1180,Gajularamaram,2.0,1
362,69.31,1555,Gajularamaram,6.0,2
363,65.31,1555,Gajularamaram,2.0,4
364,69.31,1555,Gajularamaram,2.0,2
367,47.1,1050,Gajularamaram,2.0,2
368,63.0,1465,Gajularamaram,2.0,2
370,47.1,1050,Gajularamaram,4.0,1
371,66.0,1555,Gajularamaram,3.0,2
372,46.0,1050,Gajularamaram,3.0,1
373,66.0,1555,Gajularamaram,2.0,2
374,46.0,1050,Gajularamaram,1.0,2
376,66.0,1555,Gajularamaram,4.0,3
377,63.0,1465,Gajularamaram,2.0,3
378,66.0,1555,Gajularamaram,3.0,4
379,46.0,1050,Gajularamaram,2.0,2
380,66.0,1555,Gajularamaram,2.0,3
381,69.31,1555,Gajularamaram,3.0,4
382,69.31,1555,Gajularamaram,3.0,4
383,80.0,1620,Gajularamaram,2.0,2
384,80.98,1620,Gajulramaram Kukatpally,1.0,2
385,68.38,1368,Gajulramaram Kukatpally,3.0,3
386,88.0,1620,Gajulramaram Kukatpally,5.0,2
387,82.59999,1620,Gajulramaram Kukatpally,4.0,2
388,46.2,1620,Gajulramaram Kukatpally,2.0,1
389,104.0,1450,Hitech City,4.0,2
390,282.0,3500,Hitech City,2.0,3
391,256.0,3031,Hitech City,8.0,2
393,275.0,3090,Hitech City,2.0,2
394,195.0,2350,Hitech City,3.0,3
395,195.0,2350,Hitech City,3.0,4
396,261.0,3147,Hitech City,2.0,3
397,256.0,3090,Hitech City,2.0,2
398,252.0,3044,Hitech City,3.0,1
400,257.0,3101,Hitech City,3.0,2
401,252.99999,3049,Hitech City,2.0,3
403,112.0,1355,Hitech City,7.0,2
407,230.0,2049,Hitech City,2.0,2
413,190.0,2500,Hitech City,2.0,3
414,230.0,3044,Hitech City,4.0,4
415,230.0,3101,Hitech City,2.0,2
416,236.0,3147,Hitech City,2.0,6
417,230.0,3090,Hitech City,2.0,4
418,230.0,3090,Hitech City,2.0,4
419,230.0,3090,Hitech City,2.0,5
420,230.0,3090,Hitech City,2.0,4
421,230.0,3090,Hitech City,2.0,4
422,230.0,3090,Hitech City,3.0,3
423,210.0,2380,Hitech City,2.0,3
424,121.0,1865,Hitech City,3.0,2
425,150.0,2160,Hitech City,2.0,2
427,205.0,2595,Hitech City,3.0,3
428,170.0,2250,Hitech City,2.0,2
429,210.0,2630,Hitech City,2.0,3
430,150.0,2120,Hitech City,4.0,2
432,200.0,2500,Hitech City,2.0,4
433,140.0,2160,Hitech City,2.0,2
436,240.0,3031,Hitech City,3.0,3
437,140.0,2160,Hitech City,4.0,2
441,275.0,2500,Jubilee Hills,2.0,2
442,275.0,2500,Jubilee Hills,2.0,1
444,400.0,3600,Jubilee Hills,2.0,4
445,400.0,3600,Jubilee Hills,3.0,3
447,230.0,1900,Jubilee Hills,4.0,3
448,229.0,1900,Jubilee Hills,2.0,2
449,230.0,1900,Jubilee Hills,2.0,1
450,230.0,1900,Jubilee Hills,2.0,1
453,125.0,1670,Jubilee Hills,2.0,1
455,240.0,3200,Jubilee Hills,1.0,3
456,220.0,1900,Jubilee Hills,2.0,3
457,230.0,1900,Jubilee Hills,2.0,2
458,150.0,1908,Jubilee Hills,3.0,1
459,300.0,3000,Jubilee Hills,2.0,4
460,400.0,3085,Jubilee Hills,4.0,3
464,310.0,4600,Jubilee Hills,2.0,3
465,198.0,2850,Jubilee Hills,2.0,1
466,38.0,1000,Kachiguda,1.0,2
467,38.0,1000,Kachiguda,2.0,3
468,38.0,1000,Kachiguda,4.0,3
469,38.0,1000,Kachiguda,2.0,1
470,38.0,1000,Kachiguda,1.0,3
471,38.0,1000,Kachiguda,3.0,2
472,100.0,1500,Kachiguda,3.0,4
473,100.0,1500,Kachiguda,2.0,4
474,40.0,800,Kachiguda,1.0,2
477,108.0,1875,Kokapet,1.0,1
479,152.0,2540,Kokapet,1.0,2
480,152.0,2540,Kokapet,2.0,4
481,152.0,2630,Kokapet,3.0,3
482,152.0,2630,Kokapet,3.0,3
483,108.0,1735,Kokapet,3.0,1
484,130.0,1945,Kokapet,1.0,2
486,152.0,2540,Kokapet,1.0,2
487,152.0,2630,Kokapet,1.0,3
488,155.0,2220,Kokapet,3.0,1
490,97.28,1390,Kokapet,2.0,2
494,109.0,1680,Kokapet,4.0,1
495,109.0,1680,Kokapet,2.0,2
499,124.0,2150,Kokapet,2.0,2
503,105.0,1735,Kokapet,3.0,2
510,162.99999,2630,Kokapet,2.0,3
511,162.99999,2630,Kokapet,1.0,2
512,162.99999,2630,Kokapet,2.0,3
513,162.99999,2630,Kokapet,3.0,2
514,152.0,2630,Kokapet,2.0,2
515,152.0,2630,Kokapet,2.0,3
516,152.0,2630,Kokapet,2.0,3
517,152.0,2630,Kokapet,2.0,3
518,152.0,2630,Kokapet,3.0,3
519,152.0,2630,Kokapet,2.0,3
520,152.0,2630,Kokapet,4.0,2
521,152.0,2630,Kokapet,2.0,3
523,160.0,2540,Kokapet,2.0,2
526,95.42,1735,Kokapet,2.0,1
529,57.0,1665,Kollur Road,2.0,3
530,43.0,1250,Kollur Road,4.0,2
531,45.0,1200,Kollur Road,3.0,2
532,42.5,1250,Kollur Road,2.0,1
533,46.0,1250,Kollur Road,2.0,3
536,42.07,1202,Kollur Road,2.0,2
537,42.1,1203,Kollur Road,2.0,2
538,44.69,1242,Kollur Road,2.0,3
539,42.0,1200,Kollur Road,3.0,1
540,42.03,1201,Kollur Road,2.0,2
541,46.0,1260,Kollur Road,2.0,2
542,42.24,1207,Kollur Road,3.0,1
543,45.0,1250,Kollur Road,3.0,3
544,46.0,1245,Kollur Road,3.0,3
546,82.34999,1830,Kompally,2.0,2
547,82.56999,1835,Kompally,2.0,4
548,49.0,1360,Kompally,3.0,3
549,58.0,1100,Kompally,2.0,1
550,58.0,1208,Kompally,3.0,3
551,58.0,1050,Kompally,3.0,3
552,75.0,1430,Kompally,3.0,4
553,50.5,1100,Kompally,5.0,3
554,48.0,1100,Kompally,3.0,1
555,65.0,1950,Kompally,3.0,3
556,81.05,1725,Kompally,2.0,4
557,105.0,1400,Kondapur,3.0,3
558,150.0,1908,Kondapur,3.0,4
559,69.0,1150,Kondapur,2.0,1
561,100.0,1535,Kondapur,4.0,3
562,107.0,1770,Kondapur,4.0,3
567,118.0,1885,Kondapur,3.0,4
568,76.0,1521,Kondapur,3.0,1
570,145.0,1908,Kondapur,2.0,1
572,113.99999,1885,Kondapur,2.0,2
573,140.0,1908,Kondapur,2.0,3
578,150.0,2450,Kondapur,3.0,1
580,120.0,1490,Kondapur,2.0,3
583,69.0,1150,Kondapur,1.0,1
586,140.0,2050,Kondapur,5.0,4
587,107.0,1770,Kondapur,2.0,3
588,160.0,2050,Kondapur,2.0,3
589,110.0,1815,Kondapur,3.0,3
594,94.49,1535,Kondapur,3.0,1
597,122.0,1885,Kondapur,2.0,3
598,123.0,1885,Kondapur,2.0,6
599,123.0,1885,Kondapur,2.0,1
600,120.0,1875,Kondapur,2.0,3
601,140.0,2000,Kondapur,2.0,3
603,98.28,1630,Kondapur,2.0,3
616,99.42,1473,Kondapur,4.0,3
617,147.0,2192,Kondapur,3.0,3
618,165.0,2452,Kondapur,2.0,2
619,147.0,2191,Kondapur,2.0,1
621,92.34,1368,Kondapur,2.0,1
622,124.0,1850,Kondapur,6.0,1
625,105.0,1640,Kondapur,2.0,3
628,160.0,1880,Kondapur,2.0,3
631,113.99999,1885,Kondapur,1.0,2
634,112.99999,1490,Kondapur,3.0,4
635,105.0,2192,Kondapur,5.0,1
636,140.0,1505,Kondapur,27.0,4
638,113.99999,1885,Kondapur,2.0,4
639,105.0,2192,Kondapur,1.0,3
640,133.0,1710,Kondapur,2.0,3
643,135.0,2815,Kondapur,3.0,3
644,105.0,2191,Kondapur,2.0,3
645,135.0,2813,Kondapur,2.0,3
646,125.0,2607,Kondapur,4.0,1
647,158.0,2191,Kondapur,6.0,4
648,105.0,2191,Kondapur,3.0,3
649,140.0,1615,Kondapur,3.0,3
650,135.0,2815,Kondapur,2.0,4
651,134.0,2800,Kondapur,2.0,2
652,124.0,2600,Kondapur,2.0,2
653,117.0,2452,Kondapur,2.0,3
654,135.0,2815,Kondapur,3.0,2
655,107.0,1770,Kondapur,7.0,3
657,130.0,1710,Kondapur,4.0,3
658,165.0,1900,Kondapur,4.0,3
659,105.0,2192,Kondapur,3.0,3
661,140.0,1615,Kondapur,2.0,2
663,112.0,1295,Kondapur,1.0,3
666,100.0,1295,Kondapur,3.0,3
667,120.0,1490,Kondapur,2.0,3
668,120.0,2103,Kondapur,2.0,2
669,110.0,2000,Kondapur,2.0,2
670,134.0,2800,Kondapur,3.0,3
671,113.99999,1630,Kondapur,2.0,3
675,125.0,2225,Kondapur,2.0,2
676,33.0,1045,Krishna Reddy Pet,2.0,1
677,32.0,1100,Krishna Reddy Pet,3.0,2
678,33.0,1035,Krishna Reddy Pet,2.0,3
679,33.0,1025,Krishna Reddy Pet,2.0,2
680,32.0,1050,Krishna Reddy Pet,2.0,2
681,32.0,1050,Krishna Reddy Pet,2.0,1
682,32.0,1100,Krishna Reddy Pet,3.0,2
683,33.0,1045,Krishna Reddy Pet,3.0,2
684,33.0,1025,Krishna Reddy Pet,4.0,3
685,32.99,1035,Krishna Reddy Pet,1.0,3
686,33.0,1045,Krishna Reddy Pet,2.0,1
687,33.0,1035,Krishna Reddy Pet,2.0,2
688,33.0,1025,Krishna Reddy Pet,3.0,2
690,33.0,1025,Krishna Reddy Pet,3.0,3
691,33.0,1025,Krishna Reddy Pet,6.0,2
692,33.0,1035,Krishna Reddy Pet,3.0,2
693,33.0,1025,Krishna Reddy Pet,2.0,3
694,33.0,1045,Krishna Reddy Pet,5.0,2
695,33.0,1035,Krishna Reddy Pet,2.0,3
696,33.0,1025,Krishna Reddy Pet,2.0,3
697,35.0,1400,Krishna Reddy Pet,2.0,4
698,109.0,1592,Kukatpally,3.0,4
700,109.0,1592,Kukatpally,2.0,3
705,99.06,1905,Kukatpally,2.0,4
706,100.0,1925,Kukatpally,2.0,3
707,111.0,1730,Kukatpally,3.0,4
709,111.0,1730,Kukatpally,3.0,2
710,120.0,2000,Kukatpally,2.0,2
711,120.0,2000,Kukatpally,2.0,3
712,120.0,2000,Kukatpally,2.0,3
713,120.0,2000,Kukatpally,2.0,2
714,120.0,2000,Kukatpally,2.0,3
715,120.0,2000,Kukatpally,3.0,4
716,109.0,1695,Kukatpally,3.0,2
718,109.0,1695,Kukatpally,2.0,3
719,111.0,1730,Kukatpally,3.0,2
720,111.0,1730,Kukatpally,3.0,2
723,120.0,2000,Kukatpally,4.0,2
724,120.0,2000,Kukatpally,3.0,3
725,145.0,1740,Kukatpally,3.0,3
726,113.99999,1730,Kukatpally,2.0,1
727,111.0,1675,Kukatpally,4.0,2
731,76.05,1435,Kukatpally,2.0,1
732,113.99999,1860,Kukatpally,2.0,3
733,113.99999,1860,Kukatpally,5.0,2
734,112.99999,1700,Kukatpally,1.0,3
737,105.0,1730,Kukatpally,5.0,3
738,102.0,1675,Kukatpally,2.0,2
740,103.0,1695,Kukatpally,5.0,3
742,52.53,970,Kukatpally,2.0,1
744,113.99999,1730,Kukatpally,2.0,4
745,112.99999,1700,Kukatpally,2.0,3
746,124.0,1800,Kukatpally,2.0,3
747,95.25,1905,Kukatpally,2.0,2
748,93.0,1450,Kukatpally,2.0,3
750,113.99999,1730,Kukatpally,2.0,3
752,107.0,1905,Kukatpally,3.0,2
755,107.0,1920,Kukatpally,3.0,1
758,109.0,1695,Kukatpally,2.0,3
759,109.0,1700,Kukatpally,3.0,2
760,118.0,1840,Kukatpally,2.0,2
761,112.0,1695,Kukatpally,1.0,3
762,106.0,1695,Kukatpally,2.0,2
763,112.0,1695,Kukatpally,4.0,3
765,106.0,1695,Kukatpally,4.0,2
767,113.99999,1730,Kukatpally,1.0,1
770,113.99999,1730,Kukatpally,2.0,4
772,95.81,1652,Kukatpally,3.0,2
773,95.81,1652,Kukatpally,3.0,2
778,94.0,1441,Kukatpally,6.0,3
781,80.0,1216,Kukatpally,3.0,1
788,95.0,1441,Kukatpally,2.0,4
791,112.0,1695,Kukatpally,3.0,4
792,109.0,1591,Kukatpally,2.0,2
794,111.0,1730,Kukatpally,2.0,3
796,120.0,1740,Kukatpally,2.0,4
797,110.0,1216,Kukatpally,1.0,4
798,133.0,1931,Kukatpally,2.0,4
799,115.0,1782,Kukatpally,2.0,3
801,94.0,1441,Kukatpally,3.0,3
802,120.0,1740,Kukatpally,2.0,4
803,93.82,1360,Kukatpally,4.0,3
804,109.0,1695,Kukatpally,2.0,4
805,115.0,1782,Kukatpally,2.0,2
806,115.0,1782,Kukatpally,1.0,1
807,110.0,1735,Kukatpally,3.0,3
808,154.0,1782,Kukatpally,10.0,3
811,99.41,1441,Kukatpally,3.0,3
814,126.0,1592,Kukatpally,2.0,2
815,112.0,1695,Kukatpally,3.0,3
817,122.0,1735,Kukatpally,4.0,2
818,96.0,1360,Kukatpally,3.0,2
819,85.0,1208,Kukatpally,2.0,1
820,122.0,1740,Kukatpally,2.0,2
821,103.0,1700,Kukatpally,2.0,2
822,105.0,1730,Kukatpally,1.0,3
826,95.0,1360,Kukatpally,1.0,3
827,122.0,1740,Kukatpally,2.0,3
828,95.0,2000,Kukatpally,8.0,3
829,165.0,2232,Kukatpally,3.0,3
830,122.0,1740,Kukatpally,3.0,3
831,115.0,1592,Kukatpally,2.0,3
832,95.0,1360,Kukatpally,2.0,3
835,105.0,1360,Kukatpally,1.0,2
838,110.0,1278,Kukatpally,1.0,1
846,55.0,1076,LB Nagar,7.0,3
847,55.0,1076,LB Nagar,2.0,3
848,47.0,902,LB Nagar,2.0,3
849,48.0,905,LB Nagar,2.0,1
850,88.0,1560,LB Nagar,2.0,2
851,56.92,1265,LB Nagar,2.0,3
852,86.0,1560,LB Nagar,2.0,4
853,47.0,1130,LB Nagar,2.0,3
854,56.0,1330,LB Nagar,2.0,3
855,46.0,1100,LB Nagar,3.0,1
856,57.0,1310,LB Nagar,2.0,3
857,32.0,1060,LB Nagar,4.0,2
858,145.0,2120,Madhapur,3.0,3
859,200.0,3145,Madhapur,2.0,3
860,207.0,3015,Madhapur,2.0,3
861,130.0,1924,Madhapur,3.0,3
862,269.0,2595,Madhapur,2.0,4
863,270.0,2595,Madhapur,4.0,4
864,320.0,3190,Madhapur,2.0,3
865,340.0,3490,Madhapur,2.0,3
866,270.0,2625,Madhapur,2.0,2
867,292.0,3240,Madhapur,3.0,2
868,258.0,2865,Madhapur,3.0,3
869,327.99999,4375,Madhapur,2.0,3
870,335.0,3450,Madhapur,3.0,3
871,275.0,2655,Madhapur,2.0,1
872,270.0,2655,Madhapur,2.0,3
873,350.0,3430,Madhapur,3.0,2
874,330.0,4305,Madhapur,3.0,4
875,125.0,3405,Madhapur,2.0,3
876,133.0,2625,Madhapur,2.0,3
877,55.0,1604,Madinaguda,2.0,3
878,53.0,1640,Madinaguda,2.0,2
879,55.0,1640,Madinaguda,2.0,3
880,55.0,1665,Madinaguda,3.0,3
881,82.0,1200,Malkajgiri,2.0,3
