price,sqft,location,bathrooms,bhk,area_type
3096000,1079,Madhyamgram,3,2,Super built-up Area
2464000,1191,Madhyamgram,2,3,Super built-up Area
7000000,1120,Sodepur,2,3,Super built-up Area
11000000,1535,Barisha Purba Para Road,2,2,Super built-up Area
7600000,1555,Tollygunge,3,1,Built-up Area
11000000,1350,New Town,2,2,Super built-up Area
9000000,1595,Ashok Nagar,4,2,Plot Area
7500000,1617,New Town,2,4,Super built-up Area
6700000,1450,New Town,3,4,Super built-up Area
8100000,1319,New Town,2,2,Super built-up Area
7200000,1823,New Town,2,3,Built-up Area
45000000,1452,New Town,6,3,Super built-up Area
26100000,3000,Ballygunge,3,2,Super built-up Area
2493000,2922,Tangra,2,4,Plot Area
2637000,1039,Konnagar,2,5,Carpet Area
6000000,1099,Konnagar,2,3,Super built-up Area
14500000,1350,New Town,2,3,Super built-up Area
8500000,1730,New Town,3,2,Built-up Area
2790000,1955,New Town,,1,Super built-up Area
2774000,900,Uttarpara Kotrung,2,1,Super built-up Area
3906000,895,Uttarpara Kotrung,2,4,Plot Area
2867000,1260,Uttarpara Kotrung,3,3,Super built-up Area
2356000,925,Uttarpara Kotrung,3,2,Super built-up Area
4122999,760,Uttarpara Kotrung,3,2,Plot Area
5500000,1330,Uttarpara Kotrung,2,1,Built-up Area
2600000,1386,Haltu,2,3,Super built-up Area
2750000,800,raghunathpur,3,2,Carpet Area
2154000,992,Hooghly Chinsurah,2,3,Super built-up Area
2151000,777,Hooghly Chinsurah,1,2,Super built-up Area
2079000,776,Hooghly Chinsurah,3,3,Plot Area
2673000,750,Hooghly Chinsurah,3,3,Super built-up Area
7500000,964,Hooghly Chinsurah,2,3,Super built-up Area
7500000,1522,New Town,5,3,Super built-up Area
8895000,1522,New Town,2,3,Super built-up Area
15500000,1412,Salt Lake City,2,2,Super built-up Area
8500000,2000,New Town,3,3,Super built-up Area
2088000,1255,New Town,4,2,Plot Area
2451000,696,Hooghly Chinsurah,1,3,Built-up Area
26500000,817,Hooghly Chinsurah,2,2,Super built-up Area
8700000,2400,Kalighat,1,3,Super built-up Area
8000000,2113,New Town,2,3,Built-up Area
6800000,1588,New Town,2,3,Super built-up Area
7700000,1405,Rajarhat,2,3,Built-up Area
7000000,1697,New Town,2,4,Super built-up Area
3500000,1275,Rajarhat,5,3,Super built-up Area
8700000,1100,New Town,2,2,Built-up Area
7500000,1955,New Town,2,3,Super built-up Area
8000000,1538,New Town,3,2,Super built-up Area
5600000,1500,New Town,2,4,Super built-up Area
6700000,1155,New Town,2,2,Super built-up Area
7700000,1226,New Town,3,4,Super built-up Area
10100000,1555,New Town,1,2,Super built-up Area
7400000,2204,New Town,3,1,Super built-up Area
7900000,1350,New Town,3,4,Super built-up Area
8100000,1528,New Town,3,3,Super built-up Area
5600000,1450,New Town,2,3,Built-up Area
6700000,1155,New Town,1,5,Plot Area
7700000,1226,New Town,2,1,Super built-up Area
10100000,1555,New Town,2,4,Built-up Area
9000000,2204,New Town,2,2,Super built-up Area
3700000,1617,New Town,3,3,Built-up Area
11000000,810,Rajarhat,2,3,Built-up Area
10000000,1509,New Town,3,2,Super built-up Area
9000000,1421,Salt Lake City,2,4,Built-up Area
8500000,1288,New Town,2,4,Super built-up Area
11000000,1085,New Town,2,3,Super built-up Area
9500000,1520,New Town,3,3,Super built-up Area
10400000,1875,New Town,2,3,Super built-up Area
7200000,2204,New Town,2,4,Built-up Area
9100000,1761,New Town,2,3,Built-up Area
3500000,2000,New Town,2,4,Built-up Area
19000000,822,Rajarhat,3,3,Super built-up Area
6200000,3450,New Town,2,1,Built-up Area
6800000,1245,Rajarhat,3,2,Super built-up Area
3600000,1420,Rajarhat,3,3,Super built-up Area
11000000,820,New Town,4,3,Super built-up Area
5000000,1510,Salt Lake City,2,3,Plot Area
10800000,1152,New Town,4,4,Super built-up Area
8300000,1509,Rajarhat,2,2,Super built-up Area
8300000,1955,New Town,2,3,Plot Area
7800000,1955,New Town,2,3,Plot Area
7200000,1522,New Town,3,4,Super built-up Area
8100000,1697,New Town,6,1,Super built-up Area
9100000,1845,New Town,1,3,Plot Area
5700000,2113,New Town,1,3,Super built-up Area
6800000,956,New Town,2,3,Super built-up Area
19000000,1226,New Town,2,3,Super built-up Area
2800000,3450,New Town,7,4,Plot Area
5000000,1040,Rajarhat,3,2,Super built-up Area
5800000,1390,Rajarhat,3,2,Built-up Area
8000000,1342,Kaikhali,2,1,Super built-up Area
6900000,1845,New Town,3,2,Plot Area
10100000,1226,New Town,2,1,Plot Area
8000000,2273,Rajarhat,2,3,Built-up Area
20000000,1450,New Town,2,2,Plot Area
8000000,3525,New Town,4,3,Super built-up Area
7500000,1761,New Town,2,2,Super built-up Area
6800000,1823,New Town,2,2,Super built-up Area
8300000,1510,Rajarhat,2,1,Built-up Area
7800000,1924,Rajarhat,5,3,Plot Area
7300000,1350,New Town,3,3,Super built-up Area
3000000,1578,New Town,2,3,Super built-up Area
8800000,680,New Town,2,2,Super built-up Area
7300000,1623,New Town,3,2,Super built-up Area
8500000,1697,New Town,2,1,Built-up Area
6400000,1955,New Town,2,2,Super built-up Area
10500000,1265,New Town,2,2,Super built-up Area
8300000,2273,New Town,2,3,Super built-up Area
4500000,1768,Rajarhat,8,3,Plot Area
3800000,810,New Town,4,2,Super built-up Area
6900000,770,New Town,3,3,Super built-up Area
6900000,1553,New Town,3,1,Super built-up Area
8300000,1535,New Town,1,4,Super built-up Area
8575000,1924,Rajarhat,4,1,Plot Area
15500000,1715,Tollygunge,4,3,Plot Area
38000000,1650,Tollygunge,2,2,Super built-up Area
3800000,4000,New Alipore,2,1,Super built-up Area
3400000,1109,New Town,2,1,Super built-up Area
4850000,885,Chinar Park,3,3,Super built-up Area
6200000,1269,Chinar Park,2,3,Super built-up Area
2200000,1269,Chinar Park,2,3,Super built-up Area
3200000,740,Rajarhat,1,3,Built-up Area
4800000,914,New Town,3,4,Super built-up Area
4700000,1270,New Town,3,3,Super built-up Area
3550000,1227,New Town,2,1,Super built-up Area
12000000,931,New Town,3,3,Plot Area
7000000,1426,Dum Dum Park,2,1,Super built-up Area
7184999,1021,Ultadanga,4,2,Plot Area
9800000,1290,Baranagar,2,4,Super built-up Area
11000000,1635,Dum Dum,4,1,Built-up Area
9000000,1426,Dum Dum Park,2,2,Super built-up Area
2545000,1360,Dum Dum,3,3,Super built-up Area
3258000,821,Chandannagar,2,3,Super built-up Area
2000000,1051,Chandannagar,9,2,Super built-up Area
4500000,670,Garia,3,3,Super built-up Area
4000000,1100,Garfa,2,2,Super built-up Area
2700000,1000,Sonarpur,2,2,Super built-up Area
2256000,770,Sonarpur,2,4,Built-up Area
2668000,705,Kaikhali,2,2,Built-up Area
3574000,834,Kaikhali,2,4,Super built-up Area
2796000,1117,Kaikhali,2,3,Super built-up Area
3788000,874,Kaikhali,3,2,Super built-up Area
2646000,1184,Kaikhali,2,2,Super built-up Area
7800000,827,Kaikhali,4,3,Plot Area
9800000,1480,New Town,2,2,Plot Area
7500000,1624,Narendrapur,2,4,Super built-up Area
13000000,1750,Rajarhat,4,4,Built-up Area
3900000,2100,Chinar Park,2,1,Super built-up Area
3500000,1150,Rajarhat,2,1,Super built-up Area
3500000,950,Rajarhat,2,2,Super built-up Area
3900000,950,Rajarhat,2,2,Built-up Area
3900000,1100,Rajarhat,4,2,Super built-up Area
2128000,1100,Rajarhat,2,3,Super built-up Area
2512000,709,Dum Dum,2,4,Super built-up Area
2380000,837,Dum Dum,4,3,Built-up Area
2549000,793,Dum Dum,4,1,Plot Area
2354000,850,Dum Dum,3,1,Plot Area
2266000,785,Dum Dum,5,3,Plot Area
2110000,756,Dum Dum,3,3,Super built-up Area
2508000,703,Dum Dum,4,2,Super built-up Area
20000000,836,Dum Dum,4,2,Plot Area
15000000,1940,Lake Town,2,1,Super built-up Area
11500000,1682,Jorabagan,2,2,Super built-up Area
17000000,1426,Dum Dum Park,3,2,Super built-up Area
7534999,1940,Lake Town,7,3,Super built-up Area
8283000,1350,Baranagar,3,2,Plot Area
5500000,1450,Baranagar,2,3,Super built-up Area
6800000,1200,New Town,3,3,Built-up Area
3500000,1450,New Town,2,2,Super built-up Area
2153000,780,Salt Lake City,2,3,Super built-up Area
2678000,769,Hooghly Chinsurah,2,1,Super built-up Area
2365000,992,Chandannagar,2,3,Built-up Area
2075000,1075,Chandannagar,2,4,Super built-up Area
2365000,830,Bhadreswar,2,1,Super built-up Area
2365000,1075,Baidyabati,2,3,Plot Area
2365000,1075,Chandannagar,3,2,Super built-up Area
2157000,1075,Bhadreswar,3,2,Built-up Area
2157000,863,Bhadreswar,3,3,Super built-up Area
3800000,863,Bhadreswar,2,3,Built-up Area
5200000,787,New Town,2,1,Super built-up Area
5500000,1250,New Town,2,3,Super built-up Area
5500000,1103,New Town,2,3,Super built-up Area
5000000,1103,New Town,2,6,Super built-up Area
7600000,1000,New Town,2,3,Super built-up Area
5500000,1500,New Town,3,2,Plot Area
6000000,1224,New Town,1,3,Built-up Area
2700000,1200,New Town,2,2,Super built-up Area
6400000,1000,Hooghly Chinsurah,4,3,Plot Area
8384999,1450,New Town,4,1,Plot Area
7052000,1290,Dum Dum,4,2,Super built-up Area
54200000,1085,Dum Dum,5,3,Super built-up Area
42600000,3391,Alipore,3,2,Super built-up Area
11100000,2665,Alipore,5,1,Plot Area
9498000,2028,Tangra,2,2,Built-up Area
22300000,1727,Tangra,3,4,Built-up Area
14200000,2867,Madurdaha Hussainpur,2,7,Super built-up Area
45000000,1833,Madurdaha Hussainpur,3,4,Super built-up Area
6798999,3000,Ballygunge,2,3,Super built-up Area
30000000,1540,Tangra,6,2,Super built-up Area
27500000,2896,Topsia,2,3,Super built-up Area
30000000,1975,Park Street Area,2,3,Built-up Area
17100000,2000,Park Street Area,2,7,Super built-up Area
5000000,2300,Dhapa,4,4,Super built-up Area
3000000,1700,Baguiati,3,3,Built-up Area
4000000,800,Keshtopur,2,1,Super built-up Area
3500000,1140,Keshtopur,2,4,Super built-up Area
4900000,1028,Keshtopur,2,4,Super built-up Area
5000000,1166,Keshtopur,2,3,Super built-up Area
6000000,1100,New Town,4,3,Super built-up Area
2240000,1400,New Town,2,3,Super built-up Area
3500000,700,Keshtopur,2,3,Super built-up Area
5500000,950,Keshtopur,2,3,Super built-up Area
7500000,1465,Keshtopur,9,2,Super built-up Area
3200000,1500,Garfa,3,3,Built-up Area
7500000,953,Keshtopur,2,1,Super built-up Area
2000000,2400,Baguiati,3,4,Built-up Area
9500000,415,Santoshpur,2,2,Built-up Area
8700000,1820,Dum Dum,3,1,Super built-up Area
6800000,1562,Dum Dum,3,3,Plot Area
8200000,1150,Dum Dum,3,3,Plot Area
2000000,1400,New Town,2,1,Super built-up Area
2217000,415,Santoshpur,5,3,Built-up Area
2072000,792,Sodepur,2,2,Super built-up Area
5400000,740,Sodepur,2,3,Super built-up Area
7727000,1010,Rajarhat,5,2,Super built-up Area
6842000,1405,Tangra,2,3,Super built-up Area
6479000,1244,Tangra,2,2,Super built-up Area
5230000,1178,Tangra,2,4,Super built-up Area
7419000,951,Tangra,6,4,Plot Area
6934999,1349,Tangra,1,3,Plot Area
6754000,1261,Tangra,2,3,Built-up Area
6605000,1228,Tangra,1,2,Super built-up Area
3986999,1201,Tangra,2,3,Built-up Area
5054000,725,Tangra,4,3,Plot Area
5079000,1016,Ultadanga,2,1,Super built-up Area
5029000,1021,Ultadanga,1,3,Super built-up Area
5009000,1011,Ultadanga,2,2,Built-up Area
7139000,1007,Ultadanga,3,2,Super built-up Area
8200000,1435,Ultadanga,2,4,Super built-up Area
7500000,1500,New Town,3,3,Super built-up Area
4000000,1319,Salt Lake City,4,2,Plot Area
4200000,800,New Town,3,2,Super built-up Area
8075000,975,Baguiati,3,1,Super built-up Area
6250000,1840,New Town,2,4,Built-up Area
6250000,1310,New Town,4,2,Built-up Area
