price,sqft,location,bathrooms,bhk,area_type
6140000,1545,Alwal,2,1,Super built-up Area
10500000,1495,Nanakramguda,2,3,Super built-up Area
7200000,1300,West Marredpally,,3,Built-up Area
4600000,1200,Nizampet,2,1,Super built-up Area
10400000,1450,Hitech City,4,2,Plot Area
9500000,1450,Banjara Hills,2,4,Super built-up Area
9942000,1912,Narsingi,3,4,Plot Area
9250000,1850,Manikonda,2,3,Super built-up Area
4500000,1300,Puppalaguda,5,3,Plot Area
9600000,1674,Kompally,2,4,Built-up Area
8600000,1242,Sri Nagar Colony,8,3,Built-up Area
2700000,850,Hakimpet,2,3,Super built-up Area
6600000,1895,Pocharam,2,2,Super built-up Area
8589000,1636,Nagole,2,3,Super built-up Area
5500000,1076,LB Nagar,7,3,Plot Area
3200000,1080,Meerpet,2,2,Super built-up Area
20500000,2100,Kachiguda,3,1,Plot Area
6300000,1265,Manikonda,2,3,Super built-up Area
6400000,1300,Masab Tank,3,2,Super built-up Area
4988000,1089,Miyapur,2,2,Super built-up Area
10500000,1400,Kondapur,3,3,Super built-up Area
4300000,850,Saroornagar,2,2,Super built-up Area
3900000,1100,Nizampet,2,1,Super built-up Area
5500000,1700,Uppal Kalan,3,2,Built-up Area
10300000,2150,Tellapur,1,3,Built-up Area
6600000,1195,Mallapur,6,2,Built-up Area
6500000,1105,Miyapur,2,2,Super built-up Area
5784000,1205,Manikonda,,3,Built-up Area
5500000,1250,Rajendra Nagar,2,3,Super built-up Area
6700000,1340,Puppalaguda,2,5,Super built-up Area
3000000,950,Beeramguda,5,3,Super built-up Area
4700000,1100,Moosapet,7,3,Built-up Area
15000000,1908,Kondapur,3,4,Super built-up Area
7872000,1675,Bachupally,2,2,Super built-up Area
7500000,1420,Toli Chowki,2,2,Super built-up Area
8903000,1535,Kokapet,6,3,Plot Area
3200000,910,Nanakramguda,2,1,Built-up Area
5600000,1325,Lakdikapul,2,2,Super built-up Area
11000000,1717,Tarnaka,2,4,Super built-up Area
12000000,2400,West Marredpally,4,3,Plot Area
6900000,1150,Kondapur,2,1,Super built-up Area
3900000,1000,Toli Chowki,3,2,Super built-up Area
3999000,1200,Kistareddypet,4,2,Plot Area
4460000,1040,Pragathi Nagar Kukatpally,2,2,Super built-up Area
7298999,1181,Hafeezpet,2,2,Built-up Area
10500000,2100,Kompally,3,1,Built-up Area
12000000,1550,Shaikpet,3,5,Super built-up Area
7700000,1280,Amberpet,1,3,Built-up Area
12400000,1945,Kokapet,2,4,Plot Area
28200000,3500,Hitech City,2,3,Super built-up Area
3700000,1000,Nagole,2,5,Super built-up Area
8000000,1200,Miyapur,2,3,Super built-up Area
17700000,2729,Gachibowli,2,5,Built-up Area
6998999,1500,AS Rao Nagar,3,3,Built-up Area
19400000,2165,Banjara Hills,2,3,Built-up Area
3000000,1050,Kapra,2,1,Super built-up Area
2999000,1150,Bachupally,3,1,Super built-up Area
8500000,1822,West Marredpally,2,3,Super built-up Area
6500000,1270,Puppalaguda,2,4,Super built-up Area
4500000,1300,Trimalgherry,2,2,Super built-up Area
8500000,1600,Habsiguda,4,2,Built-up Area
14500000,1818,Sanath Nagar,3,3,Built-up Area
8000000,1282,Darga Khaliz Khan,2,3,Super built-up Area
8600000,1830,Manikonda,3,2,Super built-up Area
9073000,1815,Kokapet,2,3,Super built-up Area
6700000,1400,Puppalaguda,3,4,Plot Area
6344000,1220,Nizampet,3,2,Super built-up Area
8580000,1650,Nizampet,3,3,Super built-up Area
8736000,1680,Nizampet,4,2,Super built-up Area
8086000,1555,Nizampet,4,2,Built-up Area
8762000,1685,Nizampet,2,3,Super built-up Area
7904000,1520,Nizampet,2,7,Built-up Area
6370000,1225,Nizampet,3,3,Built-up Area
9334000,1795,Nizampet,2,2,Super built-up Area
7462000,1435,Nizampet,2,3,Super built-up Area
7436000,1430,Nizampet,7,2,Plot Area
6578000,1265,Nizampet,3,2,Built-up Area
10400000,2080,Manikonda,3,2,Plot Area
10400000,2092,Manikonda,1,3,Super built-up Area
6850000,1370,Manikonda,4,1,Plot Area
11100000,2232,Manikonda,3,4,Super built-up Area
10300000,2063,Manikonda,2,3,Built-up Area
7000000,1400,Manikonda,2,3,Super built-up Area
9325000,1865,Manikonda,2,4,Super built-up Area
11299999,2270,Manikonda,3,2,Super built-up Area
9480000,1896,Manikonda,2,1,Super built-up Area
25600000,3031,Hitech City,8,2,Built-up Area
8510000,1702,Manikonda,5,2,Super built-up Area
6750000,1350,Manikonda,3,3,Super built-up Area
7625000,1525,Manikonda,2,4,Super built-up Area
6125000,1225,Manikonda,2,3,Super built-up Area
8640000,1728,Manikonda,7,3,Super built-up Area
8625000,1725,Manikonda,3,6,Super built-up Area
6500000,1300,Manikonda,2,1,Super built-up Area
8000000,1600,Manikonda,3,2,Super built-up Area
6000000,1200,Manikonda,5,2,Plot Area
9900000,1640,Kothaguda,4,3,Super built-up Area
8234999,1830,Kompally,2,2,Super built-up Area
8256999,1835,Kompally,2,4,Super built-up Area
7100000,1570,Tellapur,4,3,Super built-up Area
9900000,1570,Tellapur,2,3,Super built-up Area
9900000,2240,Tellapur,2,3,Super built-up Area
9900000,2240,Tellapur,2,3,Super built-up Area
16000000,1895,Sanath Nagar,3,2,Super built-up Area
8000000,1600,Manikonda,3,3,Super built-up Area
5654000,1140,Kukatpally,4,3,Plot Area
5704000,1150,Kukatpally,2,2,Built-up Area
7588000,1530,Kukatpally,2,2,Super built-up Area
5999000,1230,Nizampet,3,3,Super built-up Area
6000000,1300,Manikonda,4,2,Built-up Area
3148000,1050,Gachibowli,3,3,Super built-up Area
6325000,1665,Gachibowli,2,3,Super built-up Area
4748000,1250,Gachibowli,2,3,Super built-up Area
4748000,1250,Gachibowli,2,4,Super built-up Area
8168000,1900,Gachibowli,2,6,Built-up Area
8168000,1900,Gachibowli,2,1,Built-up Area
7802000,1815,Gachibowli,6,2,Super built-up Area
5373000,1250,Gachibowli,1,4,Super built-up Area
7400000,1530,Moosapet,2,2,Super built-up Area
7400000,1530,Balanagar,2,1,Super built-up Area
8903000,1535,Kokapet,3,4,Super built-up Area
20200000,3380,Kokapet,3,3,Plot Area
20200000,3380,Kokapet,3,2,Plot Area
10800000,1875,Kokapet,1,1,Plot Area
10800000,1875,Kokapet,1,3,Super built-up Area
15200000,2540,Kokapet,1,2,Built-up Area
15200000,2540,Kokapet,2,4,Super built-up Area
15200000,2630,Kokapet,3,3,Super built-up Area
15200000,2630,Kokapet,3,3,Super built-up Area
47200000,4500,Jubilee Hills,3,2,Super built-up Area
21500000,3380,Kokapet,2,3,Super built-up Area
12000000,2700,Manikonda,3,2,Plot Area
10000000,1792,Tellapur,2,2,Super built-up Area
9500000,1673,Tellapur,2,2,Built-up Area
10700000,1665,Narsingi,2,2,Super built-up Area
10700000,1640,Narsingi,2,3,Super built-up Area
10700000,1640,Narsingi,4,3,Built-up Area
11500000,1665,raidurgam,2,3,Super built-up Area
17000000,2200,Banjara Hills,5,3,Plot Area
4000000,1170,Pragathi Nagar Kukatpally,7,2,Plot Area
4000000,1170,Pragathi Nagar Kukatpally,2,3,Super built-up Area
8500000,1600,Banjara Hills,2,2,Super built-up Area
8600000,1644,Miyapur,2,4,Super built-up Area
8599000,1644,Miyapur,3,3,Built-up Area
8898000,1687,Miyapur,3,3,Super built-up Area
8599000,1650,Miyapur,2,3,Super built-up Area
8298999,1554,Miyapur,2,2,Super built-up Area
8598000,1684,Miyapur,2,2,Super built-up Area
8898000,1650,Miyapur,2,1,Built-up Area
4200000,970,Murad Nagar,2,4,Super built-up Area
4200000,970,Murad Nagar,2,1,Built-up Area
10000000,2240,Tellapur,2,2,Super built-up Area
3900000,1050,Puppalaguda,3,1,Super built-up Area
10000000,2240,Tellapur,2,4,Super built-up Area
9900000,2240,Tellapur,2,1,Built-up Area
4760000,1190,Nizampet,6,2,Plot Area
4400000,1100,Nizampet,4,3,Super built-up Area
7840000,1600,Chandanagar,3,3,Super built-up Area
4760000,1190,Nizampet,3,3,Built-up Area
4400000,1100,Nizampet,3,2,Super built-up Area
8600000,1150,Hitech City,3,3,Super built-up Area
6800000,1415,Manikonda,2,3,Super built-up Area
18500000,1980,Banjara Hills,6,2,Built-up Area
4400000,1100,Nizampet,1,2,Super built-up Area
4760000,1190,Nizampet,3,3,Super built-up Area
4400000,1100,Nizampet,3,4,Super built-up Area
7840000,1600,Chandanagar,3,1,Super built-up Area
4760000,1190,Nizampet,2,3,Super built-up Area
4400000,1100,Nizampet,4,3,Built-up Area
8600000,1150,Hitech City,2,3,Super built-up Area
5880000,1200,Chandanagar,,3,Super built-up Area
4400000,1100,Nizampet,4,1,Super built-up Area
4760000,1190,Nizampet,2,3,Built-up Area
4760000,1190,Nizampet,2,3,Plot Area
4760000,1190,Nizampet,3,1,Super built-up Area
4400000,1100,Nizampet,2,3,Super built-up Area
4760000,1190,Nizampet,2,3,Super built-up Area
4760000,1190,Nizampet,2,2,Super built-up Area
4760000,1190,Nizampet,2,1,Super built-up Area
9906000,1905,Kukatpally,2,4,Built-up Area
10000000,1925,Kukatpally,2,3,Super built-up Area
6187000,1482,Uppal Kalan,2,3,Super built-up Area
3800000,1100,Nizampet,2,2,Super built-up Area
11500000,1800,East Marredpally,3,3,Super built-up Area
12000000,1800,East Marredpally,5,2,Built-up Area
4641000,1105,Mallampet,2,3,Built-up Area
4641000,1105,Mallampet,1,4,Super built-up Area
4641000,1105,Mallampet,8,3,Plot Area
18500000,1980,Banjara Hills,1,2,Super built-up Area
8600000,1150,Hitech City,3,2,Super built-up Area
6800000,1415,Manikonda,2,4,Super built-up Area
11100000,1730,Kukatpally,3,4,Plot Area
4400000,1100,Aminpur,2,3,Super built-up Area
4400000,1100,Aminpur,3,3,Super built-up Area
4400000,1100,Aminpur,3,2,Plot Area
4400000,1100,Aminpur,3,1,Super built-up Area
4400000,1100,Aminpur,1,2,Super built-up Area
4400000,1100,Aminpur,2,1,Built-up Area
4400000,1100,Aminpur,2,2,Super built-up Area
4400000,1100,Aminpur,2,7,Super built-up Area
4400000,1100,Aminpur,2,3,Built-up Area
4400000,1100,Aminpur,2,2,Plot Area
4641000,1105,Mallampet,2,4,Built-up Area
4400000,1100,Aminpur,2,2,Super built-up Area
4641000,1105,Mallampet,5,1,Plot Area
4641000,1105,Mallampet,3,2,Super built-up Area
4641000,1105,Mallampet,3,3,Plot Area
4641000,1105,Mallampet,3,2,Super built-up Area
4641000,1105,Mallampet,2,2,Super built-up Area
7847000,1165,Kondapur,2,3,Super built-up Area
4400000,1100,Aminpur,2,2,Super built-up Area
10000000,1535,Kondapur,4,3,Built-up Area
4400000,1110,Aminpur,3,4,Super built-up Area
4641000,1105,Mallampet,2,3,Super built-up Area
9900000,2240,Tellapur,1,3,Super built-up Area
6500000,1278,Manikonda,3,2,Super built-up Area
7500000,1406,Attapur,2,3,Super built-up Area
6500000,1190,Mallapur,3,3,Super built-up Area
5300000,1215,Pragathi Nagar Kukatpally,2,3,Built-up Area
4641000,1105,Mallampet,2,3,Plot Area
8600000,1150,Hitech City,2,1,Super built-up Area
4641000,1105,Mallampet,3,2,Super built-up Area
4641000,1105,Mallampet,2,2,Super built-up Area
10700000,1770,Kondapur,4,3,Plot Area
4840000,1210,Alwal,3,2,Super built-up Area
4542000,1010,Gajularamaram,3,1,Super built-up Area
8100000,1620,Serilingampally,2,4,Built-up Area
6931000,1555,Gajularamaram,2,2,Built-up Area
7098999,1190,Kukatpally,6,2,Plot Area
11100000,1730,Kukatpally,3,2,Built-up Area
7240000,1165,Kondapur,2,3,Super built-up Area
10000000,1670,East Marredpally,2,2,Super built-up Area
13000000,1350,Hitech City,2,3,Built-up Area
43000000,4780,Sri Nagar Colony,2,3,Super built-up Area
8900000,1836,Serilingampally,2,4,Super built-up Area
15000000,1970,West Marredpally,2,3,Super built-up Area
15000000,1970,West Marredpally,2,3,Super built-up Area
12000000,2000,Kukatpally,2,2,Super built-up Area
12000000,2000,Kukatpally,2,3,Super built-up Area
12000000,2000,Kukatpally,2,3,Super built-up Area
12000000,2000,Kukatpally,2,2,Super built-up Area
12000000,2000,Kukatpally,2,3,Super built-up Area
12000000,2000,Kukatpally,3,4,Plot Area
7744000,1210,Kondapur,2,2,Carpet Area
9760000,1535,Kondapur,4,5,Super built-up Area
8500000,1315,Kondapur,3,3,Plot Area
2500000,680,AS Rao Nagar,3,2,Super built-up Area
8200000,1200,Malkajgiri,2,3,Super built-up Area
8200000,1200,Malkajgiri,2,2,Super built-up Area
8200000,1200,Malkajgiri,3,1,Super built-up Area
8200000,1200,Malkajgiri,3,4,Super built-up Area
8200000,1200,Malkajgiri,2,3,Super built-up Area
8200000,1200,Malkajgiri,1,3,Super built-up Area
8200000,1200,Malkajgiri,3,5,Super built-up Area
8200000,1200,Malkajgiri,4,1,Super built-up Area
8200000,1200,Malkajgiri,3,3,Super built-up Area
8200000,1200,Malkajgiri,2,2,Super built-up Area
10800000,1735,Kokapet,3,1,Super built-up Area
27500000,2500,Jubilee Hills,2,2,Super built-up Area
35000000,3959,Kondapur,3,3,Super built-up Area
9822000,1889,Narsingi,2,3,Super built-up Area
30000000,4500,Kondapur,5,1,Plot Area
27500000,2500,Jubilee Hills,2,1,Super built-up Area
4880000,1220,Alwal,2,3,Super built-up Area
9984000,1920,Miyapur,2,3,Built-up Area
25000000,2700,West Marredpally,2,2,Super built-up Area
5400000,1300,Mettuguda,2,3,Super built-up Area
15000000,2100,Banjara Hills,2,2,Super built-up Area
9984000,1920,Miyapur,2,3,Plot Area
10000000,1925,Miyapur,4,4,Plot Area
11800000,1885,Kondapur,3,4,Super built-up Area
4542000,1010,Gajularamaram,4,1,Plot Area
10900000,1695,Kukatpally,3,2,Super built-up Area
7098999,1090,Kukatpally,2,3,Super built-up Area
46000000,3100,Jubilee Hills,2,3,Super built-up Area
19800000,2200,Jubilee Hills,2,2,Super built-up Area
7600000,1521,Kondapur,3,1,Built-up Area
18000000,2490,Kokapet,2,2,Super built-up Area
12300000,1675,Narsingi,4,2,Plot Area
12300000,1675,Narsingi,2,4,Super built-up Area
5500000,1260,Nizampet,3,4,Super built-up Area
3700000,1105,Nizampet,2,2,Super built-up Area
12300000,1675,Narsingi,2,3,Built-up Area
12300000,1675,Narsingi,6,3,Super built-up Area
12300000,1675,Narsingi,3,2,Super built-up Area
12300000,1675,Narsingi,2,4,Plot Area
4850000,1200,Nizampet,2,5,Carpet Area
4850000,1200,Nizampet,2,3,Super built-up Area
4850000,1200,Nizampet,2,3,Super built-up Area
4850000,1200,Nizampet,3,2,Built-up Area
4850000,1200,Nizampet,,1,Super built-up Area
4500000,900,Begumpet,2,1,Super built-up Area
7600000,1710,Malkajgiri,2,4,Plot Area
8600000,1242,Sri Nagar Colony,3,3,Super built-up Area
7500000,1705,Malkajgiri,3,2,Super built-up Area
5200000,1050,Malkajgiri,3,2,Plot Area
5700000,1225,Mehdipatnam,2,1,Built-up Area
6931000,1555,Gajularamaram,2,3,Super built-up Area
10800000,1675,Venkat Nagar Colony,3,2,Carpet Area
10900000,1695,Kukatpally,2,3,Super built-up Area
13000000,1945,Kokapet,1,2,Super built-up Area
3650000,1000,Nizampet,3,3,Plot Area
8625000,1150,Hitech City,3,3,Super built-up Area
7500000,1330,Kondakal,2,3,Super built-up Area
20000000,2250,Kondapur,5,3,Super built-up Area
10000000,2240,Tellapur,2,3,Super built-up Area
45000000,4500,Banjara Hills,2,2,Super built-up Area
45000000,4500,Banjara Hills,3,3,Super built-up Area
45000000,4500,Banjara Hills,4,2,Plot Area
3300000,800,Gajularamaram,1,3,Built-up Area
3300000,800,Gajularamaram,2,2,Super built-up Area
3300000,800,Gajularamaram,1,3,Super built-up Area
3300000,800,Gajularamaram,2,3,Built-up Area
5635000,1150,Chandanagar,2,3,Super built-up Area
12900000,1840,Nanakramguda,2,3,Built-up Area
7800000,1560,Gopanpally,2,4,Super built-up Area
6300000,1300,Serilingampally,5,3,Super built-up Area
28000000,3200,Somajiguda,2,2,Built-up Area
30000000,2950,Banjara Hills,2,3,Super built-up Area
30000000,2950,Banjara Hills,3,2,Super built-up Area
12500000,1699,Gachibowli,2,4,Super built-up Area
6583000,1254,Nagole,2,2,Super built-up Area
8977000,1710,Nagole,3,4,Super built-up Area
35500000,4067,Kukatpally,1,2,Super built-up Area
7500000,1320,Uppal Kalan,3,1,Super built-up Area
7000000,1605,Puppalaguda,3,4,Super built-up Area
14500000,2120,Madhapur,3,3,Super built-up Area
13500000,1860,Nallagandla Gachibowli,2,3,Built-up Area
13500000,1860,Nallagandla Gachibowli,1,5,Plot Area
2700000,1050,Krishna Reddy Pet,2,1,Super built-up Area
8990000,1550,Miyapur,2,4,Built-up Area
27500000,3090,Hitech City,2,2,Super built-up Area
66400000,6718,Gachibowli,3,3,Built-up Area
7500000,1195,Kondapur,2,3,Built-up Area
5700000,1230,AS Rao Nagar,3,2,Super built-up Area
33000000,2956,Banjara Hills,2,4,Built-up Area
33000000,2956,Banjara Hills,2,4,Super built-up Area
5500000,1076,LB Nagar,2,3,Super built-up Area
3578000,842,Bolarum,3,3,Super built-up Area
7800000,1200,Miyapur,2,3,Super built-up Area
52000000,4500,Jubilee Hills,2,4,Built-up Area
52000000,4500,Jubilee Hills,2,3,Built-up Area
40000000,3600,Jubilee Hills,2,4,Built-up Area
40000000,3600,Jubilee Hills,3,3,Super built-up Area
36700000,3500,Banjara Hills,2,1,Built-up Area
36700000,3500,Banjara Hills,3,2,Super built-up Area
8600000,1150,Madhapur,3,3,Super built-up Area
9000000,1150,Hitech City,4,3,Super built-up Area
9000000,1150,Hitech City,2,3,Plot Area
9877000,1245,Nanakramguda,4,4,Super built-up Area
13000000,1600,Nanakramguda,2,2,Super built-up Area
18800000,2270,Nanakramguda,2,3,Plot Area
6000000,1200,Manikonda,2,3,Plot Area
7000000,1418,Puppalaguda,3,4,Super built-up Area
9984000,1920,Miyapur,6,1,Super built-up Area
10000000,1925,Miyapur,1,3,Plot Area
9906000,1905,Miyapur,1,3,Super built-up Area
5500000,850,Gachibowli,2,3,Super built-up Area
8000000,1940,Nizampet,2,3,Super built-up Area
8600000,1150,Hitech City,7,4,Plot Area
11100000,1730,Kukatpally,3,2,Super built-up Area
11100000,1730,Kukatpally,3,2,Built-up Area
4200000,1050,Mehdipatnam,2,1,Super built-up Area
4200000,1050,Mehdipatnam,3,2,Plot Area
14500000,1908,Kondapur,2,1,Plot Area
7098999,1090,Kukatpally,2,3,Built-up Area
8953000,1905,Bachupally,2,2,Plot Area
7872000,1675,Bachupally,4,3,Super built-up Area
7590000,1615,Bachupally,2,2,Super built-up Area
5452000,1160,Bachupally,2,2,Super built-up Area
8459000,1800,Bachupally,2,1,Built-up Area
5640000,1200,Bachupally,5,3,Plot Area
4500000,908,Mallapur,3,3,Super built-up Area
4830000,1100,Kukatpally,2,3,Super built-up Area
4900000,1380,Mehdipatnam,2,2,Super built-up Area
6000000,970,Hitech City,3,2,Super built-up Area
4500000,1160,Mallapur,2,1,Built-up Area
4299000,840,Masab Tank,2,2,Super built-up Area
4750000,1100,Zamistanpur,2,2,Super built-up Area
4200000,931,Madhura Nagar,2,3,Super built-up Area
12500000,1670,Jubilee Hills,8,3,Plot Area
12000000,2000,Kukatpally,4,2,Super built-up Area
12000000,2000,Kukatpally,3,3,Super built-up Area
8298999,1554,Miyapur,3,1,Super built-up Area
8898000,1650,Miyapur,1,4,Super built-up Area
7998999,1554,Miyapur,4,1,Plot Area
23000000,1900,Jubilee Hills,4,3,Plot Area
22900000,1900,Jubilee Hills,2,2,Super built-up Area
23000000,1900,Jubilee Hills,2,1,Super built-up Area
23000000,1900,Jubilee Hills,2,1,Super built-up Area
14500000,1740,Kukatpally,3,3,Super built-up Area
20000000,3145,Madhapur,2,3,Super built-up Area
2800000,963,Beeramguda,2,3,Super built-up Area
3500000,909,Ghansi Bazaar,1,3,Built-up Area
3500000,850,Chintalakunta,3,4,Super built-up Area
4700000,950,Chinthal Basthi,3,3,Super built-up Area
11399999,1730,Kukatpally,2,1,Super built-up Area
6931000,1555,Gajularamaram,3,3,Plot Area
5256000,1180,Gajularamaram,2,1,Super built-up Area
11100000,1675,Kukatpally,4,2,Plot Area
5300000,845,Nallakunta,2,4,Super built-up Area
4500000,1100,Bowenpally,4,1,Built-up Area
14600000,1905,Nallakunta,2,2,Super built-up Area
11200000,1460,Nallakunta,3,3,Super built-up Area
11200000,1460,Nallakunta,2,3,Super built-up Area
4200000,1175,Malkajgiri,9,2,Super built-up Area
4900000,1360,Kompally,3,3,Super built-up Area
7554000,1220,Kondapur,2,2,Super built-up Area
11399999,1885,Kondapur,2,2,Super built-up Area
7240000,1165,Kondapur,2,4,Built-up Area
9600000,1295,Jubilee Hills,2,2,Built-up Area
9600000,1295,Jubilee Hills,2,4,Super built-up Area
9600000,1295,Jubilee Hills,2,3,Super built-up Area
9600000,1295,Jubilee Hills,3,2,Super built-up Area
9600000,1295,Jubilee Hills,2,2,Super built-up Area
10200000,1295,Jubilee Hills,4,3,Plot Area
12500000,1670,Jubilee Hills,2,2,Plot Area
12500000,1670,Jubilee Hills,2,4,Super built-up Area
4800000,1200,Bandlaguda Jagir,4,4,Built-up Area
4800000,1200,Bandlaguda Jagir,2,1,Super built-up Area
12500000,1670,Jubilee Hills,2,1,Super built-up Area
16800000,2460,Nanakramguda,2,2,Super built-up Area
4000000,1040,Saroornagar,2,2,Built-up Area
3600000,1107,Beeramguda,4,2,Super built-up Area
6000000,1050,Begumpet,2,3,Super built-up Area
6000000,1050,Begumpet,2,4,Super built-up Area
33300000,2900,Banjara Hills,4,3,Built-up Area
8625000,1150,Hitech City,4,1,Plot Area
4000000,1040,Saroornagar,3,1,Plot Area
3600000,1107,Beeramguda,5,3,Plot Area
4000000,850,Beeramguda,3,3,Super built-up Area
6000000,1050,Begumpet,4,2,Super built-up Area
6000000,1050,Begumpet,4,2,Plot Area
3500000,1080,Beeramguda,2,1,Super built-up Area
3500000,1080,Beeramguda,2,2,Super built-up Area
2300000,1100,Boduppal,3,2,Super built-up Area
2300000,1100,Boduppal,7,3,Super built-up Area
12000000,1745,Somajiguda,3,2,Plot Area
2500000,970,Nagole,2,3,Super built-up Area
5777000,1090,Kukatpally,3,3,Built-up Area
7605000,1435,Kukatpally,2,2,Super built-up Area
2600000,684,Beeramguda,2,3,Super built-up Area
4500000,1040,Beeramguda,2,1,Super built-up Area
3000000,850,Beeramguda,2,3,Built-up Area
3200000,1150,Beeramguda,2,4,Super built-up Area
7000000,1605,Neknampur,2,1,Super built-up Area
3000000,850,Beeramguda,2,3,Plot Area
3200000,1150,Beeramguda,3,2,Super built-up Area
7000000,1605,Neknampur,3,2,Built-up Area
5500000,1000,Mallapur,3,3,Super built-up Area
5777000,1090,Kukatpally,2,3,Built-up Area
7605000,1435,Kukatpally,2,1,Super built-up Area
8502000,1635,Nagole,2,3,Super built-up Area
8242000,1585,Nagole,2,3,Super built-up Area
11000000,1730,Appa Junction Peerancheru,2,6,Super built-up Area
10700000,1665,Appa Junction Peerancheru,2,3,Super built-up Area
9240000,1482,Appa Junction Peerancheru,3,2,Plot Area
8800000,1385,Appa Junction Peerancheru,1,3,Built-up Area
3400000,1000,Ambedkar Nagar,2,2,Super built-up Area
9500000,1035,Gachibowli,4,3,Plot Area
4700000,1250,Toli Chowki,4,1,Plot Area
4700000,1250,Toli Chowki,4,2,Super built-up Area
5000000,1000,Hafeezpet,5,3,Super built-up Area
4788000,1260,Saroornagar,3,2,Super built-up Area
2880000,950,Beeramguda,5,1,Plot Area
5500000,850,Gachibowli,2,2,Built-up Area
8500000,1260,Nanakramguda,3,4,Built-up Area
5500000,1050,Saroornagar,2,7,Super built-up Area
4400000,1250,Bachupally,3,4,Super built-up Area
14000000,1908,Kondapur,2,3,Super built-up Area
6931000,1555,Gajularamaram,6,2,Super built-up Area
12000000,1720,Narsingi,2,3,Super built-up Area
7540000,1327,Rajendra Nagar,2,3,Built-up Area
6290000,1110,Rajendra Nagar,2,7,Super built-up Area
5290000,941,Rajendra Nagar,4,4,Super built-up Area
5580000,1200,Boduppal,3,3,Built-up Area
4300000,1200,Manikonda,2,1,Super built-up Area
5560000,1390,Vanasthalipuram,2,4,Super built-up Area
2400000,540,Amberpet,2,4,Super built-up Area
12500000,1717,Gachibowli,2,3,Super built-up Area
12500000,1717,Gachibowli,4,3,Super built-up Area
3570000,900,Mehdipatnam,2,3,Super built-up Area
12600000,2150,Bandlaguda Jagir,2,3,Super built-up Area
4800000,810,Moula Ali,2,3,Super built-up Area
11600000,1985,Bandlaguda Jagir,9,2,Super built-up Area
9563000,1555,Kondapur,3,3,Built-up Area
4800000,810,Moula Ali,2,1,Super built-up Area
11600000,1985,Bandlaguda Jagir,3,4,Built-up Area
9563000,1555,Kondapur,2,2,Built-up Area
3600000,1050,Mehdipatnam,3,1,Super built-up Area
4500000,1014,Mallapur,3,3,Plot Area
3900000,1085,Kompally,3,3,Plot Area
5800000,1100,Kompally,2,1,Super built-up Area
